Current (mA) - Plot 0	Flow (GPM) - Plot 0	Current (mA) - Plot 1	Flow (GPM) - Plot 1	Current (mA) - Plot 2	Flow (GPM) - Plot 2	
14.6m	171.6m					
14.5m	173.2m					
14.6m	173.9m					
14.6m	173m					
14.5m	173m					
14.5m	173.9m					
14.5m	173.7m					
14.6m	171.8m					
14.5m	170.3m					
14.6m	167.5m					
14.5m	168.3m					
14.5m	169.6m					
14.5m	171.5m					
14.5m	172.3m					
14.5m	170.4m					
14.5m	169.7m					
14.5m	171m					
14.5m	171.3m					
14.5m	168.7m					
14.5m	168.4m					
14.6m	165.7m					
14.5m	166.1m					
14.5m	168.9m					
14.6m	170m					
14.5m	171.4m					
14.5m	170.9m					
14.5m	170.4m					
14.5m	171.4m					
14.5m	172.6m					
14.5m	169.5m					
14.5m	168.9m					
14.5m	167.4m					
14.5m	167.1m					
14.5m	170.1m					
14.5m	170.8m					
14.5m	171.5m					
14.5m	171.3m					
14.5m	170.6m					
14.5m	171m					
14.4m	172.2m					
14.5m	169.1m					
14.5m	166.6m					
14.5m	166.2m					
14.5m	165.9m					
14.4m	168.4m					
14.4m	170m					
14.5m	170.1m					
14.4m	170.1m					
14.5m	171m					
14.5m	171.7m					
14.4m	173.7m					
14.5m	171.9m					
14.5m	167.5m					
14.5m	167.6m					
14.4m	167.7m					
14.5m	168.6m					
14.4m	170.4m					
14.4m	169.3m					
14.5m	168.7m					
14.5m	168.1m					
14.4m	167.8m					
14.4m	169.3m					
14.4m	169.9m					
14.4m	163.8m					
14.5m	163.9m					
14.4m	166.1m					
14.5m	166.3m					
14.4m	170.9m					
14.4m	170.6m					
14.4m	170m					
14.4m	170.8m					
14.4m	172m					
14.4m	172.4m					
14.4m	172.9m					
14.4m	168.9m					
14.4m	167.3m					
14.4m	168.8m					
14.4m	169.5m					
14.4m	172.9m					
14.4m	172.8m					
14.4m	171.6m					
14.4m	171.8m					
14.4m	172.8m					
14.4m	172.5m					
14.4m	172.2m					
14.4m	169.3m					
14.4m	165.8m					
14.4m	166.9m					
14.4m	168.4m					
14.4m	170.8m					
14.4m	171.5m					
14.4m	168.7m					
14.4m	168m					
14.4m	169.5m					
14.4m	169.6m					
14.4m	168.4m					
14.3m	167.7m					
14.4m	164.2m					
14.4m	165m					
14.4m	168.9m					
14.3m	170.3m					
14.3m	171.6m					
14.4m	170.8m					
14.4m	170m					
14.3m	171m					
14.4m	171.8m					
14.3m	169.8m					
14.3m	169.4m					
14.4m	166.8m					
14.3m	166.4m					
14.3m	170.1m					
14.3m	170.8m					
14.3m	171.8m					
14.3m	171.4m					
14.4m	169.8m					
14.4m	171.1m					
14.3m	172.1m					
14.4m	169.4m					
14.3m	167.4m					
14.3m	166.3m					
14.4m	165.4m					
14.3m	169.3m					
14.3m	169.6m					
14.3m	171.4m					
14.3m	171.5m					
14.3m	171.2m					
14.3m	172.2m					
14.3m	174.6m					
14.3m	173.1m					
14.3m	169.8m					
14.3m	169.4m					
14.3m	169.1m					
14.3m	171.2m					
14.3m	172.2m					
14.3m	171.8m					
14.2m	171.6m					
14.3m	168.9m					
14.3m	168.9m					
14.3m	169.8m					
14.2m	169.7m					
14.3m	163.2m					
14.3m	163.2m					
14.3m	163.5m					
14.3m	165.5m					
14.3m	169.3m					
14.3m	169.1m					
14.2m	168.7m					
14.3m	169.3m					
14.3m	170.4m					
14.3m	171.8m					
14.3m	172.4m					
14.3m	168.6m					
14.2m	167.1m					
14.3m	169.3m					
14.3m	169.5m					
14.2m	173.7m					
14.3m	173.5m					
14.2m	171.5m					
14.3m	171.8m					
14.2m	172.2m					
14.3m	172.4m					
14.2m	172.6m					
14.3m	167.4m					
14.2m	165.6m					
14.2m	167.1m					
14.2m	167.5m					
14.2m	170.7m					
14.2m	171.3m					
14.2m	169.6m					
14.2m	169.8m					
14.2m	170.6m					
14.3m	170.7m					
14.2m	171.2m					
14.3m	168.7m					
14.2m	166.1m					
14.2m	167.2m					
14.3m	168.2m					
14.2m	170.3m					
14.2m	172.1m					
14.2m	169.8m					
14.2m	169.4m					
14.2m	169.9m					
14.2m	169.9m					
14.2m	168.8m					
14.2m	168m					
14.2m	165m					
14.2m	165.6m					
14.2m	168.2m					
14.2m	169.1m					
14.2m	172m					
14.2m	170.8m					
14.1m	169.8m					
14.2m	171.3m					
14.2m	172.4m					
14.2m	169.8m					
14.1m	168m					
14.1m	165.5m					
14.2m	165.3m					
14.1m	168.9m					
14.2m	169.1m					
14.2m	171.7m					
14.2m	171.5m					
14.1m	170.9m					
14.2m	172m					
14.2m	174.2m					
14.1m	172m					
14.2m	170.7m					
14.1m	169.9m					
14.1m	169.4m					
14.1m	172.2m					
14.2m	173.5m					
14.1m	173.1m					
14.2m	173.1m					
14.1m	170.7m					
14.2m	171m					
14.2m	171.5m					
14.1m	169m					
14.2m	165.1m					
14.1m	164.6m					
14.1m	163.9m					
14.1m	165.6m					
14.1m	167.8m					
14.1m	168.5m					
14.1m	168.7m					
14.1m	169.3m					
14.1m	169.4m					
14.1m	171.3m					
14.1m	171.3m					
14.2m	167.1m					
14.1m	167.3m					
14.1m	168.2m					
14.1m	168.7m					
14.1m	171.8m					
14.1m	171.8m					
14.1m	171.8m					
14.1m	171.4m					
14.1m	170.9m					
14.1m	171.5m					
14.1m	171.6m					
14.1m	166.1m					
14.1m	164.9m					
14.1m	166.7m					
14.1m	167m					
14.1m	170.6m					
14.1m	171m					
14.1m	170.7m					
14m	171.1m					
14m	172.2m					
14.1m	172.2m					
14m	172.2m					
14.1m	169.4m					
14.1m	167.3m					
14.1m	168.5m					
14.1m	169.3m					
14.1m	172m					
14m	172.3m					
14.1m	169.6m					
14m	169.4m					
14.1m	170m					
14m	169.7m					
14.1m	168.8m					
14m	167.5m					
14.1m	164.5m					
14m	165.8m					
14m	168.4m					
14m	171m					
14.1m	172.4m					
14.1m	171.6m					
14.1m	171.3m					
14m	172.4m					
14m	172.9m					
14.1m	170m					
14m	169.9m					
14m	164.9m					
14m	165m					
14m	166.8m					
14m	167.6m					
14m	169.1m					
14m	169.1m					
14m	169.1m					
14m	170m					
14m	171.3m					
14m	169.7m					
14m	169.1m					
14.1m	168.6m					
13.9m	168.4m					
14m	171.8m					
14m	173m					
14m	174.6m					
14m	174.4m					
13.9m	173m					
14m	173.1m					
14m	173.1m					
14m	170m					
14m	166.6m					
14m	165.5m					
14m	164.2m					
14m	166.7m					
14m	167.3m					
14m	168m					
14m	168.2m					
14m	168.1m					
13.9m	168.7m					
13.9m	172m					
14m	171.2m					
13.9m	167.7m					
14m	167.9m					
14m	168.5m					
13.9m	171.4m					
14m	173.9m					
13.9m	173.8m					
13.9m	173.7m					
14m	173.2m					
13.9m	173.1m					
13.9m	174.4m					
13.9m	174.5m					
13.9m	166.9m					
13.9m	166.5m					
13.9m	165.6m					
13.9m	166.6m					
13.9m	169.1m					
13.9m	168.8m					
13.9m	168m					
13.9m	168.4m					
13.9m	169.3m					
13.9m	170.6m					
13.9m	171.3m					
13.9m	167.9m					
13.9m	166.1m					
13.9m	167.3m					
13.9m	167.9m					
13.9m	172.4m					
13.9m	172.4m					
13.9m	171.1m					
13.9m	171.2m					
13.9m	171.5m					
13.9m	171.4m					
13.9m	171.3m					
13.9m	168.8m					
13.9m	164.7m					
13.9m	166.6m					
13.8m	167.4m					
13.9m	170m					
13.9m	171.2m					
13.9m	170.5m					
13.9m	170.3m					
13.8m	171.8m					
13.9m	171.8m					
13.9m	171.8m					
13.9m	170.7m					
13.9m	165.9m					
13.9m	166.8m					
13.9m	168m					
13.8m	169.3m					
13.9m	170.9m					
13.8m	170.2m					
13.9m	169.4m					
13.8m	171.4m					
13.9m	171.8m					
13.8m	171.4m					
13.9m	171m					
13.8m	167m					
13.9m	167.1m					
13.9m	170.4m					
13.8m	170.8m					
13.9m	172.8m					
13.8m	171.2m					
13.8m	169.6m					
13.8m	170.7m					
13.8m	171.6m					
13.8m	169.7m					
13.8m	168.1m					
13.8m	164.8m					
13.8m	163.4m					
13.8m	166m					
13.8m	166.3m					
13.8m	169.4m					
13.8m	169.6m					
13.8m	168.5m					
13.8m	169.4m					
13.8m	172.2m					
13.8m	171.3m					
13.8m	169.3m					
13.8m	168.8m					
13.8m	167.7m					
13.8m	170.4m					
13.8m	171.9m					
13.8m	172.8m					
13.8m	173.2m					
13.8m	172.6m					
13.8m	172.6m					
13.8m	174.3m					
13.8m	173.7m					
13.8m	169.1m					
13.8m	168.3m					
13.8m	167m					
13.8m	168.3m					
13.8m	170.5m					
13.8m	170.5m					
13.8m	170.6m					
13.8m	169.4m					
13.8m	168.9m					
13.8m	171m					
13.7m	171.5m					
13.8m	167.3m					
13.7m	166.4m					
13.8m	165.9m					
13.7m	166.5m					
13.8m	170.9m					
13.7m	170.9m					
13.8m	170.4m					
13.7m	170m					
13.7m	169.6m					
13.7m	171m					
13.7m	172.6m					
13.7m	168m					
13.8m	165.3m					
13.7m	166.1m					
13.7m	166.3m					
13.7m	170.1m					
13.7m	170.7m					
13.7m	170.4m					
13.7m	170.5m					
13.7m	171.1m					
13.7m	171.7m					
13.7m	173.9m					
13.7m	170.4m					
13.7m	167m					
13.7m	167.2m					
13.7m	167.3m					
13.7m	169.6m					
13.7m	171.5m					
13.7m	170.8m					
13.7m	170.7m					
13.7m	171.3m					
13.7m	171.4m					
13.7m	172.9m					
13.6m	171.7m					
13.7m	167.3m					
13.7m	168m					
13.7m	169.8m					
13.7m	172.1m					
13.7m	173.7m					
13.7m	172.1m					
13.7m	171.1m					
13.7m	171.2m					
13.6m	171.3m					
13.7m	171.1m					
13.7m	171.1m					
13.7m	163.7m					
13.7m	163.4m					
13.7m	165.4m					
13.7m	166.7m					
13.7m	169.7m					
13.7m	168.9m					
13.6m	167.3m					
13.7m	168.1m					
13.7m	169.6m					
13.7m	170.2m					
13.6m	170.5m					
13.7m	167.6m					
13.7m	166.1m					
13.6m	169.1m					
13.6m	170.4m					
13.6m	173.7m					
13.6m	173.6m					
13.6m	171.8m					
13.6m	172.5m					
13.6m	173.7m					
13.6m	172.8m					
13.6m	171.5m					
13.6m	169.2m					
13.6m	165.9m					
13.6m	167m					
13.6m	168.6m					
13.6m	170.6m					
13.6m	171.3m					
13.6m	169.3m					
13.6m	168.9m					
13.6m	170.5m					
13.6m	170.2m					
13.6m	167.9m					
13.6m	167.7m					
13.6m	166.6m					
13.6m	167.3m					
13.6m	170.9m					
13.6m	171.8m					
13.6m	172.8m					
13.6m	172.2m					
13.6m	171.5m					
13.6m	172.5m					
13.6m	172.7m					
13.6m	168.9m					
13.6m	168.2m					
13.5m	166.3m					
13.6m	166.5m					
13.6m	169.1m					
13.6m	169.5m					
13.6m	170.8m					
13.6m	170.6m					
13.5m	169.9m					
13.6m	171.2m					
13.5m	172.3m					
13.6m	169.1m					
13.6m	166.7m					
13.5m	165m					
13.6m	163.7m					
13.5m	166m					
13.6m	166.3m					
13.5m	165m					
13.6m	164.9m					
13.5m	165.9m					
13.6m	165.9m					
13.6m	169.8m					
13.6m	169.3m					
13.6m	167.2m					
13.5m	168.2m					
13.6m	170.5m					
13.5m	172.3m					
13.5m	176.2m					
13.5m	176m					
13.6m	175.8m					
13.5m	175.6m					
13.5m	175.6m					
13.5m	176.8m					
13.5m	174.8m					
13.5m	168.9m					
13.5m	168.7m					
13.5m	168.2m					
13.5m	169.4m					
13.5m	171.5m					
13.5m	170.3m					
13.5m	169.8m					
13.4m	169.4m					
13.5m	169.3m					
13.5m	170.6m					
13.5m	170.9m					
13.5m	166.3m					
13.5m	166.4m					
13.5m	168.5m					
13.5m	168.8m					
13.5m	172.2m					
13.5m	172.1m					
13.5m	171.8m					
13.5m	172.1m					
13.5m	172.4m					
13.5m	171.6m					
13.5m	171.3m					
13.5m	166.7m					
13.5m	165.4m					
13.5m	165.6m					
13.5m	165.6m					
13.5m	166.9m					
13.5m	167.1m					
13.4m	163.9m					
13.5m	163.2m					
13.4m	164.5m					
13.5m	164.7m					
13.5m	164.4m					
13.4m	164.4m					
13.5m	164.5m					
13.4m	165.8m					
13.5m	171.1m					
13.4m	173.6m					
13.4m	175.8m					
13.4m	175.4m					
13.4m	175m					
13.4m	176.4m					
13.5m	176.6m					
13.4m	173.5m					
13.4m	172.1m					
13.5m	168.5m					
13.4m	169.1m					
13.5m	170.8m					
13.4m	171.4m					
13.4m	173m					
13.4m	172m					
13.4m	171.4m					
13.4m	172.4m					
13.4m	173m					
13.4m	170.3m					
13.4m	170.2m					
13.4m	167.4m					
13.4m	167.3m					
13.4m	169.8m					
13.4m	170m					
13.4m	170.4m					
13.3m	169.8m					
13.4m	168.7m					
13.4m	169.2m					
13.4m	170m					
13.4m	166.9m					
13.4m	165.4m					
13.4m	166.2m					
13.4m	166.5m					
13.4m	169.8m					
13.4m	171.1m					
13.4m	172.2m					
13.4m	172.1m					
13.4m	170.7m					
13.3m	170.9m					
13.4m	172.4m					
13.4m	169.3m					
13.4m	164.9m					
13.3m	164.4m					
13.4m	163.7m					
13.4m	165.7m					
13.4m	168m					
13.4m	167.9m					
13.3m	167.7m					
13.3m	168.4m					
13.4m	168.5m					
13.3m	171.4m					
13.3m	172m					
13.4m	168.3m					
13.3m	167.9m					
13.4m	170m					
13.3m	171.2m					
13.3m	176.3m					
13.3m	176.4m					
13.3m	176.5m					
13.3m	176.7m					
13.3m	176.8m					
13.3m	177.1m					
13.4m	176.6m					
13.3m	169.4m					
13.3m	168.6m					
13.3m	168m					
13.3m	168.5m					
13.3m	170.2m					
13.2m	169.4m					
13.3m	167.1m					
13.3m	167.7m					
13.3m	168m					
13.3m	168.6m					
13.3m	168.9m					
13.3m	166.2m					
13.3m	164.6m					
13.3m	167.7m					
13.3m	169.5m					
13.3m	174.1m					
13.3m	174.2m					
13.3m	173.2m					
13.2m	173.1m					
13.3m	173m					
13.3m	172.2m					
13.3m	170.4m					
13.3m	167.2m					
13.2m	162.1m					
13.3m	162.5m					
13.3m	163.4m					
13.3m	165.3m					
13.3m	166.3m					
13.3m	165.9m					
13.2m	165.8m					
13.3m	169.5m					
13.3m	171.1m					
13.3m	170.7m					
13.2m	170.7m					
13.3m	168.7m					
13.2m	169m					
13.2m	172.9m					
13.3m	174m					
13.2m	175.6m					
13.2m	174.1m					
13.2m	173.3m					
13.2m	174.4m					
13.3m	174.7m					
13.2m	171.8m					
13.2m	171.1m					
13.3m	167m					
13.2m	167.4m					
13.2m	171.3m					
13.2m	172.2m					
13.2m	173.4m					
13.2m	172.3m					
13.2m	171m					
13.2m	172.2m					
13.2m	173.7m					
13.2m	170.4m					
13.2m	169.5m					
13.2m	166.5m					
13.2m	165.7m					
13.2m	168.6m					
13.2m	169.3m					
13.2m	169.6m					
13.1m	169.3m					
13.2m	167.7m					
13.2m	168m					
13.2m	169.8m					
13.2m	168.1m					
13.2m	166.4m					
13.2m	166.6m					
13.2m	166.8m					
13.2m	169.8m					
13.2m	172.5m					
13.2m	173.7m					
13.1m	173.8m					
13.2m	173.7m					
13.2m	174.3m					
13.1m	176.2m					
13.2m	174.6m					
13.1m	169.4m					
13.2m	168.4m					
13.2m	167.5m					
13.2m	169m					
13.2m	170.2m					
13.2m	169.7m					
13.1m	169.3m					
13.2m	169m					
13.1m	168.9m					
13.1m	171.6m					
13.2m	171.8m					
13.1m	167m					
13.1m	166.8m					
13.1m	167.5m					
13.1m	168.9m					
13.1m	172.6m					
13.2m	172.4m					
13.2m	172m					
13.1m	171.2m					
13.1m	170.8m					
13.1m	172.1m					
13.2m	172.9m					
13.1m	166.2m					
13.1m	165.9m					
13.1m	165.6m					
13.1m	165.7m					
13.1m	171.1m					
13.1m	171.1m					
13.1m	169.6m					
13.1m	170m					
13.1m	170.5m					
13.1m	171.2m					
13.1m	172.2m					
13.1m	168.6m					
13.1m	166.6m					
13.1m	168.1m					
13.1m	168.6m					
13.1m	171.7m					
13.1m	172.7m					
13.1m	170.9m					
13.1m	170.9m					
13.1m	171.3m					
13.1m	171.4m					
13.1m	172.2m					
13.1m	169.4m					
13.1m	165.9m					
13.1m	167.4m					
13.1m	169.1m					
13.1m	171.3m					
13.1m	173.6m					
13.1m	172.2m					
13m	171.9m					
13.1m	172.9m					
13.1m	173.2m					
13m	173.5m					
13.1m	172.2m					
13m	166.5m					
13.1m	166.8m					
13m	168.2m					
13.1m	169.7m					
13m	170.9m					
13m	169.1m					
13m	167.7m					
13m	168.1m					
13m	168.4m					
13m	168.2m					
13m	168.2m					
13m	164.4m					
13m	164.1m					
13m	168.1m					
13m	169.8m					
13m	173.7m					
13m	173.3m					
13m	172.2m					
13m	172.9m					
13m	174.3m					
13m	172.3m					
13m	171.3m					
13m	168.4m					
12.9m	167m					
13m	168.6m					
13m	169.4m					
13m	171.7m					
13m	171.7m					
13m	169.3m					
13m	169.9m					
13m	171.3m					
13m	170.2m					
13m	168.4m					
13m	167.8m					
13m	167m					
13m	170.2m					
12.9m	171.5m					
13m	173m					
13m	173.5m					
13m	172.1m					
13m	172m					
13m	174.1m					
13m	173.6m					
12.9m	169.4m					
13m	168.3m					
13m	166.8m					
13m	168.5m					
13m	170.4m					
13m	171m					
12.9m	171.6m					
13m	170.5m					
12.9m	170.2m					
12.9m	171.6m					
13m	171.8m					
12.9m	168m					
13m	167m					
12.9m	165.3m					
12.9m	166.2m					
12.9m	169.5m					
12.9m	169.9m					
12.9m	171.3m					
12.9m	170.2m					
12.9m	169.4m					
12.9m	170.9m					
12.9m	172.1m					
12.9m	169m					
12.9m	166.7m					
12.9m	167.3m					
12.9m	167.4m					
12.9m	172.1m					
12.9m	172.4m					
12.9m	173.7m					
12.9m	173.6m					
12.9m	173m					
12.9m	173.5m					
12.9m	174.5m					
12.9m	170.8m					
12.9m	168.8m					
12.9m	168.6m					
12.9m	168.5m					
12.9m	170.7m					
12.9m	171.7m					
12.9m	170m					
12.9m	170m					
12.9m	169.3m					
12.9m	169.6m					
12.9m	170.2m					
12.9m	168.3m					
12.9m	164.9m					
12.9m	165.9m					
12.9m	167.5m					
12.9m	169.3m					
12.9m	172.2m					
12.9m	172.3m					
12.9m	172.4m					
12.9m	173.5m					
12.9m	173.9m					
12.8m	174.2m					
12.9m	173.9m					
12.9m	167.8m					
12.8m	168.1m					
12.9m	168.7m					
12.8m	169.6m					
12.8m	170.9m					
12.9m	170.1m					
12.8m	169.1m					
12.8m	169.2m					
12.9m	169.3m					
12.8m	169.4m					
12.9m	169.4m					
12.8m	165.3m					
12.8m	164.3m					
12.8m	167.6m					
12.8m	169.2m					
12.8m	173.3m					
12.9m	173.2m					
12.8m	172.3m					
12.8m	172.9m					
12.8m	173.4m					
12.8m	172.8m					
12.8m	172.2m					
12.8m	168.9m					
12.8m	167.8m					
12.8m	169.5m					
12.8m	169.7m					
12.8m	171.9m					
12.8m	171.8m					
12.8m	170m					
12.8m	170.3m					
12.8m	171.5m					
12.8m	171m					
12.8m	169.3m					
12.8m	167.1m					
12.8m	165.4m					
12.7m	167.3m					
12.8m	168.6m					
12.8m	170.2m					
12.8m	171.2m					
12.8m	170.2m					
12.8m	170.2m					
12.8m	172.2m					
12.8m	172.1m					
12.8m	168.9m					
12.8m	168m					
12.8m	166.1m					
12.8m	167.3m					
12.8m	169.9m					
12.8m	170.6m					
12.8m	172.1m					
12.8m	171.6m					
12.8m	171.3m					
12.7m	172.5m					
12.8m	173.1m					
12.7m	169.3m					
12.8m	169.2m					
12.8m	167.1m					
12.7m	167.3m					
12.7m	171.3m					
12.7m	171.7m					
12.7m	172.4m					
12.7m	171.6m					
12.7m	170.4m					
12.7m	171.3m					
12.7m	171.6m					
12.7m	167.9m					
12.7m	166.6m					
12.7m	166.2m					
12.7m	166.1m					
12.7m	169.4m					
12.7m	170.6m					
12.7m	172.2m					
12.8m	172.3m					
12.7m	172.8m					
12.7m	174m					
12.6m	175.4m					
12.7m	172.7m					
12.7m	169.8m					
12.7m	170m					
12.7m	170m					
12.7m	172.3m					
12.7m	172.8m					
12.7m	171.4m					
12.7m	170.9m					
12.7m	170m					
12.7m	170.2m					
12.7m	170.9m					
12.7m	169.1m					
12.7m	163.7m					
12.7m	164.7m					
12.7m	165.7m					
12.7m	168.4m					
12.7m	170.5m					
12.7m	170.1m					
12.7m	169.8m					
12.7m	172m					
12.7m	172.2m					
12.6m	173.6m					
12.7m	172.9m					
12.7m	167.7m					
12.7m	167.9m					
12.7m	169.1m					
12.7m	170.3m					
12.6m	173.3m					
12.7m	172.2m					
12.6m	171.5m					
12.6m	171.8m					
12.7m	172m					
12.6m	172.3m					
12.6m	172.4m					
12.6m	165.3m					
12.6m	165.1m					
12.7m	167.1m					
12.6m	167.1m					
12.6m	170.9m					
12.6m	170.7m					
12.6m	170.4m					
12.6m	170.8m					
12.6m	171.5m					
12.6m	171.8m					
12.6m	172.4m					
12.6m	168.6m					
12.6m	167.1m					
12.6m	169.1m					
12.6m	170m					
12.6m	173.3m					
12.6m	173.2m					
12.6m	171.6m					
12.6m	171.8m					
12.6m	173.3m					
12.6m	172.7m					
12.5m	171.8m					
12.6m	169m					
12.6m	165.7m					
12.6m	167.3m					
12.6m	169.1m					
12.6m	171.2m					
12.6m	171.6m					
12.6m	169.1m					
12.6m	168.9m					
12.6m	171.1m					
12.6m	170.6m					
12.5m	168m					
12.6m	167.3m					
12.6m	164.4m					
12.6m	165.2m					
12.6m	168.5m					
12.6m	170.5m					
12.6m	172.2m					
12.6m	172m					
12.6m	171.8m					
12.6m	175.3m					
12.6m	175.6m					
12.5m	172.2m					
12.6m	172m					
12.5m	168.6m					
12.5m	169.2m					
12.5m	171.3m					
12.6m	171.7m					
12.5m	172.8m					
12.5m	170.8m					
12.5m	169.6m					
12.5m	170.6m					
12.6m	171.1m					
12.5m	168.6m					
12.5m	167.3m					
12.5m	166.4m					
12.5m	165.9m					
12.5m	170.7m					
12.5m	170.8m					
12.5m	173.1m					
12.5m	172.8m					
12.5m	172.1m					
12.5m	173m					
12.5m	174.4m					
12.5m	170.6m					
12.5m	168.9m					
12.5m	167.7m					
12.5m	167.2m					
12.5m	170.1m					
12.5m	171.2m					
12.5m	171.3m					
12.5m	171.2m					
12.5m	169.8m					
12.5m	170.1m					
12.4m	172.8m					
12.5m	169.7m					
12.4m	165.7m					
12.5m	165.8m					
12.5m	165.7m					
12.5m	167.8m					
12.5m	170m					
12.5m	169.9m					
12.5m	169.8m					
12.5m	170.3m					
12.5m	170.4m					
12.5m	173.4m					
12.5m	172.8m					
12.5m	167.7m					
12.5m	167.9m					
12.5m	168.5m					
12.5m	169.6m					
12.5m	173.5m					
12.5m	173m					
12.4m	172.6m					
12.4m	172.8m					
12.5m	172.9m					
12.5m	174.7m					
12.4m	174.9m					
12.4m	168.5m					
12.4m	168m					
12.4m	168.7m					
12.5m	169.8m					
12.4m	172.7m					
12.5m	172.1m					
12.4m	170.6m					
12.4m	170.1m					
12.4m	169.8m					
12.4m	170.8m					
12.4m	171.3m					
12.4m	166.9m					
12.4m	164.5m					
12.4m	165.6m					
12.4m	166.1m					
12.4m	171.1m					
12.4m	171.1m					
12.3m	170.2m					
12.4m	170.8m					
12.4m	171.8m					
12.4m	172.5m					
12.4m	173.7m					
12.4m	170.6m					
12.4m	167m					
12.4m	169m					
12.4m	169.8m					
12.4m	171.9m					
12.4m	172.5m					
12.4m	170.2m					
12.4m	170.3m					
12.4m	171.8m					
12.4m	171.8m					
12.4m	171.3m					
12.4m	169.1m					
12.4m	165.7m					
12.4m	167.2m					
12.4m	169.1m					
12.4m	170.9m					
12.4m	173.1m					
12.4m	171.4m					
12.4m	170.9m					
12.3m	172.7m					
12.4m	172.9m					
12.3m	171.3m					
12.4m	170.5m					
12.4m	166.8m					
12.4m	167.3m					
12.3m	169.8m					
12.4m	171.7m					
12.4m	173.5m					
12.3m	172.2m					
12.3m	171.1m					
12.3m	171.9m					
12.4m	172.6m					
12.3m	171.1m					
12.3m	170.9m					
12.3m	166.3m					
12.3m	165.8m					
12.3m	167.5m					
12.4m	168.4m					
12.3m	170.5m					
12.3m	169.9m					
12.3m	168m					
12.3m	168.6m					
12.3m	170.2m					
12.3m	169.2m					
12.3m	168.5m					
12.3m	167.4m					
12.2m	166.6m					
12.3m	169.5m					
12.3m	171.3m					
12.3m	173.2m					
12.3m	173.3m					
12.3m	173m					
12.3m	173.8m					
12.3m	175.8m					
12.3m	174.4m					
12.3m	171.3m					
12.3m	169.5m					
12.3m	168.5m					
12.3m	170.8m					
12.3m	171.8m					
12.3m	172.1m					
12.3m	172.1m					
12.3m	170m					
12.3m	170.1m					
12.3m	172m					
12.3m	170.1m					
12.2m	166.6m					
12.3m	166.2m					
12.3m	165.6m					
12.3m	167.5m					
12.3m	170.4m					
12.3m	171.8m					
12.2m	172.4m					
12.3m	172.1m					
12.2m	172m					
12.2m	174.1m					
12.3m	173.9m					
12.2m	168.6m					
12.2m	168.3m					
12.2m	166.3m					
12.2m	166.5m					
12.2m	168m					
12.3m	167.9m					
12.2m	167.8m					
12.2m	168m					
12.2m	168.2m					
12.2m	169.3m					
12.2m	170.4m					
12.2m	167.2m					
12.2m	166.4m					
12.2m	168.2m					
12.2m	168.5m					
12.2m	173m					
12.2m	173.5m					
12.2m	172.6m					
12.2m	172.8m					
12.2m	173.7m					
12.2m	174.3m					
12.2m	174.8m					
12.2m	171.6m					
12.2m	169.1m					
12.2m	169.6m					
12.2m	170m					
12.2m	173.8m					
12.2m	174.1m					
12.2m	172.9m					
12.2m	172.9m					
12.2m	173m					
12.2m	173.3m					
12.2m	174m					
12.2m	169.4m					
12.2m	166.6m					
12.2m	167.1m					
12.2m	167.3m					
12.2m	169.5m					
12.2m	170.5m					
12.2m	169.2m					
12.2m	169.1m					
12.2m	169.4m					
12.2m	169.5m					
12.2m	170.8m					
12.2m	169.4m					
12.2m	165.1m					
12.2m	165.6m					
12.2m	166.4m					
12.2m	167.4m					
12.2m	168.9m					
12.2m	168.2m					
12.1m	167.3m					
12.2m	168.8m					
12.1m	169.3m					
12.1m	169m					
12.1m	168.9m					
12.1m	167.1m					
12.1m	166.6m					
12.2m	169.3m					
12.1m	170.5m					
12.1m	173.9m					
12.2m	173.7m					
12.1m	172.4m					
12.1m	173.4m					
12.1m	174.6m					
12.2m	174.1m					
12.1m	173.5m					
12.1m	170.5m					
12.1m	169.7m					
12.1m	171.6m					
12.1m	172.4m					
12.1m	174.3m					
12.1m	174m					
12.1m	172.4m					
12.1m	173.2m					
12.1m	173.9m					
12.1m	172.3m					
12.1m	170.9m					
12.1m	168.6m					
12.1m	166.6m					
12.1m	168.9m					
12.1m	169.2m					
12.1m	171.3m					
12.1m	171.6m					
12m	170.3m					
12.1m	170.7m					
12.1m	172.2m					
12.1m	171.6m					
12.1m	169.6m					
12.1m	168.3m					
12.1m	167.1m					
12.1m	168.9m					
12.1m	170m					
12.1m	169.8m					
12m	169.6m					
12.1m	166.8m					
12m	166.3m					
12.1m	167.1m					
12.1m	167.1m					
12m	163.3m					
12.1m	163.1m					
12.1m	163.8m					
12m	163.9m					
12.1m	170m					
12.1m	171.3m					
12m	173.9m					
12m	174m					
12m	174.1m					
12m	176.6m					
12m	178m					
12m	174m					
12m	173.7m					
12m	172.2m					
12m	172.3m					
12m	173.5m					
12m	173.2m					
12m	172.8m					
12m	171.8m					
12m	170.4m					
12m	171m					
12m	171.2m					
12.1m	167.7m					
12m	166.5m					
12m	167.3m					
12m	167.5m					
12m	171.3m					
12m	172.5m					
12m	173.5m					
12m	173.6m					
12m	174.1m					
12m	175.2m					
12m	176.4m					
12m	171.9m					
12m	169.1m					
12m	169m					
12m	168.9m					
12m	171.2m					
12m	171.6m					
12m	168.7m					
11.9m	167.9m					
11.9m	166.6m					
11.9m	166.6m					
12m	166.5m					
12m	165m					
12m	160.1m					
12m	161.1m					
12m	164.3m					
