Current (mA) - Plot 0	Flow (GPM) - Plot 0	Current (mA) - Plot 1	Flow (GPM) - Plot 1	Current (mA) - Plot 2	Flow (GPM) - Plot 2	
1.7m	218.8m					
1.7m	216.3m					
1.7m	215.6m					
1.7m	216.9m					
1.7m	218.5m					
1.7m	219m					
1.7m	218.5m					
1.7m	216m					
1.7m	215.6m					
1.6m	216.7m					
1.7m	212m					
1.7m	210.5m					
1.7m	210.7m					
1.7m	211.1m					
1.7m	212.4m					
1.6m	213.8m					
1.7m	214m					
1.7m	215.9m					
1.7m	217.7m					
1.7m	214.8m					
1.7m	213.5m					
1.7m	212.8m					
1.7m	215m					
1.7m	217.3m					
1.7m	218.8m					
1.7m	219.2m					
1.7m	218.5m					
1.7m	218m					
1.7m	219m					
1.6m	215.6m					
1.7m	213.9m					
1.7m	214.9m					
1.7m	214.6m					
1.6m	215.3m					
1.7m	217m					
1.7m	216.5m					
1.7m	217m					
1.7m	218.2m					
1.7m	215.6m					
1.7m	213.9m					
1.7m	212.8m					
1.7m	214.7m					
1.7m	216.7m					
1.7m	218.5m					
1.7m	219.1m					
1.7m	218.1m					
1.7m	217m					
1.6m	217.6m					
1.7m	215.2m					
1.7m	213m					
1.7m	214.1m					
1.7m	213.8m					
1.7m	214.1m					
1.6m	216.6m					
1.7m	215.7m					
1.7m	215.4m					
1.6m	216.4m					
1.7m	214.3m					
1.7m	212.6m					
1.7m	211.8m					
1.7m	213.1m					
1.7m	215.3m					
1.7m	218.5m					
1.7m	219.3m					
1.6m	219.6m					
1.7m	219.4m					
1.6m	220.7m					
1.7m	219.1m					
1.7m	216m					
1.7m	218.2m					
1.7m	218.2m					
1.6m	218.3m					
1.7m	219.4m					
1.6m	218.4m					
1.7m	217.4m					
1.7m	218.2m					
1.6m	215.4m					
1.7m	213.5m					
1.7m	211m					
1.7m	212m					
1.6m	213.6m					
1.7m	216.1m					
1.7m	216.1m					
1.7m	216m					
1.6m	215.8m					
1.6m	217.1m					
1.7m	216.1m					
1.6m	212.1m					
1.6m	216.8m					
1.7m	217.3m					
1.6m	217.4m					
1.6m	219.4m					
1.7m	219m					
1.6m	217.7m					
1.6m	219.9m					
1.7m	217.4m					
1.6m	216m					
1.6m	214.7m					
1.7m	214.7m					
1.6m	214.8m					
1.6m	217.6m					
1.6m	218.5m					
1.6m	218.9m					
1.7m	217.6m					
1.6m	218.4m					
1.6m	216.7m					
1.7m	213.8m					
1.7m	216.7m					
1.6m	217.7m					
1.6m	217.9m					
1.7m	220.2m					
1.6m	220.2m					
1.7m	219.7m					
1.6m	220.3m					
1.6m	218.2m					
1.7m	215.6m					
1.6m	212.8m					
1.6m	213.4m					
1.6m	214.7m					
1.6m	217.6m					
1.6m	216.9m					
1.6m	215.9m					
1.6m	214.4m					
1.7m	216.4m					
1.6m	215.8m					
1.6m	211.8m					
1.6m	213.5m					
1.6m	214.6m					
1.6m	215.1m					
1.6m	217.6m					
1.7m	218.8m					
1.6m	219.2m					
1.6m	221.7m					
1.6m	220.1m					
1.6m	217.6m					
1.6m	216.4m					
1.6m	217.4m					
1.6m	218.9m					
1.6m	221.1m					
1.6m	221m					
1.6m	220.6m					
1.6m	218.6m					
1.6m	219.5m					
1.6m	218.4m					
1.7m	213.9m					
1.6m	215.6m					
1.7m	215.7m					
1.7m	215.2m					
1.6m	217.2m					
1.6m	217.4m					
1.7m	217.7m					
1.6m	219.1m					
1.6m	217.6m					
1.6m	214.6m					
1.6m	212.9m					
1.6m	213.8m					
1.6m	215.3m					
1.6m	217.6m					
1.6m	217.6m					
1.6m	217.3m					
1.6m	213.8m					
1.7m	214.2m					
1.6m	213.6m					
1.6m	207.9m					
1.6m	209.4m					
1.6m	211.5m					
1.6m	213.8m					
1.6m	216.5m					
1.6m	219.2m					
1.6m	219.1m					
1.6m	222m					
1.6m	222.1m					
1.6m	220.6m					
1.6m	219.9m					
1.6m	220.9m					
1.6m	221.7m					
1.6m	224.5m					
1.6m	224.9m					
1.6m	224.1m					
1.6m	222.2m					
1.6m	223m					
1.6m	220.9m					
1.6m	216m					
1.7m	216.2m					
1.6m	216.4m					
1.6m	216.7m					
1.6m	218.8m					
1.6m	217.9m					
1.6m	216.6m					
1.6m	217.3m					
1.6m	216.4m					
1.6m	214.8m					
1.6m	211.7m					
1.6m	213.6m					
1.6m	215.8m					
1.6m	216.7m					
1.6m	216.9m					
1.6m	216.6m					
1.6m	214.4m					
1.6m	215.2m					
1.6m	214.9m					
1.7m	211.2m					
1.6m	213.5m					
1.6m	215.8m					
1.6m	217.6m					
1.7m	220.8m					
1.7m	221.2m					
1.6m	221.7m					
1.6m	222.9m					
1.6m	222m					
1.6m	221.4m					
1.6m	217.7m					
1.6m	219m					
1.6m	219.7m					
1.6m	221.7m					
1.6m	222.5m					
1.6m	222.1m					
1.6m	220.8m					
1.6m	221.9m					
1.6m	220.5m					
1.6m	217.9m					
1.6m	217.4m					
1.6m	217m					
1.6m	216.9m					
1.6m	219.8m					
1.6m	219.4m					
1.6m	218.8m					
1.6m	217.7m					
1.6m	218.3m					
1.6m	218.1m					
1.6m	213.4m					
1.6m	215.9m					
1.6m	216.3m					
1.6m	216m					
1.6m	216.7m					
1.6m	216.4m					
1.6m	214.8m					
1.6m	217.8m					
1.6m	216.9m					
1.6m	214.1m					
1.6m	215.5m					
1.6m	216.3m					
1.6m	218m					
1.6m	222.5m					
1.6m	223.1m					
1.6m	223.4m					
1.6m	222.5m					
1.6m	222.9m					
1.6m	220.9m					
1.6m	217.3m					
1.6m	219.5m					
1.6m	220.2m					
1.6m	220.2m					
1.6m	221.1m					
1.6m	221.2m					
1.6m	221.2m					
1.6m	221.7m					
1.6m	219.6m					
1.6m	217m					
1.6m	215.7m					
1.5m	216.3m					
1.6m	217.4m					
1.6m	219.5m					
1.6m	221.5m					
1.5m	221.2m					
1.6m	219.5m					
1.6m	221.6m					
1.6m	219.2m					
1.6m	215.2m					
1.6m	215.8m					
1.6m	215.1m					
1.6m	214.7m					
1.6m	216.5m					
1.6m	215.5m					
1.6m	215m					
1.6m	216.7m					
1.6m	216.2m					
1.5m	215.9m					
1.5m	215.4m					
1.5m	217.9m					
1.5m	219.1m					
1.5m	222.8m					
1.5m	224.2m					
1.6m	224.3m					
1.6m	224m					
1.6m	227.1m					
1.6m	224.5m					
1.6m	221.4m					
1.6m	221.2m					
1.6m	220.9m					
1.6m	221.2m					
1.6m	223.2m					
1.6m	221.4m					
1.6m	220.6m					
1.6m	220.2m					
1.6m	217.9m					
1.5m	214.7m					
1.6m	212.4m					
1.6m	216.3m					
1.6m	217.6m					
1.5m	218.2m					
1.5m	220.5m					
1.5m	220.2m					
1.6m	221.3m					
1.6m	223.9m					
1.6m	221.4m					
1.6m	220.3m					
1.6m	220.3m					
1.6m	220.5m					
1.6m	221.8m					
1.6m	223.7m					
1.6m	224.3m					
1.6m	222.2m					
1.5m	221.6m					
1.6m	221.8m					
1.6m	217.2m					
1.5m	216.1m					
1.6m	217.6m					
1.5m	217.2m					
1.5m	218.6m					
1.5m	220.2m					
1.6m	219.8m					
1.5m	220.2m					
1.6m	220.6m					
1.5m	218.6m					
1.5m	216.5m					
1.6m	215.1m					
1.6m	216.7m					
1.6m	219m					
1.5m	220.6m					
1.5m	220.8m					
1.6m	219.6m					
1.5m	219.9m					
1.5m	222.5m					
1.6m	217.1m					
1.6m	217.7m					
1.5m	219.2m					
1.6m	220m					
1.6m	221.3m					
1.5m	223.6m					
1.6m	223.9m					
1.6m	224.4m					
1.5m	224m					
1.6m	222.8m					
1.5m	219.1m					
1.5m	218.7m					
1.6m	220.3m					
1.5m	220.6m					
1.5m	221.3m					
1.5m	222m					
1.5m	220.3m					
1.6m	221.3m					
1.5m	221.9m					
1.5m	217.9m					
1.5m	217.8m					
1.6m	217.9m					
1.5m	218.9m					
1.5m	221.7m					
1.5m	222.8m					
1.5m	223.4m					
1.5m	221.6m					
1.5m	221.4m					
1.5m	221.4m					
1.6m	217m					
1.5m	217.4m					
1.5m	217.8m					
1.5m	217.7m					
1.5m	220.3m					
1.5m	221.6m					
1.5m	221.1m					
1.5m	222.7m					
1.5m	221.8m					
1.6m	220.1m					
1.5m	217.9m					
1.5m	219.2m					
1.6m	221.4m					
1.5m	224.5m					
1.5m	224.6m					
1.6m	224.2m					
1.6m	222.2m					
1.5m	223.9m					
1.5m	221.7m					
1.5m	218.2m					
1.5m	217.8m					
1.5m	217.5m					
1.5m	217.8m					
1.5m	220.6m					
1.5m	220.7m					
1.5m	220.9m					
1.5m	221.2m					
1.5m	221.1m					
1.5m	220.2m					
1.5m	217m					
1.5m	221.3m					
1.5m	222.1m					
1.5m	223.1m					
1.6m	223.4m					
1.5m	223.2m					
1.5m	223.6m					
1.5m	225m					
1.5m	221.8m					
1.5m	219.3m					
1.5m	217.9m					
1.5m	218.3m					
1.5m	219.6m					
1.5m	221.8m					
1.5m	221.8m					
1.5m	221m					
1.5m	219.8m					
1.5m	221.8m					
1.6m	219m					
1.5m	218.1m					
1.5m	220m					
1.5m	220.2m					
1.5m	220.7m					
1.5m	224.2m					
1.5m	223.8m					
1.5m	224.4m					
1.5m	224.8m					
1.5m	222.8m					
1.5m	220.6m					
1.5m	218.9m					
1.5m	220.9m					
1.5m	222.1m					
1.5m	223.1m					
1.5m	223.2m					
1.5m	221m					
1.5m	222.4m					
1.5m	223.7m					
1.5m	219m					
1.5m	217.8m					
1.5m	217.3m					
1.5m	218m					
1.5m	220.1m					
1.5m	221.6m					
1.5m	222m					
1.5m	222.5m					
1.5m	222.7m					
1.5m	222.5m					
1.5m	218m					
1.5m	219.4m					
1.5m	221.6m					
1.5m	222.5m					
1.5m	224.2m					
1.5m	224.8m					
1.5m	224.7m					
1.5m	225m					
1.5m	223.8m					
1.5m	222.2m					
1.5m	219.4m					
1.5m	219.3m					
1.5m	219.7m					
1.5m	221.3m					
1.5m	221.9m					
1.6m	221.9m					
1.5m	220.5m					
1.5m	221.7m					
1.5m	221.9m					
1.5m	218.8m					
1.5m	220.6m					
1.5m	220.9m					
1.5m	221.2m					
1.5m	225.4m					
1.5m	225.9m					
1.5m	225.9m					
1.5m	224.5m					
1.5m	224.6m					
1.5m	222.4m					
1.5m	218m					
1.4m	219m					
1.5m	220m					
1.5m	221m					
1.5m	222m					
1.5m	221.6m					
1.5m	221.1m					
1.5m	222.8m					
1.5m	220.5m					
1.5m	219.7m					
1.5m	218.8m					
1.5m	221m					
1.5m	222.9m					
1.5m	224.3m					
1.5m	225.4m					
1.5m	225.1m					
1.5m	225m					
1.5m	226.6m					
1.5m	222.8m					
1.5m	220.9m					
1.5m	221.4m					
1.5m	221m					
1.5m	221.7m					
1.5m	223.9m					
1.6m	223.9m					
1.5m	223.3m					
1.5m	222.8m					
1.5m	222m					
1.5m	219.4m					
1.5m	218.7m					
1.5m	220.3m					
1.5m	220.4m					
1.5m	221.5m					
1.5m	223.6m					
1.5m	223.1m					
1.5m	223.8m					
1.5m	224.8m					
1.5m	222.8m					
1.5m	220.3m					
1.5m	219.6m					
1.5m	222.2m					
1.5m	224m					
1.5m	225.1m					
1.5m	225.4m					
1.5m	223.4m					
1.5m	224.7m					
1.5m	225.5m					
1.5m	220.5m					
1.5m	220.2m					
1.5m	220.2m					
1.5m	220.6m					
1.5m	222.8m					
1.5m	223.3m					
1.5m	223.6m					
1.5m	223m					
1.5m	222.9m					
1.5m	221.9m					
1.5m	218.4m					
1.5m	221.1m					
1.4m	223.2m					
1.5m	224m					
1.5m	226m					
1.5m	226.1m					
1.5m	226.1m					
1.5m	227.5m					
1.5m	225m					
1.5m	222.5m					
1.5m	220m					
1.5m	220.7m					
1.5m	221.6m					
1.5m	222.5m					
1.5m	224.3m					
1.5m	223.2m					
1.5m	221.7m					
1.5m	223.9m					
1.5m	220.1m					
1.4m	219m					
1.4m	220.5m					
1.5m	221.1m					
1.5m	223.4m					
1.5m	225.9m					
1.5m	225.5m					
1.4m	225.2m					
1.4m	225.1m					
1.5m	226.6m					
1.4m	223.6m					
1.5m	221.4m					
1.5m	223.4m					
1.5m	223.5m					
1.5m	224.8m					
1.5m	225.8m					
1.5m	225.5m					
1.5m	225.6m					
1.5m	225.2m					
1.5m	223.6m					
1.5m	220.2m					
1.4m	219.3m					
1.4m	221.7m					
1.5m	222.3m					
1.5m	222.4m					
1.4m	222.6m					
1.5m	222.6m					
1.4m	224.7m					
1.5m	225.2m					
1.5m	221.5m					
1.4m	221.2m					
1.5m	221.8m					
1.5m	222.9m					
1.5m	225.9m					
1.5m	226.9m					
1.5m	226.8m					
1.5m	225.3m					
1.5m	227.1m					
1.5m	226.7m					
1.4m	222.5m					
1.5m	222.2m					
1.4m	221.7m					
1.4m	221.2m					
1.5m	223.8m					
1.5m	223.7m					
1.4m	223.4m					
1.4m	223.4m					
1.5m	223m					
1.5m	221.6m					
1.5m	219.1m					
1.4m	223m					
1.5m	223.9m					
1.5m	225.4m					
1.4m	227.9m					
1.4m	227.2m					
1.4m	228m					
1.5m	229.9m					
1.5m	226.6m					
1.5m	223.3m					
1.4m	220.8m					
1.4m	222.5m					
1.5m	223m					
1.4m	223.5m					
1.4m	223.4m					
1.5m	222.6m					
1.4m	222.8m					
1.4m	224.3m					
1.5m	220.9m					
1.4m	220.8m					
1.4m	221.2m					
1.4m	222.1m					
1.4m	224.6m					
1.4m	226.8m					
1.4m	227.7m					
1.4m	226.8m					
1.4m	226.3m					
1.4m	226.3m					
1.4m	221.7m					
1.4m	223.2m					
1.4m	224m					
1.5m	224.3m					
1.5m	225.9m					
1.4m	226.5m					
1.4m	226.3m					
1.4m	227.1m					
1.4m	226.3m					
1.4m	224.9m					
1.4m	220.5m					
1.4m	222.2m					
1.4m	222.9m					
1.4m	224.2m					
1.4m	225.1m					
1.4m	224.1m					
1.4m	222.8m					
1.4m	225.8m					
1.4m	223.9m					
1.4m	221.2m					
1.4m	220m					
1.4m	221.8m					
1.4m	224.2m					
1.4m	226.9m					
1.5m	227.8m					
1.4m	226.6m					
1.4m	225.8m					
1.4m	228.2m					
1.4m	225.1m					
1.4m	223.6m					
1.4m	224.5m					
1.4m	223.5m					
1.4m	223.9m					
1.4m	225.8m					
1.4m	225.8m					
1.4m	224.3m					
1.4m	223.7m					
1.4m	224m					
1.4m	220.7m					
1.4m	220.8m					
1.4m	223.1m					
1.4m	223.9m					
1.5m	225.9m					
1.4m	228.1m					
1.4m	228.7m					
1.4m	228.4m					
1.4m	227.8m					
1.4m	225m					
1.4m	219.5m					
1.4m	218.2m					
1.4m	218.2m					
1.4m	220.1m					
1.4m	220.9m					
1.4m	221.2m					
1.4m	220.6m					
1.4m	223.5m					
1.4m	225.3m					
1.4m	222.9m					
1.4m	223.9m					
1.4m	224.7m					
1.4m	226.4m					
1.4m	230.5m					
1.4m	231.3m					
1.4m	231.4m					
1.4m	230.7m					
1.4m	232.2m					
1.4m	228.6m					
1.4m	226.1m					
1.4m	226.4m					
1.4m	225.6m					
1.4m	226.5m					
1.4m	228.3m					
1.4m	228m					
1.4m	227m					
1.4m	225.5m					
1.4m	225.9m					
1.4m	222.7m					
1.3m	221.9m					
1.4m	223.6m					
1.4m	222.4m					
1.4m	223.4m					
1.3m	224.8m					
1.4m	223.8m					
1.4m	222.7m					
1.4m	221.4m					
1.4m	219.4m					
1.4m	217.1m					
1.4m	216.1m					
1.4m	219.9m					
1.4m	224.7m					
1.4m	225.8m					
1.4m	227.4m					
1.4m	227.7m					
1.4m	230.2m					
1.4m	231.3m					
1.4m	229.9m					
1.4m	227.7m					
1.4m	228.4m					
1.4m	230.2m					
1.4m	231m					
1.4m	230.8m					
1.4m	229.7m					
1.4m	227.9m					
1.4m	229m					
1.4m	226.9m					
1.4m	223.5m					
1.4m	222.5m					
1.4m	222.7m					
1.4m	223.2m					
1.4m	226.6m					
1.4m	228.1m					
1.4m	228.2m					
1.4m	228.1m					
1.4m	230.4m					
1.4m	226.7m					
1.4m	226m					
1.4m	226.3m					
1.4m	223.5m					
1.4m	223.9m					
1.4m	224.7m					
1.4m	221.9m					
1.4m	220.5m					
1.4m	219.9m					
1.4m	220.5m					
1.4m	218.4m					
1.4m	218.6m					
1.4m	222.2m					
1.4m	224.4m					
1.4m	226.8m					
1.4m	229.2m					
1.4m	230.5m					
1.4m	233m					
1.4m	232.9m					
1.4m	230.7m					
1.4m	227.1m					
1.4m	228.1m					
1.4m	229.6m					
1.4m	230.4m					
1.4m	230.9m					
1.4m	229.7m					
1.4m	228.4m					
1.4m	229.9m					
1.4m	227.5m					
1.4m	224.8m					
1.4m	223.2m					
1.4m	224.5m					
1.4m	225.2m					
1.4m	227.1m					
1.4m	228.9m					
1.4m	228.2m					
1.4m	227.8m					
1.4m	228.5m					
1.4m	224.1m					
1.4m	221.2m					
1.4m	219.9m					
1.4m	218.3m					
1.4m	219.7m					
1.4m	222.8m					
1.4m	223.4m					
1.3m	224.4m					
1.4m	224.9m					
1.4m	226.7m					
1.4m	224.9m					
1.4m	226.1m					
1.4m	229.2m					
1.4m	230.5m					
1.4m	232.3m					
1.4m	232.8m					
1.4m	232m					
1.4m	232.3m					
1.4m	230.7m					
1.4m	228m					
1.4m	223.7m					
1.3m	225.1m					
1.4m	226.6m					
1.4m	227.2m					
1.4m	228.2m					
1.4m	228.6m					
1.4m	229.5m					
1.4m	231.7m					
1.4m	229.9m					
1.4m	228.1m					
1.4m	226.1m					
1.4m	228.7m					
1.4m	229.5m					
1.3m	230.1m					
1.4m	230.5m					
1.4m	228.3m					
1.4m	227.6m					
1.4m	228.1m					
1.4m	225.1m					
1.4m	223.3m					
1.4m	222.6m					
1.3m	224.3m					
1.4m	226.7m					
1.4m	228m					
1.4m	228.6m					
1.3m	227.4m					
1.4m	229.1m					
1.4m	230.5m					
1.4m	226.1m					
1.4m	226m					
1.4m	226.4m					
1.4m	226.9m					
1.4m	229.1m					
1.3m	229.6m					
1.4m	229.2m					
1.4m	227.2m					
1.3m	228.1m					
1.4m	225.6m					
1.4m	223.4m					
1.4m	225.6m					
1.4m	225.5m					
1.3m	226m					
1.3m	228m					
1.4m	230.4m					
1.3m	230.4m					
1.3m	230m					
1.4m	229.2m					
1.3m	226.3m					
1.3m	225.9m					
1.4m	227.6m					
1.4m	227.3m					
1.3m	228.7m					
1.3m	230.8m					
1.3m	229.7m					
1.3m	230.1m					
1.4m	229.7m					
1.3m	229m					
1.4m	225.9m					
1.4m	226.9m					
1.3m	228.8m					
1.3m	229.5m					
1.3m	230.1m					
1.4m	229.9m					
1.4m	228.9m					
1.3m	230.5m					
1.3m	228.4m					
1.4m	225.8m					
1.4m	222.9m					
1.3m	224.4m					
1.3m	226m					
1.3m	227.7m					
1.3m	228.8m					
1.3m	228.6m					
1.3m	229.7m					
1.3m	232.2m					
1.4m	229.9m					
1.3m	228.2m					
1.4m	227.3m					
1.3m	228.7m					
1.3m	229.9m					
1.4m	230.7m					
1.3m	231.2m					
1.3m	228.4m					
1.3m	228.3m					
1.3m	228.7m					
1.3m	225.6m					
1.3m	224.8m					
1.3m	224.8m					
1.3m	225.3m					
1.3m	228.3m					
1.3m	229.7m					
1.3m	230.2m					
1.3m	229.4m					
1.3m	231.7m					
1.3m	230.6m					
1.4m	226.1m					
1.3m	227.3m					
1.3m	227.8m					
1.3m	228.9m					
1.3m	230.9m					
1.3m	231.1m					
1.4m	230.8m					
1.3m	229.9m					
1.3m	230.9m					
1.3m	227.4m					
1.3m	226.7m					
1.3m	228m					
1.3m	227.6m					
1.3m	228.6m					
1.3m	230.3m					
1.3m	231.5m					
1.3m	230.5m					
1.3m	229.4m					
1.3m	228.5m					
1.3m	224.8m					
1.4m	225.5m					
1.3m	226.7m					
1.3m	225.9m					
1.4m	229.5m					
1.4m	229.9m					
1.3m	229.5m					
1.3m	231.1m					
1.3m	230.4m					
1.3m	229m					
1.3m	226.6m					
1.3m	230.2m					
1.3m	230.8m					
1.3m	231.9m					
1.3m	232.5m					
1.3m	231.2m					
1.3m	230.9m					
1.3m	231.4m					
1.3m	227.9m					
1.3m	226.3m					
1.3m	223.9m					
1.3m	226.3m					
1.3m	227.4m					
1.3m	228.5m					
1.3m	229.5m					
1.3m	229.9m					
1.3m	231.5m					
1.3m	232.7m					
1.3m	229.9m					
1.3m	228.7m					
1.3m	229.6m					
1.3m	230.8m					
1.3m	232m					
1.3m	232m					
1.3m	231.2m					
1.3m	228.7m					
1.3m	229.8m					
1.3m	228m					
1.3m	226.1m					
1.3m	224.3m					
1.3m	225.4m					
1.3m	227.2m					
1.3m	230m					
1.3m	232.2m					
1.3m	231.2m					
1.3m	232m					
1.3m	234.4m					
1.3m	230.6m					
1.3m	229m					
1.3m	229.1m					
1.3m	229.5m					
1.3m	231.3m					
1.3m	231.7m					
1.3m	231.5m					
1.3m	229.3m					
1.3m	229.8m					
1.3m	230.2m					
1.3m	225.8m					
1.3m	227.4m					
1.3m	227.7m					
1.3m	227.7m					
1.3m	231m					
1.3m	232.6m					
1.3m	233.1m					
1.3m	231.9m					
1.3m	232.2m					
1.3m	229.2m					
1.3m	227.1m					
1.3m	228.4m					
1.3m	227.8m					
1.3m	228.7m					
1.3m	231.7m					
1.3m	231m					
1.3m	230.7m					
1.3m	230.7m					
1.3m	231m					
1.3m	228.2m					
1.2m	228.6m					
1.2m	231.1m					
1.3m	231.7m					
1.3m	233.6m					
1.3m	233.9m					
1.3m	233.6m					
1.3m	233.1m					
1.3m	232.2m					
1.3m	230.3m					
1.3m	225.8m					
1.3m	227.8m					
1.3m	227.9m					
1.3m	227.6m					
1.3m	229.6m					
1.3m	230.7m					
1.3m	231.6m					
1.3m	232.4m					
1.3m	231.6m					
1.3m	229.7m					
1.3m	229.6m					
1.3m	232.2m					
1.3m	231.5m					
1.3m	232m					
1.3m	233.5m					
1.3m	231.9m					
1.3m	231.7m					
1.3m	231.1m					
1.3m	229.9m					
1.3m	225.2m					
1.3m	226.2m					
1.3m	228.5m					
1.3m	229.7m					
1.3m	231.4m					
1.3m	231.9m					
1.3m	232.5m					
1.3m	235.6m					
1.3m	234m					
1.3m	231.8m					
1.2m	229.2m					
1.3m	231.8m					
1.3m	232.6m					
1.3m	233.1m					
1.3m	233.9m					
1.3m	231.7m					
1.3m	232.5m					
1.2m	233.2m					
1.3m	229m					
1.3m	227.4m					
1.3m	227.4m					
1.3m	229m					
1.3m	231.4m					
1.3m	232.4m					
1.3m	232.9m					
1.3m	232m					
1.3m	233.7m					
1.3m	233.1m					
1.3m	230.9m					
1.3m	227.4m					
1.3m	229m					
1.3m	231.2m					
1.3m	233.4m					
1.3m	232.7m					
1.3m	231.7m					
1.3m	231.3m					
1.3m	233.7m					
1.3m	230.6m					
1.3m	229.3m					
1.3m	229.2m					
1.3m	231.4m					
1.3m	233.1m					
1.3m	234.6m					
1.3m	235.1m					
1.3m	233.7m					
1.3m	234.6m					
1.3m	234m					
1.3m	230.5m					
1.3m	228.5m					
1.3m	228.8m					
1.3m	229m					
1.3m	231.5m					
1.3m	232.1m					
1.3m	231.8m					
1.2m	231m					
1.3m	233.9m					
1.3m	231.6m					
1.2m	230.2m					
1.3m	229.5m					
1.3m	230m					
1.3m	232.2m					
1.3m	234.9m					
1.3m	234.6m					
1.3m	231.8m					
1.3m	232.9m					
1.3m	234.1m					
1.3m	229.7m					
1.3m	229.3m					
1.2m	228.9m					
1.3m	229.2m					
1.3m	232.7m					
1.3m	233.9m					
1.2m	234.3m					
1.3m	233.7m					
1.3m	235.8m					
1.2m	233.5m					
1.3m	231.9m					
1.2m	231.5m					
1.3m	231.7m					
1.3m	232.9m					
1.3m	235.3m					
1.2m	234.9m					
1.2m	233m					
1.3m	232.7m					
1.3m	233.8m					
1.2m	229.7m					
1.2m	229.1m					
1.3m	228.1m					
1.3m	229m					
1.2m	232.2m					
1.2m	233.5m					
1.3m	233.6m					
1.2m	231.5m					
1.3m	234.5m					
1.3m	233m					
1.3m	230.4m					
1.3m	229.8m					
1.2m	230.8m					
1.2m	232.4m					
1.2m	235m					
1.3m	235.7m					
1.2m	234m					
1.2m	233.2m					
1.3m	235.3m					
1.2m	231.1m					
1.2m	231m					
1.3m	231.7m					
1.3m	231.7m					
1.2m	233.9m					
1.2m	235.6m					
1.2m	236.3m					
1.2m	234.2m					
1.2m	235.4m					
1.2m	234.4m					
1.2m	230.9m					
1.2m	229.9m					
1.3m	230.1m					
1.2m	230.6m					
1.2m	234.3m					
1.2m	234.1m					
1.2m	233.2m					
1.2m	232.1m					
1.2m	235.1m					
1.2m	231.6m					
1.3m	230.4m					
1.3m	230.2m					
1.2m	231m					
1.2m	232.8m					
1.2m	234.7m					
1.2m	235m					
1.2m	234.2m					
1.3m	234.9m					
1.2m	234.7m					
1.2m	231m					
1.2m	231.6m					
1.2m	231.9m					
1.2m	232m					
1.2m	235.4m					
1.2m	236.5m					
1.2m	236.3m					
1.2m	234.6m					
1.2m	236.8m					
1.2m	233.6m					
1.2m	231.4m					
1.3m	230.3m					
1.3m	228.7m					
1.2m	229.5m					
1.2m	230.8m					
1.2m	230.2m					
1.2m	228.5m					
1.2m	229.4m					
1.2m	231.1m					
1.2m	228.4m					
1.2m	229.7m					
1.2m	231.4m					
1.2m	232.9m					
1.2m	236.7m					
1.2m	237.9m					
1.2m	238.3m					
1.2m	238.3m					
1.2m	239.6m					
1.2m	237.1m					
1.2m	234.8m					
1.2m	235.8m					
1.2m	235.2m					
1.2m	237.2m					
1.2m	238.5m					
1.2m	237.9m					
1.2m	235.2m					
1.2m	236.7m					
1.2m	237.2m					
1.2m	232.7m					
1.2m	232.2m					
1.2m	232m					
1.2m	232.2m					
1.2m	236.5m					
1.2m	236.5m					
1.2m	235.3m					
1.2m	233.6m					
1.2m	233.9m					
1.2m	229.1m					
1.2m	227.2m					
1.3m	225.8m					
1.3m	226.4m					
1.2m	228.7m					
1.2m	231.1m					
1.2m	232.5m					
1.2m	233.1m					
1.2m	234m					
1.2m	236.9m					
1.2m	233.2m					
1.2m	234.4m					
1.2m	236m					
1.2m	236.5m					
1.2m	239.9m					
1.2m	241.3m					
1.2m	241.2m					
1.2m	238.5m					
1.2m	240.8m					
1.2m	237.5m					
1.2m	234.8m					
1.2m	234.1m					
1.2m	234.6m					
1.2m	236.5m					
1.2m	237.4m					
1.2m	237m					
1.2m	234.8m					
1.2m	237.3m					
1.2m	236.6m					
1.2m	233.6m					
1.2m	232.8m					
1.2m	233.1m					
1.2m	234.1m					
1.2m	235.6m					
1.2m	234.7m					
1.2m	232.7m					
1.2m	230.9m					
1.2m	232.2m					
1.2m	229m					
1.2m	228.2m					
1.2m	228.4m					
1.2m	229.8m					
1.2m	232m					
1.2m	234.3m					
1.2m	236.5m					
1.2m	236m					
1.2m	237.9m					
1.2m	238.6m					
1.2m	237.1m					
1.2m	235.1m					
1.2m	236.4m					
1.2m	238.2m					
1.2m	240.1m					
1.2m	240.3m					
1.2m	239.5m					
1.2m	239.1m					
1.2m	241m					
1.2m	237m					
1.2m	234.9m					
1.2m	232.5m					
1.2m	235.1m					
1.1m	236.4m					
1.2m	237.6m					
1.2m	238.6m					
1.2m	237.6m					
1.1m	238.5m					
1.2m	236m					
1.2m	232.2m					
1.2m	228.2m					
1.2m	228.8m					
1.2m	229.5m					
1.2m	230.2m					
1.2m	231.5m					
1.2m	231.4m					
1.2m	231.9m					
1.2m	234.4m					
1.2m	233.5m					
1.2m	232.6m					
1.2m	231.7m					
1.1m	235.5m					
1.2m	239.2m					
1.2m	241.4m					
1.2m	241.7m					
1.2m	241.2m					
1.2m	242.6m					
1.1m	240.6m					
1.2m	239.5m					
1.2m	235.5m					
1.2m	237.5m					
1.2m	238.1m					
1.2m	237.6m					
1.2m	238.7m					
1.2m	238.3m					
1.2m	238.4m					
1.2m	238.7m					
1.2m	237m					
1.2m	234m					
