Current (mA) - Plot 0	Flow (GPM) - Plot 0	Current (mA) - Plot 1	Flow (GPM) - Plot 1	Current (mA) - Plot 2	Flow (GPM) - Plot 2	
1.7m	213.6m					
1.6m	213.7m					
1.7m	211.7m					
1.7m	213.5m					
1.7m	214.1m					
1.7m	215.4m					
1.7m	218m					
1.6m	218.4m					
1.7m	218.5m					
1.7m	219.7m					
1.7m	218.7m					
1.7m	217.9m					
1.7m	211.8m					
1.7m	212.9m					
1.7m	213.8m					
1.7m	216.4m					
1.7m	215.7m					
1.7m	215.3m					
1.7m	211.7m					
1.7m	213.1m					
1.6m	213.6m					
1.7m	209.8m					
1.7m	209.2m					
1.7m	208.5m					
1.7m	210m					
1.7m	211.1m					
1.7m	212.8m					
1.7m	213.1m					
1.7m	213.8m					
1.6m	214.2m					
1.6m	211.4m					
1.7m	208.6m					
1.6m	205.8m					
1.6m	208.5m					
1.6m	211.6m					
1.6m	214.5m					
1.6m	216.6m					
1.6m	216.3m					
1.6m	216.6m					
1.6m	218.3m					
1.7m	217m					
1.6m	216.1m					
1.6m	216.3m					
1.6m	216m					
1.7m	216.9m					
1.6m	219.5m					
1.7m	220.4m					
1.6m	219.9m					
1.6m	218.6m					
1.6m	217.7m					
1.6m	216.3m					
1.6m	214.1m					
1.6m	216.6m					
1.6m	216.6m					
1.6m	216.8m					
1.6m	218.2m					
1.6m	217.7m					
1.6m	217.2m					
1.6m	217.9m					
1.6m	216.8m					
1.6m	214.5m					
1.6m	209m					
1.6m	209.6m					
1.6m	210.9m					
1.7m	214.1m					
1.6m	213.1m					
1.6m	211.6m					
1.6m	209.2m					
1.6m	209.3m					
1.6m	209.4m					
1.6m	207.2m					
1.6m	209.1m					
1.6m	210.4m					
1.6m	214.8m					
1.6m	217.4m					
1.6m	219.4m					
1.6m	221.1m					
1.6m	222.8m					
1.6m	223.4m					
1.6m	222.7m					
1.6m	217m					
1.6m	218.2m					
1.6m	220.2m					
1.6m	221.1m					
1.6m	220.7m					
1.6m	220m					
1.6m	218m					
1.6m	219.1m					
1.6m	219.2m					
1.6m	216m					
1.6m	212.6m					
1.6m	211.7m					
1.6m	212.5m					
1.6m	215.2m					
1.6m	216.1m					
1.6m	217.7m					
1.6m	216.4m					
1.6m	216.4m					
1.6m	217.9m					
1.6m	216.6m					
1.6m	216.1m					
1.6m	215.8m					
1.6m	214.5m					
1.6m	214.7m					
1.6m	214.9m					
1.6m	214.4m					
1.6m	214.2m					
1.6m	214.1m					
1.6m	213.6m					
1.6m	212m					
1.6m	209.4m					
1.6m	213.9m					
1.6m	217m					
1.6m	218.6m					
1.6m	220.3m					
1.6m	219.7m					
1.6m	219.5m					
1.5m	222.7m					
1.6m	221.3m					
1.5m	219.5m					
1.6m	217.6m					
1.5m	218.6m					
1.6m	220.7m					
1.5m	223m					
1.6m	223.2m					
1.6m	221.7m					
1.5m	220.2m					
1.5m	220.3m					
1.5m	217.7m					
1.6m	215.1m					
1.6m	214.8m					
1.5m	213.8m					
1.5m	213.5m					
1.6m	215.1m					
1.5m	216.9m					
1.5m	218.4m					
1.6m	218.5m					
1.5m	217.4m					
1.5m	215.4m					
1.6m	210.4m					
1.6m	213.3m					
1.5m	214.1m					
1.5m	215.5m					
1.5m	216.7m					
1.5m	216.2m					
1.5m	215.3m					
1.5m	219.5m					
1.5m	219.3m					
1.5m	218.8m					
1.5m	216.4m					
1.5m	217.1m					
1.5m	218.6m					
1.5m	223.4m					
1.6m	224.6m					
1.5m	223.6m					
1.5m	221.7m					
1.5m	222.9m					
1.5m	221.3m					
1.5m	219.2m					
1.5m	218.2m					
1.5m	217.8m					
1.5m	218.1m					
1.5m	220.3m					
1.5m	220.6m					
1.5m	220.9m					
1.5m	220.9m					
1.5m	219.6m					
1.5m	218.2m					
1.5m	214.9m					
1.5m	219.7m					
1.5m	219.9m					
1.5m	219.7m					
1.5m	221.2m					
1.5m	221.2m					
1.5m	221.3m					
1.5m	223.2m					
1.5m	222.1m					
1.5m	221.4m					
1.5m	216.7m					
1.5m	218.5m					
1.5m	220m					
1.5m	221.2m					
1.5m	221.7m					
1.5m	220.5m					
1.5m	219.4m					
1.5m	221.5m					
1.5m	220.4m					
1.5m	218.5m					
1.5m	215.4m					
1.5m	216.4m					
1.5m	218.5m					
1.5m	222.6m					
1.4m	222.9m					
1.4m	222m					
1.5m	219.7m					
1.4m	222m					
1.4m	221.1m					
1.4m	218.8m					
1.5m	216.1m					
1.5m	215.9m					
1.5m	215.4m					
1.5m	218.3m					
1.5m	219.1m					
1.5m	219.5m					
1.5m	220.2m					
1.5m	219.8m					
1.5m	219.4m					
1.5m	216.6m					
1.5m	219.5m					
1.5m	221.2m					
1.4m	222.2m					
1.5m	223.6m					
1.5m	224.7m					
1.5m	225.6m					
1.5m	226.1m					
1.5m	224.6m					
1.4m	223.3m					
1.4m	218.6m					
1.5m	220.7m					
1.5m	222.2m					
1.5m	223.2m					
1.5m	223.1m					
1.5m	222.4m					
1.5m	222.5m					
1.5m	224m					
1.4m	223m					
1.5m	220.6m					
1.5m	216.6m					
1.5m	217.8m					
1.5m	219.7m					
1.4m	222.5m					
1.4m	222.5m					
1.5m	221.2m					
1.5m	219.3m					
1.5m	222.6m					
1.4m	220.5m					
1.5m	219.4m					
1.4m	216.7m					
1.5m	218.4m					
1.4m	219.4m					
1.4m	222.6m					
1.4m	224.4m					
1.4m	223.6m					
1.4m	222.5m					
1.4m	223.8m					
1.4m	222.5m					
1.4m	221.5m					
1.4m	222.6m					
1.4m	222.2m					
1.5m	222.4m					
1.5m	224m					
1.4m	224.8m					
1.4m	224.3m					
1.4m	223.1m					
1.4m	222.5m					
1.4m	219.3m					
1.4m	217.6m					
1.4m	220.4m					
1.4m	221.3m					
1.4m	222.7m					
1.4m	224.5m					
1.4m	225.5m					
1.4m	226.3m					
1.4m	227m					
1.4m	225.9m					
1.4m	221.4m					
1.4m	220m					
1.5m	221.5m					
1.4m	221.9m					
1.5m	221.7m					
1.5m	221.2m					
1.4m	220.5m					
1.4m	222m					
1.5m	223.4m					
1.5m	221.5m					
1.4m	218.7m					
1.4m	217.1m					
1.4m	220.3m					
1.4m	223.1m					
1.4m	225.6m					
1.4m	226.4m					
1.4m	225.5m					
1.4m	226.9m					
1.4m	227.8m					
1.4m	226.3m					
1.4m	223.4m					
1.4m	222m					
1.4m	222.8m					
1.4m	225.4m					
1.4m	226.7m					
1.4m	226.5m					
1.4m	223.5m					
1.3m	225.1m					
1.4m	225.6m					
1.4m	222.7m					
1.4m	220.3m					
1.4m	219.6m					
1.4m	220.1m					
1.4m	224.1m					
1.4m	225.5m					
1.4m	225.3m					
1.4m	222.4m					
1.4m	224.1m					
1.4m	225.5m					
1.4m	223.2m					
1.4m	221.3m					
1.4m	221.1m					
1.4m	222.2m					
1.4m	225.6m					
1.4m	226.9m					
1.4m	226.9m					
1.4m	224.7m					
1.4m	225.3m					
1.4m	225.2m					
1.4m	223.6m					
1.4m	224.8m					
1.4m	224.5m					
1.4m	223.9m					
1.4m	226.5m					
1.4m	227.5m					
1.4m	227.3m					
1.4m	225.7m					
1.4m	225.7m					
1.4m	224.4m					
1.4m	222m					
1.4m	222.9m					
1.4m	222.7m					
1.3m	222.8m					
1.4m	226.7m					
1.4m	228.4m					
1.3m	228.5m					
1.4m	227.9m					
1.4m	228m					
1.3m	226.5m					
1.4m	224.7m					
1.3m	225m					
1.4m	224.4m					
1.3m	224.4m					
1.3m	225m					
1.3m	225.5m					
1.3m	225.9m					
1.3m	225.6m					
1.3m	223.8m					
1.4m	221.4m					
1.3m	220.6m					
1.3m	223.1m					
1.3m	224.2m					
1.3m	224.9m					
1.3m	226.2m					
1.4m	228.5m					
1.3m	229m					
1.3m	229.1m					
1.3m	228.8m					
1.3m	225.9m					
1.3m	225.6m					
1.3m	227.3m					
1.3m	228.3m					
1.3m	228.8m					
1.3m	229.1m					
1.3m	229.8m					
1.3m	229.8m					
1.3m	229m					
1.3m	227.2m					
1.3m	222.3m					
1.3m	224.7m					
1.3m	225.3m					
1.3m	225.3m					
1.3m	225.8m					
1.3m	225.8m					
1.3m	225.6m					
1.3m	227.6m					
1.3m	226.6m					
1.3m	224.3m					
1.3m	220.5m					
1.3m	225m					
1.3m	225.9m					
1.3m	226.9m					
1.3m	227.8m					
1.3m	227.8m					
1.3m	228.6m					
1.3m	230.2m					
1.3m	229m					
1.3m	226.9m					
1.3m	224.5m					
1.3m	227.7m					
1.3m	229.3m					
1.3m	230m					
1.3m	231m					
1.3m	230.4m					
1.3m	230.8m					
1.3m	231.2m					
1.3m	229.2m					
1.3m	224.4m					
1.3m	223.8m					
1.3m	226.9m					
1.3m	227.9m					
1.3m	228.4m					
1.3m	228.7m					
1.3m	228.8m					
1.3m	231.3m					
1.3m	231.1m					
1.3m	229.3m					
1.2m	223.6m					
1.3m	225.8m					
1.3m	227.6m					
1.3m	227.8m					
1.2m	227.8m					
1.2m	228.1m					
1.3m	229m					
1.3m	229.5m					
1.3m	228.5m					
1.3m	226.8m					
1.3m	222.6m					
1.3m	225.8m					
1.3m	228.1m					
1.3m	229.4m					
1.3m	230.5m					
1.3m	230.6m					
1.3m	231.5m					
1.2m	232.7m					
1.2m	232.2m					
1.3m	229.5m					
1.3m	227.1m					
1.3m	230.8m					
1.3m	231.1m					
1.3m	231.5m					
1.2m	231.8m					
1.3m	232.4m					
1.3m	232.9m					
1.2m	232.7m					
1.3m	230.7m					
1.2m	226m					
1.2m	227.1m					
1.2m	228.2m					
1.2m	227.2m					
1.2m	227.5m					
1.2m	228.3m					
1.3m	230m					
1.3m	230m					
1.2m	229m					
1.2m	228.3m					
1.2m	226.1m					
1.2m	228.2m					
1.2m	229.3m					
1.2m	229.4m					
1.2m	231m					
1.2m	232.5m					
1.2m	233.2m					
1.2m	233.2m					
1.2m	233.1m					
1.2m	231m					
1.2m	228.2m					
1.2m	230.7m					
1.2m	230.9m					
1.2m	232m					
1.2m	233.4m					
1.2m	234.6m					
1.2m	233.2m					
1.2m	232.8m					
1.3m	232.5m					
1.2m	229.4m					
1.2m	229.2m					
1.2m	229.2m					
1.2m	228.2m					
1.2m	231.3m					
1.2m	232.3m					
1.2m	234.2m					
1.2m	231.9m					
1.2m	231.7m					
1.2m	231.3m					
1.2m	230m					
1.2m	228.6m					
1.2m	228m					
1.2m	227.7m					
1.2m	232.9m					
1.2m	233.1m					
1.2m	232.4m					
1.2m	230.7m					
1.2m	232m					
1.2m	230.3m					
1.2m	229.1m					
1.2m	228.3m					
1.2m	229.2m					
1.2m	231.2m					
1.2m	233.8m					
1.2m	234.7m					
1.2m	233.3m					
1.2m	234.2m					
1.2m	235.6m					
1.2m	234.1m					
1.2m	231.4m					
1.2m	231.6m					
1.2m	232.3m					
1.2m	236.3m					
1.2m	237.2m					
1.2m	236.8m					
1.2m	234.6m					
1.2m	236m					
1.2m	234.1m					
1.2m	230.8m					
1.1m	225.8m					
1.2m	227.4m					
1.1m	228.5m					
1.2m	230.9m					
1.2m	230.2m					
1.2m	229.5m					
1.2m	230.9m					
1.2m	234.4m					
1.2m	232.3m					
1.2m	229.4m					
1.2m	228.2m					
1.2m	232.7m					
1.2m	235.1m					
1.2m	236.1m					
1.2m	236.4m					
1.2m	237m					
1.2m	238.1m					
1.2m	237.6m					
1.2m	236.1m					
1.2m	231.8m					
1.2m	234.1m					
1.2m	234.8m					
1.2m	235.2m					
1.2m	236.3m					
1.2m	236.9m					
1.2m	237.1m					
1.2m	236.3m					
1.1m	235.7m					
1.1m	232.4m					
1.2m	229.5m					
1.2m	228.4m					
1.2m	226.3m					
1.2m	227.1m					
1.1m	227.9m					
1.2m	228.6m					
1.2m	229.2m					
1.2m	230.1m					
1.2m	231.7m					
1.1m	230.9m					
1.2m	233.3m					
1.1m	234.5m					
1.2m	234.6m					
1.1m	240.6m					
1.1m	241.8m					
1.1m	241m					
1.1m	239.4m					
1.1m	242.1m					
1.1m	240.9m					
1.1m	239.4m					
1.1m	234.9m					
1.1m	236.1m					
1.1m	238m					
1.2m	239.7m					
1.2m	238.6m					
1.1m	237.3m					
1.1m	238.4m					
1.1m	239.2m					
1.1m	237.2m					
1.2m	232.2m					
1.2m	234.4m					
1.1m	236.8m					
1.1m	237m					
1.1m	236.2m					
1.1m	236.2m					
1.1m	235.7m					
1.1m	234.2m					
1.1m	230.8m					
1.1m	228.3m					
1.1m	225m					
1.1m	228.3m					
1.1m	228.8m					
1.1m	230.9m					
1.2m	234.2m					
1.1m	237m					
1.1m	237.6m					
1.1m	238.8m					
1.1m	239.3m					
1.1m	238m					
1.1m	239.5m					
1.1m	240.2m					
1.1m	240.8m					
1.1m	243.9m					
1.1m	244.5m					
1.1m	243.3m					
1.1m	242.3m					
1.1m	244.1m					
1.1m	241.7m					
1.1m	238.2m					
1.1m	235.6m					
1.1m	237.1m					
1.1m	238.9m					
1.1m	240m					
1.1m	239.9m					
1.1m	238.5m					
1.1m	239.5m					
1.1m	239.6m					
1.1m	238.1m					
1.1m	231.4m					
1m	231.4m					
1.1m	231.3m					
1.1m	230.8m					
1.1m	230.7m					
1.1m	232.2m					
1.1m	234.1m					
1.1m	236.3m					
1.1m	235.9m					
1.1m	235.2m					
1.1m	234.5m					
1.1m	238.8m					
1.1m	239.6m					
1.1m	241.6m					
1m	245m					
1m	246.1m					
1m	242.8m					
1m	244m					
1m	243.4m					
991.4u	241.7m					
1.1m	237.4m					
1m	238.2m					
1.1m	241.1m					
1.1m	243m					
1.1m	242.4m					
1.1m	241m					
1.1m	242.7m					
1.1m	243.4m					
1.1m	241.5m					
1.1m	237m					
1.1m	239.3m					
1.1m	240.7m					
1m	239.5m					
1m	238.2m					
1.1m	237.7m					
1.1m	237.9m					
1.1m	233.9m					
1.1m	233m					
1m	231.9m					
1m	230.7m					
1.1m	232.7m					
1m	233.4m					
1m	236m					
1m	239.7m					
1m	242.8m					
1m	241.8m					
1.1m	243.6m					
1m	245.6m					
1m	244.5m					
1m	241.5m					
1m	242.4m					
1.1m	244.4m					
1m	246.8m					
1m	245.9m					
1m	245.5m					
1m	245.8m					
1m	247m					
1m	244.3m					
1.1m	241.6m					
1m	241.3m					
1m	243.1m					
1m	240.6m					
1m	243.7m					
1m	245.2m					
1m	245.3m					
1m	240.6m					
1m	242.4m					
1m	242.1m					
1m	240.2m					
1m	235.3m					
975u	237.7m					
998u	240m					
1m	242.1m					
991.4u	242.4m					
1m	241.7m					
1m	243.5m					
991.4u	244.8m					
984.9u	243.1m					
1m	239.5m					
1m	243.1m					
1m	242.9m					
994.7u	242.5m					
1m	244.1m					
1m	244.8m					
1m	243.2m					
1m	242.2m					
998u	242.6m					
994.7u	241.2m					
998u	239.1m					
1m	238.7m					
1m	240m					
1m	245.4m					
1m	245.4m					
994.7u	245.1m					
1m	244.9m					
1m	248.3m					
1m	245.7m					
984.9u	242.5m					
998u	240.7m					
981.6u	244.3m					
984.9u	243m					
998u	244.4m					
984.9u	246.1m					
988.2u	247.5m					
981.6u	244.9m					
984.9u	245m					
991.4u	244.7m					
978.3u	243.4m					
958.6u	240.7m					
991.4u	241.5m					
994.7u	243.3m					
984.9u	246m					
991.4u	245.8m					
991.4u	244.5m					
925.8u	245.2m					
955.4u	246.5m					
981.6u	244.8m					
961.9u	240.4m					
968.5u	244m					
968.5u	245.1m					
958.6u	245.2m					
971.8u	247.3m					
965.2u	249.4m					
975u	248.1m					
961.9u	246.9m					
955.4u	248.1m					
955.4u	246.1m					
984.9u	243.3m					
932.4u	241.7m					
961.9u	242.8m					
955.4u	246.2m					
952.1u	245.5m					
978.3u	244.8m					
984.9u	244.7m					
975u	246.9m					
932.4u	245.2m					
952.1u	241.9m					
939u	241.5m					
948.8u	244.7m					
961.9u	244.3m					
948.8u	247.1m					
945.5u	249m					
939u	249.8m					
945.5u	247.5m					
945.5u	249.9m					
945.5u	249.9m					
939u	248.4m					
965.2u	243.9m					
939u	246.1m					
902.9u	248.3m					
958.6u	248.9m					
945.5u	248.1m					
942.2u	248.7m					
912.7u	248.7m					
945.5u	247.1m					
929.1u	245.3m					
929.1u	243.4m					
932.4u	244.3m					
932.4u	242.4m					
935.7u	243.5m					
929.1u	247.7m					
925.8u	248.1m					
919.3u	245.4m					
919.3u	246.3m					
912.7u	249.6m					
948.8u	248m					
912.7u	243.7m					
886.5u	246.5m					
893.1u	248.5m					
916u	249.4m					
925.8u	250.1m					
955.4u	253.1m					
922.6u	252.5m					
886.5u	251.5m					
922.6u	251.5m					
899.6u	250.2m					
909.5u	246.2m					
919.3u	246.3m					
906.2u	247.9m					
912.7u	251.1m					
902.9u	249.2m					
909.5u	248.2m					
909.5u	248.8m					
899.6u	251.3m					
899.6u	248.7m					
906.2u	245.9m					
909.5u	246m					
902.9u	248m					
919.3u	246.9m					
870.1u	250.1m					
876.7u	251.5m					
906.2u	250.2m					
906.2u	248.4m					
896.3u	251.5m					
896.3u	250.6m					
893.1u	247m					
893.1u	244.5m					
896.3u	248.5m					
889.8u	249.7m					
883.2u	250.2m					
883.2u	251.4m					
876.7u	252.1m					
879.9u	251.9m					
902.9u	251.5m					
857u	250.3m					
893.1u	249.1m					
876.7u	248.1m					
883.2u	248.1m					
873.4u	253.3m					
889.8u	253.5m					
847.1u	253.1m					
866.8u	252.6m					
886.5u	255.3m					
873.4u	253.5m					
886.5u	250.2m					
870.1u	250m					
873.4u	251m					
870.1u	249.3m					
866.8u	252.3m					
870.1u	252.5m					
870.1u	251.6m					
866.8u	249.1m					
863.5u	251.5m					
876.7u	249.1m					
853.7u	246.1m					
863.5u	245.1m					
902.9u	248.5m					
847.1u	250m					
814.3u	250.7m					
840.6u	252m					
863.5u	253.9m					
850.4u	252.5m					
857u	254.6m					
847.1u	253.7m					
857u	251.9m					
853.7u	249.8m					
853.7u	252.4m					
853.7u	255.2m					
837.3u	255.9m					
843.9u	256.1m					
853.7u	256.7m					
853.7u	257.4m					
817.6u	255.6m					
857u	254.4m					
857u	253.3m					
866.8u	251.3m					
830.7u	249.9m					
866.8u	255.1m					
801.2u	254.2m					
824.2u	252.2m					
840.6u	250.1m					
820.9u	253.1m					
847.1u	250.2m					
837.3u	247.2m					
834u	247.4m					
834u	251m					
837.3u	248.7m					
830.7u	252.9m					
827.5u	255.3m					
827.5u	256.1m					
817.6u	254m					
860.3u	258.4m					
804.5u	257.6m					
820.9u	254.4m					
801.2u	251.3m					
791.4u	255.6m					
771.7u	255.1m					
811.1u	256.6m					
840.6u	257.9m					
824.2u	258m					
824.2u	255.1m					
804.5u	257.8m					
824.2u	256.8m					
817.6u	252.9m					
814.3u	251.6m					
817.6u	255.1m					
801.2u	254.7m					
814.3u	256.7m					
814.3u	258.6m					
807.8u	257.7m					
778.3u	254.6m					
814.3u	256.9m					
804.5u	255.9m					
820.9u	250.5m					
804.5u	251m					
807.8u	254m					
771.7u	255.1m					
817.6u	254.7m					
804.5u	255.7m					
797.9u	256.3m					
807.8u	255.9m					
791.4u	256.1m					
801.2u	256.5m					
797.9u	254m					
804.5u	252.7m					
797.9u	255.5m					
794.7u	259.2m					
791.4u	257.8m					
791.4u	259m					
814.3u	259.9m					
761.9u	259.8m					
814.3u	258.8m					
801.2u	257.4m					
768.4u	256.3m					
775u	256.1m					
807.8u	258.4m					
801.2u	261m					
765.1u	259.9m					
788.1u	260m					
781.5u	259.6m					
791.4u	258.7m					
781.5u	257.4m					
784.8u	254.5m					
771.7u	252.7m					
768.4u	252.7m					
771.7u	255.1m					
771.7u	256.8m					
771.7u	256.3m					
775u	255.6m					
797.9u	257.6m					
771.7u	258.1m					
788.1u	256.9m					
765.1u	255.5m					
804.5u	258m					
732.3u	257.3m					
775u	261.5m					
758.6u	263.4m					
765.1u	263.2m					
775u	261.9m					
758.6u	265.3m					
755.3u	262.5m					
761.9u	260m					
758.6u	258.3m					
761.9u	259.7m					
755.3u	257.4m					
745.5u	261.1m					
765.1u	261.7m					
778.3u	260m					
712.7u	259.1m					
771.7u	260.7m					
748.7u	258.6m					
745.5u	255.5m					
765.1u	254.9m					
791.4u	255.4m					
752u	254.9m					
732.3u	260.3m					
732.3u	260.9m					
742.2u	259.8m					
755.3u	261.2m					
745.5u	264m					
735.6u	262m					
742.2u	259m					
738.9u	260.9m					
738.9u	260.7m					
729.1u	260.6m					
722.5u	264.5m					
778.3u	262.7m					
775u	258.9m					
748.7u	259.5m					
775u	259.5m					
755.3u	257.4m					
778.3u	254.5m					
712.7u	258.5m					
745.5u	258.1m					
712.7u	261.3m					
725.8u	264.4m					
735.6u	266m					
715.9u	263.8m					
722.5u	266.6m					
722.5u	264.9m					
725.8u	262.6m					
712.7u	260.9m					
709.4u	261.9m					
706.1u	260.9m					
725.8u	264.8m					
725.8u	264.9m					
696.3u	264m					
729.1u	263.9m					
699.5u	265.9m					
689.7u	263.5m					
715.9u	261.8m					
735.6u	261.3m					
689.7u	260.9m					
696.3u	261.2m					
709.4u	264.4m					
699.5u	260.7m					
709.4u	258.8m					
706.1u	258.2m					
693u	257.5m					
693u	255.7m					
699.5u	254.1m					
696.3u	256.6m					
702.8u	258.5m					
683.1u	262.2m					
715.9u	267m					
699.5u	268.8m					
683.1u	269.6m					
712.7u	271.4m					
670u	270.9m					
686.4u	269.9m					
656.9u	268.3m					
706.1u	265.9m					
676.6u	267.3m					
686.4u	269.4m					
686.4u	268m					
673.3u	267.3m					
683.1u	266.9m					
679.9u	265.4m					
683.1u	265.5m					
676.6u	265.7m					
676.6u	261m					
676.6u	260.6m					
689.7u	264.1m					
663.5u	265.7m					
653.6u	265.5m					
712.7u	268m					
660.2u	263.9m					
673.3u	263.2m					
673.3u	263.2m					
679.9u	261.7m					
647.1u	257.1m					
676.6u	262.5m					
676.6u	263.7m					
673.3u	265.8m					
673.3u	268.2m					
666.7u	270m					
663.5u	266.4m					
660.2u	271.6m					
666.7u	269.3m					
653.6u	264.9m					
663.5u	264.6m					
647.1u	267.9m					
663.5u	265.4m					
617.6u	270.2m					
653.6u	270.6m					
666.7u	268.8m					
660.2u	269.8m					
647.1u	272m					
614.3u	270.7m					
663.5u	267.5m					
640.5u	268.9m					
656.9u	268.7m					
643.8u	271.4m					
640.5u	273.2m					
653.6u	272.5m					
647.1u	271.6m					
640.5u	269.8m					
634u	266.5m					
637.2u	264.7m					
637.2u	260.4m					
637.2u	258.9m					
630.7u	260.5m					
630.7u	265.2m					
647.1u	264.9m					
624.1u	266.8m					
650.3u	267.8m					
643.8u	268.4m					
643.8u	269.6m					
614.3u	269.5m					
630.7u	265.3m					
627.4u	269.1m					
624.1u	270.8m					
637.2u	271.9m					
630.7u	274.5m					
620.8u	275.8m					
620.8u	272.8m					
627.4u	277.3m					
627.4u	274.8m					
620.8u	271.7m					
604.4u	271.6m					
640.5u	273.1m					
617.6u	272m					
624.1u	276.4m					
627.4u	274.2m					
581.5u	271.1m					
591.3u	270.5m					
617.6u	268.9m					
640.5u	265.1m					
611u	262.8m					
614.3u	259.9m					
601.2u	261.4m					
607.7u	266.4m					
617.6u	267.8m					
607.7u	269.2m					
604.4u	271.9m					
597.9u	271.9m					
601.2u	273.4m					
597.9u	276m					
604.4u	272.7m					
581.5u	273.4m					
601.2u	276.2m					
617.6u	276.5m					
604.4u	278.6m					
594.6u	280.2m					
588u	276.2m					
604.4u	278m					
568.4u	276.3m					
601.2u	272.5m					
588u	271.2m					
594.6u	272.3m					
597.9u	270.1m					
588u	275.9m					
581.5u	274.9m					
581.5u	274.9m					
584.8u	275.7m					
581.5u	276.3m					
581.5u	275.9m					
578.2u	275.4m					
611u	271.4m					
568.4u	274.9m					
614.3u	275m					
571.6u	275.6m					
555.2u	277.2m					
555.2u	276.7m					
574.9u	274m					
591.3u	278.3m					
552u	274.2m					
581.5u	270m					
574.9u	270.1m					
578.2u	270.4m					
574.9u	270.6m					
565.1u	274.7m					
565.1u	274.8m					
558.5u	272.6m					
565.1u	275.3m					
568.4u	275.7m					
571.6u	275.3m					
548.7u	274m					
568.4u	273.5m					
548.7u	276.7m					
532.3u	279.5m					
555.2u	279.3m					
552u	283.2m					
574.9u	281.3m					
548.7u	281.9m					
561.8u	283m					
548.7u	279.7m					
568.4u	275.1m					
555.2u	278m					
552u	274.7m					
552u	277.8m					
552u	277m					
555.2u	276.5m					
548.7u	276.9m					
545.4u	276.4m					
542.1u	275.1m					
568.4u	274.5m					
535.6u	271.1m					
552u	273.3m					
542.1u	275.5m					
522.4u	277m					
552u	277.8m					
571.6u	280m					
552u	278.3m					
529u	282.2m					
542.1u	281m					
532.3u	278m					
545.4u	279.9m					
538.8u	280.8m					
532.3u	281.5m					
525.7u	285.1m					
522.4u	283.5m					
529u	283.2m					
529u	283m					
532.3u	281.8m					
512.6u	279.5m					
548.7u	275.5m					
538.8u	273.6m					
515.9u	275.2m					
509.3u	274m					
525.7u	277.3m					
532.3u	278.4m					
506u	275.5m					
535.6u	278.3m					
515.9u	279.4m					
525.7u	278m					
515.9u	277.6m					
509.3u	280m					
512.6u	279.3m					
515.9u	285m					
515.9u	284.8m					
512.6u	286.7m					
506u	285.6m					
509.3u	286.1m					
529u	286.3m					
492.9u	282.7m					
532.3u	279.2m					
489.6u	282.9m					
515.9u	279.3m					
509.3u	283.7m					
529u	283.1m					
496.2u	281.8m					
499.5u	280.8m					
509.3u	280.3m					
502.8u	279m					
506u	278.6m					
499.5u	272.7m					
492.9u	278.8m					
489.6u	279.3m					
483.1u	280.7m					
496.2u	284.1m					
489.6u	283.7m					
489.6u	284.1m					
476.5u	287.5m					
509.3u	285.9m					
502.8u	282.8m					
499.5u	283.5m					
502.8u	283.9m					
483.1u	287.3m					
479.8u	287m					
460.1u	287.7m					
476.5u	286.1m					
486.4u	284.7m					
479.8u	286.4m					
470u	283.5m					
476.5u	278.8m					
483.1u	283.1m					
473.2u	280.3m					
473.2u	284.3m					
466.7u	284m					
466.7u	283.6m					
473.2u	284.3m					
486.4u	283.5m					
443.7u	283.7m					
466.7u	284.6m					
463.4u	277.8m					
466.7u	283.3m					
483.1u	283.4m					
502.8u	287.1m					
443.7u	288.8m					
456.8u	288.6m					
466.7u	289.1m					
463.4u	289.6m					
463.4u	287.9m					
460.1u	288.1m					
456.8u	282.6m					
453.6u	285.9m					
453.6u	285.6m					
456.8u	286.6m					
456.8u	288.4m					
447u	287.4m					
430.6u	286.9m					
470u	288m					
433.9u	285.5m					
460.1u	285m					
440.4u	283m					
440.4u	284m					
430.6u	287.7m					
430.6u	287.3m					
443.7u	288.8m					
437.2u	288.4m					
443.7u	289.7m					
430.6u	291.1m					
440.4u	288m					
447u	285.3m					
437.2u	286.6m					
437.2u	285.6m					
427.3u	291m					
433.9u	289m					
430.6u	290.4m					
424u	288.6m					
407.6u	288.9m					
430.6u	289.9m					
410.9u	286.7m					
424u	284.6m					
417.5u	288m					
450.3u	287.6m					
407.6u	293.4m					
424u	291.3m					
424u	293.5m					
420.8u	291.5m					
430.6u	293.1m					
424u	292.7m					
424u	287.9m					
414.2u	286.7m					
420.8u	287.5m					
410.9u	284.8m					
414.2u	292.2m					
417.5u	288.5m					
394.5u	290.5m					
433.9u	288.7m					
417.5u	289.6m					
424u	289.8m					
410.9u	286.8m					
407.6u	286.8m					
401.1u	288.2m					
417.5u	288.6m					
420.8u	293.8m					
397.8u	293.2m					
404.4u	294.8m					
401.1u	294m					
410.9u	295.3m					
404.4u	295.3m					
401.1u	291.1m					
394.5u	293.2m					
394.5u	291.5m					
397.8u	293.9m					
391.2u	296.6m					
384.7u	295.6m					
391.2u	294.8m					
410.9u	293.4m					
401.1u	294.1m					
394.5u	291m					
394.5u	286.6m					
417.5u	290.1m					
361.7u	287m					
381.4u	292.6m					
384.7u	291.5m					
381.4u	292.6m					
384.7u	292.7m					
384.7u	292.8m					
378.1u	293.8m					
378.1u	291.6m					
