Current (mA) - Plot 0	Pressure (psi) - Plot 0	Current (mA) - Plot 1	Pressure (psi) - Plot 1	Current (mA) - Plot 2	Pressure (psi) - Plot 2	
-22.5m	-3k					
-22.5m	-3k					
-22.5m	-3k					
-22.5m	-3k					
-22.5m	-3k					
-22.5m	-3k					
-22.4m	-3k					
-22.5m	-3k					
-22.4m	-3k					
-22.5m	-3k					
-22.5m	-3k					
-22.5m	-3k					
-22.5m	-3k					
-22.5m	-3k					
-22.5m	-3k					
-22.5m	-3k					
-22.5m	-3k					
-22.5m	-3k					
-22.5m	-3k					
-22.5m	-3k					
-22.5m	-3k					
-22.5m	-3k					
-22.5m	-3k					
-22.5m	-3k					
-22.5m	-3k					
-22.4m	-3k					
-22.4m	-3k					
-22.5m	-3k					
-22.5m	-3k					
-22.4m	-3k					
-22.5m	-3k					
-22.4m	-3k					
-22.4m	-3k					
-22.4m	-3k					
-22.5m	-3k					
-22.4m	-3k					
-22.4m	-3k					
-22.4m	-3k					
-22.4m	-3k					
-22.4m	-3k					
-22.4m	-3k					
-22.4m	-3k					
-22.4m	-3k					
-22.4m	-3k					
-22.4m	-3k					
-22.4m	-3k					
-22.4m	-3k					
-22.4m	-3k					
-22.4m	-3k					
-22.4m	-3k					
-22.4m	-3k					
-22.4m	-3k					
-22.4m	-3k					
-22.4m	-3k					
-22.4m	-3k					
-22.4m	-3k					
-22.4m	-3k					
-22.4m	-3k					
-22.4m	-3k					
-22.4m	-3k					
-22.3m	-3k					
-22.4m	-3k					
-22.3m	-3k					
-22.4m	-3k					
-22.4m	-3k					
-22.3m	-3k					
-22.5m	-3k					
-22.4m	-3k					
-22.4m	-3k					
-22.4m	-3k					
-22.3m	-3k					
-22.4m	-3k					
-22.3m	-3k					
-22.4m	-3k					
-22.4m	-3k					
-22.4m	-3k					
-22.4m	-3k					
-22.3m	-3k					
-22.4m	-3k					
-22.4m	-3k					
-22.3m	-3k					
-22.3m	-3k					
-22.3m	-3k					
-22.4m	-3k					
-22.4m	-3k					
-22.3m	-3k					
-22.3m	-3k					
-22.3m	-3k					
-22.3m	-3k					
-22.3m	-3k					
-22.3m	-3k					
-22.3m	-3k					
-22.3m	-3k					
-22.3m	-3k					
-22.3m	-3k					
-22.3m	-3k					
-22.3m	-3k					
-22.3m	-3k					
-22.3m	-3k					
-22.3m	-3k					
-22.3m	-3k					
-22.3m	-3k					
-22.3m	-3k					
-22.3m	-3k					
-22.3m	-3k					
-22.3m	-3k					
-22.3m	-3k					
-22.3m	-3k					
-22.3m	-3k					
-22.3m	-3k					
-22.3m	-3k					
-22.3m	-3k					
-22.3m	-3k					
-22.3m	-3k					
-22.3m	-3k					
-22.3m	-3k					
-22.3m	-3k					
-22.3m	-3k					
-22.4m	-3k					
-22.2m	-3k					
-22.3m	-3k					
-22.3m	-3k					
-22.3m	-3k					
-22.3m	-3k					
-22.2m	-3k					
-22.3m	-3k					
-22.3m	-3k					
-22.2m	-3k					
-22.3m	-3k					
-22.2m	-3k					
-22.3m	-3k					
-22.2m	-3k					
-22.2m	-3k					
-22.3m	-3k					
-22.2m	-3k					
-22.3m	-3k					
-22.3m	-3k					
-22.2m	-3k					
-22.3m	-3k					
-22.2m	-3k					
-22.3m	-3k					
-22.2m	-3k					
-22.2m	-3k					
-22.2m	-3k					
-22.2m	-3k					
-22.2m	-3k					
-22.2m	-3k					
-22.2m	-3k					
-22.2m	-3k					
-22.2m	-3k					
-22.2m	-3k					
-22.2m	-3k					
-22.2m	-3k					
-22.2m	-3k					
-22.2m	-3k					
-22.2m	-3k					
-22.2m	-3k					
-22.2m	-3k					
-22.2m	-3k					
-22.2m	-3k					
-22.2m	-3k					
-22.2m	-3k					
-22.2m	-3k					
-22.2m	-3k					
-22.2m	-3k					
-22.2m	-3k					
-22.2m	-3k					
-22.2m	-3k					
-22.2m	-3k					
-22.2m	-3k					
-22.2m	-3k					
-22.2m	-3k					
-22.2m	-3k					
-22.2m	-3k					
-22.2m	-3k					
-22.1m	-3k					
-22.2m	-3k					
-22.2m	-3k					
-22.2m	-3k					
-22.2m	-3k					
-22.2m	-3k					
-22.1m	-3k					
-22.2m	-3k					
-22.1m	-3k					
-22.2m	-3k					
-22.1m	-3k					
-22.1m	-3k					
-22.2m	-3k					
-22.1m	-3k					
-22.1m	-3k					
-22.1m	-3k					
-22.1m	-3k					
-22.2m	-3k					
-22.1m	-3k					
-22.2m	-3k					
-22.1m	-3k					
-22.1m	-3k					
-22.1m	-3k					
-22.1m	-3k					
-22.1m	-3k					
-22.1m	-3k					
-22.1m	-3k					
-22.1m	-3k					
-22.1m	-3k					
-22.1m	-3k					
-22.1m	-3k					
-22.1m	-3k					
-22.1m	-3k					
-22.1m	-3k					
-22.1m	-3k					
-22.1m	-3k					
-22m	-3k					
-22.2m	-3k					
-22.1m	-3k					
-22.1m	-3k					
-22.1m	-3k					
-22.1m	-3k					
-22.1m	-3k					
-22.1m	-3k					
-22.1m	-3k					
-22.1m	-3k					
-22m	-3k					
-22.1m	-3k					
-22m	-3k					
-22.1m	-3k					
-22.1m	-3k					
-22m	-3k					
-22.1m	-3k					
-22m	-3k					
-22.1m	-3k					
-22.1m	-3k					
-22m	-3k					
-22.1m	-3k					
-22.1m	-3k					
-22.1m	-3k					
-22.1m	-3k					
-22m	-3k					
-22m	-3k					
-22m	-3k					
-22m	-3k					
-22m	-3k					
-22m	-3k					
-22m	-3k					
-22m	-3k					
-22m	-3k					
-22m	-3k					
-22m	-3k					
-22m	-3k					
-22m	-3k					
-22m	-3k					
-22m	-3k					
-22m	-3k					
-22m	-3k					
-22m	-3k					
-22m	-3k					
-22m	-3k					
-22m	-3k					
-22m	-3k					
-22m	-3k					
-22m	-3k					
-22m	-3k					
-22m	-3k					
-22m	-3k					
-22m	-3k					
-22m	-3k					
-22m	-3k					
-22m	-3k					
-22m	-3k					
-22m	-3k					
-22m	-3k					
-21.9m	-3k					
-22m	-3k					
-22m	-3k					
-22m	-3k					
-22m	-3k					
-21.9m	-3k					
-22m	-3k					
-22m	-3k					
-22m	-3k					
-22m	-3k					
-21.9m	-3k					
-22m	-3k					
-21.9m	-3k					
-22m	-3k					
-22m	-3k					
-21.9m	-3k					
-22m	-3k					
-21.9m	-3k					
-22m	-3k					
-22m	-3k					
-21.9m	-3k					
-21.9m	-3k					
-21.9m	-3k					
-21.9m	-3k					
-21.9m	-3k					
-21.9m	-3k					
-21.9m	-3k					
-21.9m	-3k					
-21.9m	-3k					
-21.9m	-3k					
-21.9m	-3k					
-21.9m	-3k					
-21.9m	-3k					
-21.9m	-3k					
-21.9m	-3k					
-21.9m	-3k					
-21.9m	-3k					
-21.9m	-3k					
-21.9m	-3k					
-21.9m	-3k					
-21.9m	-3k					
-21.9m	-3k					
-21.9m	-3k					
-21.9m	-3k					
-21.9m	-3k					
-21.9m	-3k					
-21.9m	-3k					
-21.9m	-3k					
-21.9m	-3k					
-21.9m	-3k					
-21.9m	-3k					
-21.9m	-3k					
-21.9m	-3k					
-21.9m	-3k					
-21.9m	-3k					
-21.9m	-3k					
-21.9m	-3k					
-21.9m	-3k					
-21.9m	-3k					
-21.9m	-3k					
-21.9m	-3k					
-21.9m	-3k					
-21.8m	-3k					
-21.9m	-3k					
-21.8m	-3k					
-21.9m	-3k					
-21.8m	-3k					
-21.8m	-3k					
-21.8m	-3k					
-21.8m	-3k					
-21.8m	-3k					
-21.8m	-3k					
-21.8m	-3k					
-21.8m	-3k					
-21.9m	-3k					
-21.8m	-3k					
-21.8m	-3k					
-21.8m	-3k					
-21.8m	-3k					
-21.8m	-3k					
-21.8m	-3k					
-21.8m	-3k					
-21.8m	-3k					
-21.8m	-3k					
-21.8m	-3k					
-21.8m	-3k					
-21.8m	-3k					
-21.8m	-3k					
-21.8m	-3k					
-21.8m	-3k					
-21.8m	-3k					
-21.8m	-3k					
-21.8m	-3k					
-21.8m	-3k					
-21.7m	-3k					
-21.8m	-3k					
-21.8m	-3k					
-21.8m	-3k					
-21.8m	-3k					
-21.8m	-3k					
-21.8m	-3k					
-21.8m	-3k					
-21.8m	-3k					
-21.8m	-3k					
-21.7m	-3k					
-21.8m	-3k					
-21.8m	-3k					
-21.8m	-3k					
-21.8m	-3k					
-21.7m	-3k					
-21.8m	-3k					
-21.7m	-3k					
-21.8m	-3k					
-21.8m	-3k					
-21.8m	-3k					
-21.8m	-3k					
-21.7m	-3k					
-21.8m	-3k					
-21.7m	-3k					
-21.7m	-3k					
-21.7m	-3k					
-21.7m	-3k					
-21.7m	-3k					
-21.7m	-3k					
-21.7m	-3k					
-21.7m	-3k					
-21.7m	-3k					
-21.7m	-3k					
-21.7m	-3k					
-21.7m	-3k					
-21.7m	-3k					
-21.7m	-3k					
-21.7m	-3k					
-21.7m	-3k					
-21.7m	-3k					
-21.8m	-3k					
-21.7m	-3k					
-21.7m	-3k					
-21.7m	-3k					
-21.7m	-3k					
-21.7m	-3k					
-21.7m	-3k					
-21.7m	-3k					
-21.7m	-3k					
-21.7m	-3k					
-21.7m	-3k					
-21.7m	-3k					
-21.7m	-3k					
-21.7m	-3k					
-21.6m	-3k					
-21.7m	-3k					
-21.6m	-3k					
-21.6m	-3k					
-21.7m	-3k					
-21.6m	-3k					
-21.7m	-3k					
-21.7m	-3k					
-21.7m	-3k					
-21.7m	-3k					
-21.7m	-3k					
-21.7m	-3k					
-21.7m	-3k					
-21.6m	-3k					
-21.7m	-3k					
-21.6m	-3k					
-21.6m	-3k					
-21.7m	-3k					
-21.6m	-3k					
-21.7m	-3k					
-21.6m	-3k					
-21.6m	-3k					
-21.7m	-3k					
-21.6m	-3k					
-21.7m	-3k					
-21.6m	-3k					
-21.6m	-3k					
-21.6m	-3k					
-21.6m	-3k					
-21.6m	-3k					
-21.6m	-3k					
-21.6m	-3k					
-21.6m	-3k					
-21.6m	-3k					
-21.6m	-3k					
-21.6m	-3k					
-21.6m	-3k					
-21.6m	-3k					
-21.6m	-3k					
-21.6m	-3k					
-21.6m	-3k					
-21.6m	-3k					
-21.6m	-3k					
-21.5m	-3k					
-21.6m	-3k					
-21.6m	-3k					
-21.6m	-3k					
-21.6m	-3k					
-21.6m	-3k					
-21.6m	-3k					
-21.6m	-3k					
-21.6m	-3k					
-21.6m	-3k					
-21.6m	-3k					
-21.6m	-3k					
-21.6m	-3k					
-21.5m	-3k					
-21.6m	-3k					
-21.6m	-3k					
-21.6m	-3k					
-21.6m	-3k					
-21.5m	-3k					
-21.6m	-3k					
-21.5m	-3k					
-21.6m	-3k					
-21.5m	-3k					
-21.5m	-3k					
-21.6m	-3k					
-21.5m	-3k					
-21.5m	-3k					
-21.5m	-3k					
-21.5m	-3k					
-21.5m	-3k					
-21.5m	-3k					
-21.5m	-3k					
-21.5m	-3k					
-21.5m	-3k					
-21.5m	-3k					
-21.5m	-3k					
-21.5m	-3k					
-21.6m	-3k					
-21.5m	-3k					
-21.5m	-3k					
-21.5m	-3k					
-21.5m	-3k					
-21.5m	-3k					
-21.5m	-3k					
-21.5m	-3k					
-21.5m	-3k					
-21.5m	-3k					
-21.5m	-3k					
-21.5m	-3k					
-21.5m	-3k					
-21.5m	-3k					
-21.5m	-3k					
-21.5m	-3k					
-21.5m	-3k					
-21.5m	-3k					
-21.4m	-3k					
-21.4m	-3k					
-21.5m	-3k					
-21.5m	-3k					
-21.5m	-3k					
-21.5m	-3k					
-21.5m	-3k					
-21.5m	-3k					
-21.5m	-3k					
-21.5m	-3k					
-21.5m	-3k					
-21.5m	-3k					
-21.5m	-3k					
-21.5m	-3k					
-21.4m	-3k					
-21.4m	-3k					
-21.5m	-3k					
-21.5m	-3k					
-21.4m	-3k					
-21.4m	-3k					
-21.4m	-3k					
-21.4m	-3k					
-21.4m	-3k					
-21.4m	-3k					
-21.4m	-3k					
-21.4m	-3k					
-21.4m	-3k					
-21.5m	-3k					
-21.4m	-3k					
-21.4m	-3k					
-21.4m	-3k					
-21.4m	-3k					
-21.4m	-3k					
-21.4m	-3k					
-21.5m	-3k					
-21.4m	-3k					
-21.4m	-3k					
-21.4m	-3k					
-21.4m	-3k					
-21.4m	-3k					
-21.4m	-3k					
-21.4m	-3k					
-21.4m	-3k					
-21.4m	-3k					
-21.4m	-3k					
-21.4m	-3k					
-21.4m	-3k					
-21.4m	-3k					
-21.4m	-3k					
-21.4m	-3k					
-21.4m	-3k					
-21.4m	-3k					
-21.4m	-3k					
-21.3m	-3k					
-21.4m	-3k					
-21.4m	-3k					
-21.3m	-3k					
-21.4m	-3k					
-21.3m	-3k					
-21.4m	-3k					
-21.4m	-3k					
-21.3m	-3k					
-21.4m	-3k					
-21.3m	-3k					
-21.4m	-3k					
-21.4m	-3k					
-21.3m	-3k					
-21.4m	-3k					
-21.3m	-3k					
-21.4m	-3k					
-21.4m	-3k					
-21.3m	-3k					
-21.4m	-3k					
-21.3m	-3k					
-21.3m	-3k					
-21.3m	-3k					
-21.3m	-3k					
-21.4m	-3k					
-21.3m	-3k					
-21.3m	-3k					
-21.3m	-3k					
-21.3m	-3k					
-21.3m	-3k					
-21.3m	-3k					
-21.3m	-3k					
-21.3m	-3k					
-21.3m	-3k					
-21.3m	-3k					
-21.3m	-3k					
-21.3m	-3k					
-21.4m	-3k					
-21.3m	-3k					
-21.3m	-3k					
-21.3m	-3k					
-21.3m	-3k					
-21.3m	-3k					
-21.2m	-3k					
-21.3m	-3k					
-21.3m	-3k					
-21.3m	-3k					
-21.3m	-3k					
-21.3m	-3k					
-21.3m	-3k					
-21.3m	-3k					
-21.3m	-3k					
-21.3m	-3k					
-21.3m	-3k					
-21.3m	-3k					
-21.2m	-3k					
-21.3m	-3k					
-21.3m	-3k					
-21.3m	-3k					
-21.3m	-3k					
-21.3m	-3k					
-21.2m	-3k					
-21.2m	-3k					
-21.3m	-3k					
-21.3m	-3k					
-21.2m	-3k					
-21.2m	-3k					
-21.2m	-3k					
-21.2m	-3k					
-21.3m	-3k					
-21.2m	-3k					
-21.2m	-3k					
-21.2m	-3k					
-21.2m	-3k					
-21.2m	-3k					
-21.2m	-3k					
-21.3m	-3k					
-21.2m	-3k					
-21.2m	-3k					
-21.3m	-3k					
-21.2m	-3k					
-21.3m	-3k					
-21.2m	-3k					
-21.2m	-3k					
-21.2m	-3k					
-21.2m	-3k					
-21.2m	-3k					
-21.2m	-3k					
-21.2m	-3k					
-21.2m	-3k					
-21.2m	-3k					
-21.2m	-3k					
-21.2m	-3k					
-21.2m	-3k					
-21.2m	-3k					
-21.2m	-3k					
-21.2m	-3k					
-21.1m	-3k					
-21.2m	-3k					
-21.2m	-3k					
-21.2m	-3k					
-21.2m	-3k					
-21.2m	-3k					
-21.2m	-3k					
-21.2m	-3k					
-21.2m	-3k					
-21.2m	-3k					
-21.2m	-3k					
-21.1m	-3k					
-21.2m	-3k					
-21.2m	-3k					
-21.1m	-3k					
-21.2m	-3k					
-21.1m	-3k					
-21.2m	-3k					
-21.1m	-3k					
-21.1m	-3k					
-21.1m	-3k					
-21.1m	-3k					
-21.2m	-3k					
-21.1m	-3k					
-21.1m	-3k					
-21.2m	-3k					
-21.1m	-3k					
-21.2m	-3k					
-21.1m	-3k					
-21.1m	-3k					
-21.1m	-3k					
-21.1m	-3k					
-21.1m	-3k					
-21.1m	-3k					
-21.1m	-3k					
-21.2m	-3k					
-21.1m	-3k					
-21.1m	-3k					
-21.1m	-3k					
-21.1m	-3k					
-21.2m	-3k					
-21.1m	-3k					
-21.1m	-3k					
-21.1m	-3k					
-21.1m	-3k					
-21.1m	-3k					
-21.1m	-3k					
-21.1m	-3k					
-21.1m	-3k					
-21.1m	-3k					
-21.1m	-3k					
-21.1m	-3k					
-21.1m	-3k					
-21.1m	-3k					
-21m	-3k					
-21.1m	-3k					
-21m	-3k					
-21.1m	-3k					
-21.1m	-3k					
-21m	-3k					
-21.1m	-3k					
-21.1m	-3k					
-21.1m	-3k					
-21.1m	-3k					
-21.1m	-3k					
-21.1m	-3k					
-21m	-3k					
-21.1m	-3k					
-21m	-3k					
-21m	-3k					
-21.1m	-3k					
-21m	-3k					
-21m	-3k					
-21.1m	-3k					
-21m	-3k					
-21m	-3k					
-21m	-3k					
-21m	-3k					
-21m	-3k					
-21m	-3k					
-21m	-3k					
-21m	-3k					
-21m	-3k					
-21m	-3k					
-21m	-3k					
-21m	-3k					
-21m	-3k					
-21m	-3k					
-21m	-3k					
-21m	-3k					
-21m	-3k					
-21m	-3k					
-21m	-3k					
-21m	-3k					
-21m	-3k					
-21m	-3k					
-21m	-3k					
-21m	-3k					
-21m	-3k					
-21m	-3k					
-21m	-3k					
-21m	-3k					
-21m	-3k					
-21m	-3k					
-21m	-3k					
-21m	-3k					
-21m	-3k					
-21m	-3k					
-21m	-3k					
-21m	-3k					
-20.9m	-3k					
-20.9m	-3k					
-20.9m	-3k					
-21m	-3k					
-20.9m	-3k					
-21m	-3k					
-20.9m	-3k					
-20.9m	-3k					
-21m	-3k					
-20.9m	-3k					
-21m	-3k					
-20.9m	-3k					
-20.9m	-3k					
-21m	-3k					
-20.9m	-3k					
-20.9m	-3k					
-20.9m	-3k					
-20.9m	-3k					
-20.9m	-3k					
-20.9m	-3k					
-21m	-3k					
-20.9m	-3k					
-20.9m	-3k					
-20.9m	-3k					
-20.9m	-3k					
-20.9m	-3k					
-20.9m	-3k					
-20.9m	-3k					
-20.9m	-3k					
-20.9m	-3k					
-20.9m	-3k					
-20.9m	-3k					
-20.9m	-3k					
-20.9m	-3k					
-20.9m	-3k					
-20.9m	-3k					
-20.9m	-3k					
-20.9m	-3k					
-21m	-3k					
-20.9m	-3k					
-20.8m	-3k					
-20.9m	-3k					
-20.9m	-3k					
-21m	-3k					
-20.8m	-3k					
-20.9m	-3k					
-20.9m	-3k					
-20.9m	-3k					
-20.9m	-3k					
-20.8m	-3k					
-20.9m	-3k					
-20.9m	-3k					
-20.9m	-3k					
-20.9m	-3k					
-20.9m	-3k					
-20.9m	-3k					
-20.8m	-3k					
-20.8m	-3k					
-20.8m	-3k					
-20.8m	-3k					
-20.8m	-3k					
-20.9m	-3k					
-20.8m	-3k					
-20.9m	-3k					
-20.8m	-3k					
-20.8m	-3k					
-20.9m	-3k					
-20.8m	-3k					
-20.9m	-3k					
-20.8m	-3k					
-20.8m	-3k					
-20.8m	-3k					
-20.8m	-3k					
-20.9m	-3k					
-20.8m	-3k					
-20.8m	-3k					
-20.8m	-3k					
-20.8m	-3k					
-20.8m	-3k					
-20.8m	-3k					
-20.8m	-3k					
-20.8m	-3k					
-20.8m	-3k					
-20.8m	-3k					
-20.8m	-3k					
-20.8m	-3k					
-20.8m	-3k					
-20.8m	-3k					
-20.8m	-3k					
-20.8m	-3k					
-20.8m	-3k					
-20.8m	-3k					
-20.8m	-3k					
-20.8m	-3k					
-20.8m	-3k					
-20.8m	-3k					
-20.8m	-3k					
-20.8m	-3k					
-20.8m	-3k					
-20.8m	-3k					
-20.8m	-3k					
-20.8m	-3k					
-20.7m	-3k					
-20.8m	-3k					
-20.8m	-3k					
-20.8m	-3k					
-20.8m	-3k					
-20.7m	-3k					
-20.8m	-3k					
-20.7m	-3k					
-20.7m	-3k					
-20.8m	-3k					
-20.7m	-3k					
-20.7m	-3k					
-20.7m	-3k					
-20.7m	-3k					
-20.7m	-3k					
-20.7m	-3k					
-20.7m	-3k					
-20.7m	-3k					
-20.7m	-3k					
-20.7m	-3k					
-20.7m	-3k					
-20.7m	-3k					
-20.7m	-3k					
-20.7m	-3k					
-20.7m	-3k					
-20.7m	-3k					
-20.7m	-3k					
-20.7m	-3k					
-20.7m	-3k					
-20.7m	-3k					
-20.7m	-3k					
-20.7m	-3k					
-20.7m	-3k					
-20.7m	-3k					
-20.7m	-3k					
-20.7m	-3k					
-20.8m	-3k					
-20.7m	-3k					
-20.7m	-3k					
-20.7m	-3k					
-20.7m	-3k					
-20.7m	-3k					
-20.7m	-3k					
-20.7m	-3k					
-20.7m	-3k					
-20.7m	-3k					
-20.7m	-3k					
-20.7m	-3k					
-20.7m	-3k					
-20.7m	-3k					
-20.7m	-3k					
-20.7m	-3k					
-20.6m	-3k					
-20.7m	-3k					
-20.7m	-3k					
-20.6m	-3k					
-20.7m	-3k					
-20.6m	-3k					
-20.6m	-3k					
-20.7m	-3k					
-20.6m	-3k					
-20.6m	-3k					
-20.6m	-3k					
-20.6m	-3k					
-20.7m	-3k					
-20.6m	-3k					
-20.6m	-3k					
-20.6m	-3k					
-20.6m	-3k					
-20.7m	-3k					
-20.6m	-3k					
-20.7m	-3k					
-20.6m	-3k					
-20.6m	-3k					
-20.7m	-3k					
-20.6m	-3k					
-20.7m	-3k					
-20.6m	-3k					
-20.6m	-3k					
-20.6m	-3k					
-20.6m	-3k					
-20.6m	-3k					
-20.6m	-3k					
-20.6m	-3k					
-20.6m	-3k					
-20.6m	-3k					
-20.6m	-3k					
-20.6m	-3k					
-20.6m	-3k					
-20.6m	-3k					
-20.6m	-3k					
-20.6m	-3k					
-20.6m	-3k					
-20.6m	-3k					
-20.6m	-3k					
-20.6m	-3k					
-20.6m	-3k					
-20.6m	-3k					
-20.6m	-3k					
-20.6m	-3k					
-20.5m	-3k					
-20.6m	-3k					
-20.6m	-3k					
-20.5m	-3k					
-20.6m	-3k					
-20.6m	-3k					
-20.6m	-3k					
-20.5m	-3k					
-20.5m	-3k					
-20.6m	-3k					
-20.6m	-3k					
-20.5m	-3k					
-20.5m	-3k					
-20.5m	-3k					
-20.5m	-3k					
-20.5m	-3k					
-20.5m	-3k					
-20.5m	-3k					
-20.5m	-3k					
-20.5m	-3k					
-20.5m	-3k					
-20.5m	-3k					
-20.5m	-3k					
-20.5m	-3k					
-20.5m	-3k					
-20.5m	-3k					
-20.5m	-3k					
-20.5m	-3k					
-20.5m	-3k					
-20.5m	-3k					
-20.5m	-3k					
-20.5m	-3k					
-20.5m	-3k					
-20.5m	-3k					
-20.5m	-3k					
-20.5m	-3k					
-20.5m	-3k					
-20.5m	-3k					
-20.5m	-3k					
-20.5m	-3k					
-20.5m	-3k					
-20.5m	-3k					
-20.5m	-3k					
-20.5m	-3k					
-20.5m	-3k					
-20.5m	-3k					
-20.5m	-3k					
-20.5m	-3k					
-20.5m	-3k					
-20.5m	-3k					
-20.4m	-3k					
-20.5m	-3k					
-20.5m	-3k					
-20.5m	-3k					
-20.5m	-3k					
-20.5m	-3k					
-20.5m	-3k					
-20.5m	-3k					
-20.4m	-3k					
-20.5m	-3k					
-20.4m	-3k					
-20.5m	-3k					
-20.5m	-3k					
-20.4m	-3k					
-20.5m	-3k					
-20.4m	-3k					
-20.5m	-3k					
-20.4m	-3k					
-20.4m	-3k					
-20.5m	-3k					
-20.4m	-3k					
-20.4m	-3k					
-20.4m	-3k					
-20.4m	-3k					
-20.4m	-3k					
-20.4m	-3k					
-20.4m	-3k					
-20.4m	-3k					
-20.4m	-3k					
-20.4m	-3k					
-20.4m	-3k					
-20.4m	-3k					
-20.4m	-3k					
-20.4m	-3k					
-20.4m	-3k					
-20.4m	-3k					
-20.4m	-3k					
-20.4m	-3k					
-20.4m	-3k					
-20.4m	-3k					
-20.4m	-3k					
-20.4m	-3k					
-20.4m	-3k					
-20.4m	-3k					
-20.4m	-3k					
-20.4m	-3k					
-20.4m	-3k					
-20.4m	-3k					
-20.3m	-3k					
-20.4m	-3k					
-20.4m	-3k					
-20.4m	-3k					
-20.4m	-3k					
-20.4m	-3k					
-20.4m	-3k					
-20.4m	-3k					
-20.4m	-3k					
-20.3m	-3k					
-20.4m	-3k					
-20.4m	-3k					
-20.3m	-3k					
-20.4m	-3k					
-20.3m	-3k					
-20.3m	-3k					
-20.3m	-3k					
-20.3m	-3k					
-20.3m	-3k					
-20.3m	-3k					
-20.4m	-3k					
-20.3m	-3k					
-20.4m	-3k					
-20.3m	-3k					
-20.3m	-3k					
-20.3m	-3k					
-20.3m	-3k					
-20.3m	-3k					
-20.3m	-3k					
-20.3m	-3k					
-20.3m	-3k					
-20.3m	-3k					
-20.3m	-3k					
-20.3m	-3k					
-20.3m	-3k					
-20.3m	-3k					
-20.3m	-3k					
-20.3m	-3k					
-20.3m	-3k					
-20.2m	-3k					
-20.3m	-3k					
-20.3m	-3k					
-20.3m	-3k					
-20.3m	-3k					
-20.3m	-3k					
-20.3m	-3k					
-20.3m	-3k					
-20.2m	-3k					
-20.3m	-3k					
-20.2m	-3k					
-20.3m	-3k					
-20.3m	-3k					
-20.3m	-3k					
-20.3m	-3k					
-20.3m	-3k					
-20.3m	-3k					
-20.3m	-3k					
-20.3m	-3k					
-20.3m	-3k					
-20.2m	-3k					
-20.3m	-3k					
-20.3m	-3k					
-20.2m	-3k					
-20.3m	-3k					
-20.2m	-3k					
-20.2m	-3k					
-20.3m	-3k					
-20.2m	-3k					
-20.3m	-3k					
-20.2m	-3k					
-20.2m	-3k					
-20.2m	-3k					
-20.2m	-3k					
-20.3m	-3k					
-20.2m	-3k					
-20.2m	-3k					
-20.2m	-3k					
-20.2m	-3k					
-20.3m	-3k					
-20.2m	-3k					
-20.2m	-3k					
-20.2m	-3k					
-20.2m	-3k					
-20.2m	-3k					
-20.2m	-3k					
-20.2m	-3k					
-20.2m	-3k					
-20.2m	-3k					
-20.2m	-3k					
-20.2m	-3k					
-20.2m	-3k					
-20.2m	-3k					
-20.2m	-3k					
-20.2m	-3k					
-20.2m	-3k					
-20.2m	-3k					
-20.3m	-3k					
-20.1m	-3k					
-20.2m	-3k					
-20.2m	-3k					
-20.2m	-3k					
-20.2m	-3k					
-20.2m	-3k					
-20.2m	-3k					
-20.2m	-3k					
-20.2m	-3k					
-20.2m	-3k					
-20.1m	-3k					
-20.2m	-3k					
-20.1m	-3k					
-20.2m	-3k					
-20.1m	-3k					
-20.2m	-3k					
-20.2m	-3k					
-20.1m	-3k					
-20.1m	-3k					
-20.1m	-3k					
-20.2m	-3k					
-20.1m	-3k					
-20.1m	-3k					
-20.2m	-3k					
-20.1m	-3k					
-20.1m	-3k					
-20.1m	-3k					
-20.1m	-3k					
-20.1m	-3k					
-20.1m	-3k					
-20.1m	-3k					
-20.1m	-3k					
-20.1m	-3k					
-20.1m	-3k					
-20.1m	-3k					
-20.1m	-3k					
-20.1m	-3k					
-20.1m	-3k					
-20.1m	-3k					
-20.1m	-3k					
-20.1m	-3k					
-20.1m	-3k					
-20.1m	-3k					
-20.1m	-3k					
-20.1m	-3k					
-20.1m	-3k					
-20.1m	-3k					
-20.1m	-3k					
-20.1m	-3k					
-20.1m	-3k					
-20.1m	-3k					
-20.1m	-3k					
-20.1m	-3k					
-20.1m	-3k					
-20.1m	-3k					
-20.1m	-3k					
-20.1m	-3k					
-20.1m	-3k					
-20.1m	-3k					
-20.1m	-3k					
-20.1m	-3k					
-20.1m	-3k					
-20.1m	-3k					
-20.1m	-3k					
-20.1m	-3k					
-20m	-3k					
-20.1m	-3k					
-20m	-3k					
-20.1m	-3k					
-20.1m	-3k					
-20m	-3k					
-20.1m	-3k					
-20m	-3k					
-20.1m	-3k					
-20m	-3k					
-20.1m	-3k					
-20.1m	-3k					
-20m	-3k					
-20m	-3k					
-20m	-3k					
-20m	-3k					
-20m	-3k					
-20m	-3k					
-20m	-3k					
-20m	-3k					
-20m	-3k					
-20m	-3k					
-20m	-3k					
-20m	-3k					
-20m	-3k					
-20m	-3k					
-20m	-3k					
-20m	-3k					
-20m	-3k					
-20m	-3k					
-19.9m	-3k					
-20m	-3k					
-20m	-3k					
-20m	-3k					
-19.9m	-3k					
-20m	-3k					
-20m	-3k					
-20m	-3k					
-20m	-3k					
-20m	-3k					
-20m	-3k					
-20m	-3k					
-19.9m	-3k					
-20m	-3k					
-20m	-3k					
-19.9m	-3k					
-20m	-3k					
-20m	-3k					
-20m	-3k					
-20m	-3k					
-20m	-3k					
-20m	-3k					
