Current (mA) - Plot 0	Flow (GPM) - Plot 0	Current (mA) - Plot 1	Flow (GPM) - Plot 1	Current (mA) - Plot 2	Flow (GPM) - Plot 2	
-123.7u	330.8m					
-133.5u	331.8m					
-133.5u	330.9m					
-143.3u	333.3m					
-143.3u	337.5m					
-146.6u	338.6m					
-149.9u	344.5m					
-153.2u	345m					
-156.5u	347.2m					
-159.7u	346.6m					
-163u	348.4m					
-166.3u	346.6m					
-179.4u	344.8m					
-176.1u	345.2m					
-182.7u	344.5m					
-189.3u	347.2m					
-186u	347.4m					
-195.8u	348.3m					
-195.8u	344.2m					
-199.1u	341.3m					
-205.7u	341m					
-212.2u	337.3m					
-218.8u	334.3m					
-218.8u	335.1m					
-225.3u	337.9m					
-222.1u	340.3m					
-231.9u	345m					
-235.2u	349.5m					
-231.9u	348.1m					
-248.3u	353.6m					
-245u	354.1m					
-251.6u	355.7m					
-245u	351.8m					
-268u	356.1m					
-254.9u	356.9m					
-271.3u	360.1m					
-264.7u	360.4m					
-274.5u	362.8m					
-281.1u	358m					
-274.5u	362.4m					
-290.9u	358.8m					
-290.9u	354.4m					
-287.7u	350.1m					
-297.5u	348.6m					
-297.5u	347.7m					
-300.8u	349.9m					
-307.3u	349.3m					
-323.7u	353.1m					
-304.1u	353.5m					
-330.3u	358.7m					
-317.2u	358.5m					
-323.7u	356.4m					
-317.2u	360.6m					
-350u	362.1m					
-346.7u	364.4m					
-340.1u	369.1m					
-350u	369.8m					
-356.5u	368.7m					
-359.8u	369.9m					
-363.1u	369.7m					
-366.4u	372m					
-366.4u	365.1m					
-366.4u	365.3m					
-376.2u	364.4m					
-382.8u	361.8m					
-376.2u	359.8m					
-372.9u	361.6m					
-395.9u	357.8m					
-402.4u	361.6m					
-389.3u	361.2m					
-392.6u	361.9m					
-435.2u	361.3m					
-409u	367.1m					
-425.4u	368.9m					
-422.1u	375.6m					
-412.3u	376.1m					
-435.2u	378.3m					
-428.7u	377.3m					
-441.8u	381.3m					
-438.5u	379.3m					
-441.8u	378.4m					
-445.1u	374.4m					
-448.4u	376.9m					
-458.2u	376.5m					
-454.9u	381m					
-481.2u	376.3m					
-471.3u	378m					
-491u	374.7m					
-477.9u	376.2m					
-484.4u	374.6m					
-477.9u	371.4m					
-520.5u	369.4m					
-507.4u	372.7m					
-484.4u	374.9m					
-497.6u	376.5m					
-504.1u	376.9m					
-517.2u	376.4m					
-510.7u	376.6m					
-514u	378.8m					
-517.2u	378.1m					
-520.5u	374.1m					
-523.8u	378.2m					
-533.6u	377.6m					
-530.4u	381.3m					
-553.3u	383m					
-576.3u	384.8m					
-566.4u	382m					
-573u	383.3m					
-586.1u	382.9m					
-589.4u	382m					
-550u	377.2m					
-573u	381.7m					
-559.9u	379.5m					
-569.7u	383.6m					
-579.6u	383.8m					
-582.8u	386.2m					
-596u	384.2m					
-589.4u	387.4m					
-582.8u	386.7m					
-592.7u	385.6m					
-599.2u	379.7m					
-605.8u	385m					
-609.1u	382.5m					
-641.9u	386.7m					
-605.8u	386.6m					
-625.5u	386.6m					
-628.8u	383.9m					
-645.2u	384.7m					
-635.3u	384.6m					
-668.1u	380.3m					
-638.6u	378.6m					
-635.3u	382m					
-655u	382.5m					
-645.2u	385.2m					
-661.6u	386.5m					
-668.1u	385.6m					
-661.6u	386.2m					
-668.1u	386.9m					
-668.1u	387.4m					
-674.7u	383m					
-681.2u	383.6m					
-697.6u	385.2m					
-677.9u	386.3m					
-717.3u	387.4m					
-700.9u	389.1m					
-671.4u	386m					
-717.3u	386.6m					
-750.1u	383.9m					
-730.4u	384.6m					
-710.7u	376.3m					
-723.9u	379.5m					
-717.3u	378.7m					
-737u	382.8m					
-740.3u	381.6m					
-740.3u	384.3m					
-743.5u	383m					
-743.5u	386.6m					
-743.5u	386m					
-756.7u	386.7m					
-759.9u	382.1m					
-763.2u	385.8m					
-796u	385.6m					
-773.1u	388.6m					
-753.4u	387.1m					
-763.2u	387.9m					
-786.2u	383.5m					
-773.1u	384.2m					
-828.8u	380.2m					
-802.6u	377.8m					
-782.9u	374.5m					
-809.1u	377.8m					
-792.7u	378.1m					
-812.4u	380.6m					
-815.7u	381.9m					
-809.1u	382.8m					
-815.7u	382.3m					
-819u	384.4m					
-832.1u	384.5m					
-835.4u	380.7m					
-861.6u	379.6m					
-835.4u	380.8m					
-887.9u	382.5m					
-861.6u	381.5m					
-874.7u	383.9m					
-887.9u	380.2m					
-910.8u	379.4m					
-891.1u	377.3m					
-858.3u	377m					
-887.9u	371.6m					
-874.7u	372.7m					
-887.9u	372.5m					
-891.1u	375.6m					
-884.6u	375.5m					
-887.9u	379.9m					
-897.7u	374m					
-894.4u	378.2m					
-904.3u	378.4m					
-910.8u	376.8m					
-923.9u	371.9m					
-943.6u	375.9m					
-917.4u	373.7m					
-910.8u	377.9m					
-927.2u	376.6m					
-960u	377.2m					
-891.1u	371.9m					
-940.3u	373.6m					
-933.8u	370.6m					
-930.5u	367.5m					
-960u	366.1m					
-956.7u	367m					
-963.3u	366.5m					
-966.6u	369.9m					
-963.3u	368.3m					
-963.3u	369.1m					
-976.4u	369m					
-986.2u	369m					
-983u	368.7m					
-999.4u	363.4m					
-953.4u	363.3m					
-1m	363.8m					
-989.5u	363.5m					
-1m	365.3m					
-1m	366.1m					
-1m	362.3m					
-1m	363.9m					
-989.5u	363.2m					
-1m	360.2m					
-1m	355.1m					
-1m	356.3m					
-1m	355.7m					
-1m	358.2m					
-1m	356.3m					
-1m	358.6m					
-1.1m	354.7m					
-1.1m	356.8m					
-1.1m	356m					
-1.1m	352.9m					
-1.1m	349.9m					
-1.1m	353.2m					
-1m	349.6m					
-1.1m	356.4m					
-1.1m	354.8m					
-1.1m	356.3m					
-1.1m	354.2m					
-1.1m	355.8m					
-1.1m	355.1m					
-1.1m	351.2m					
-1.1m	346.9m					
-1.1m	349.3m					
-1.1m	345.2m					
-1.1m	348m					
-1.1m	347.2m					
-1.1m	347.9m					
-1.1m	344.4m					
-1.1m	346.4m					
-1.2m	344.5m					
-1.1m	339.5m					
-1.1m	339.3m					
-1.1m	337.9m					
-1.2m	340.4m					
-1.2m	341.4m					
-1.2m	343m					
-1.2m	343.1m					
-1.1m	344.1m					
-1.2m	346.9m					
-1.2m	345.1m					
-1.2m	342.8m					
-1.2m	340.8m					
-1.2m	342.2m					
-1.2m	343.7m					
-1.2m	342m					
-1.2m	342.5m					
-1.2m	337m					
-1.2m	338.9m					
-1.2m	336m					
-1.2m	334.8m					
-1.2m	328.6m					
-1.2m	332.3m					
-1.2m	329.8m					
-1.2m	331.7m					
-1.2m	329.2m					
-1.3m	328.9m					
-1.3m	326.6m					
-1.2m	327.8m					
-1.3m	328m					
-1.3m	326.4m					
-1.3m	326m					
-1.3m	329.1m					
-1.3m	331.1m					
-1.3m	333.1m					
-1.3m	334.6m					
-1.3m	334.1m					
-1.3m	332.1m					
-1.3m	332.3m					
-1.3m	331.2m					
-1.3m	326.3m					
-1.3m	325.7m					
-1.3m	325.7m					
-1.3m	326.2m					
-1.3m	327.3m					
-1.3m	327.2m					
-1.3m	325.2m					
-1.3m	324.4m					
-1.3m	322.4m					
-1.3m	318.6m					
-1.3m	311.9m					
-1.3m	309.4m					
-1.3m	307.6m					
-1.3m	311.3m					
-1.3m	311.9m					
-1.4m	316.5m					
-1.4m	315.1m					
-1.4m	320.8m					
-1.4m	319.8m					
-1.4m	324.2m					
-1.4m	317.6m					
-1.4m	320.1m					
-1.4m	318.6m					
-1.4m	320.8m					
-1.4m	318.8m					
-1.4m	321.4m					
-1.4m	316.2m					
-1.4m	317.4m					
-1.4m	314m					
-1.4m	313.1m					
-1.4m	306.7m					
-1.4m	311m					
-1.4m	307.8m					
-1.4m	311.2m					
-1.4m	308.4m					
-1.4m	307.2m					
-1.5m	304.1m					
-1.4m	303.4m					
-1.4m	303.2m					
-1.5m	299.2m					
-1.5m	299.1m					
-1.5m	302.2m					
-1.5m	304.1m					
-1.4m	308.4m					
-1.4m	310.2m					
-1.5m	310.1m					
-1.5m	306.8m					
-1.5m	311.2m					
-1.5m	306.3m					
-1.5m	304.5m					
-1.5m	301.6m					
-1.5m	304.4m					
-1.5m	302.6m					
-1.5m	304.7m					
-1.5m	305m					
-1.5m	303.6m					
-1.5m	306.3m					
-1.5m	304.2m					
-1.5m	303.9m					
-1.5m	298.8m					
-1.5m	299.2m					
-1.5m	296m					
-1.5m	295.6m					
-1.6m	295.6m					
-1.5m	293.2m					
-1.6m	293.3m					
-1.6m	292.6m					
-1.6m	293.8m					
-1.6m	294.2m					
-1.6m	290m					
-1.6m	296.6m					
-1.6m	293.7m					
-1.6m	300.7m					
-1.6m	299.4m					
-1.6m	298.8m					
-1.6m	298.2m					
-1.6m	298.4m					
-1.6m	297.9m					
-1.6m	293.8m					
-1.6m	290.7m					
-1.7m	292.6m					
-1.6m	290.5m					
-1.6m	296m					
-1.6m	293.2m					
-1.6m	295.5m					
-1.6m	293.6m					
-1.7m	294.6m					
-1.6m	293.3m					
-1.6m	287m					
-1.7m	284.3m					
-1.7m	283.6m					
-1.7m	282.7m					
-1.7m	287.3m					
-1.6m	285.3m					
-1.7m	287.6m					
-1.7m	287.9m					
-1.7m	289m					
-1.7m	289.4m					
-1.7m	284.6m					
-1.6m	285.8m					
-1.7m	287m					
-1.7m	285.6m					
-1.7m	290.8m					
-1.7m	288.6m					
-1.7m	288.4m					
-1.7m	288.4m					
-1.7m	287.7m					
-1.7m	288.3m					
-1.7m	284.3m					
-1.7m	285.2m					
-1.7m	286.7m					
-1.7m	287.1m					
-1.7m	290.8m					
-1.7m	290.4m					
-1.7m	288m					
-1.8m	290m					
-1.7m	287.3m					
-1.8m	287.1m					
-1.8m	281.7m					
-1.8m	282m					
-1.7m	283m					
-1.8m	283m					
-1.8m	284.2m					
-1.8m	284.1m					
-1.8m	279m					
-1.8m	283.1m					
-1.8m	279.3m					
-1.8m	276.3m					
-1.8m	274.9m					
-1.8m	274.5m					
-1.8m	274.4m					
-1.8m	278m					
-1.8m	275.7m					
-1.9m	278.5m					
-1.8m	277.4m					
-1.8m	278.6m					
-1.8m	279.3m					
-1.8m	276.7m					
-1.8m	273.8m					
-1.9m	280.5m					
-1.8m	279.3m					
-1.9m	283.2m					
-1.9m	284.1m					
-1.9m	281.5m					
-1.9m	282.7m					
-1.9m	282.6m					
-1.9m	280.9m					
-1.9m	278.2m					
-1.9m	274.2m					
-1.9m	275.8m					
-1.9m	277.7m					
-1.8m	275.6m					
-1.9m	276.5m					
-1.9m	275.5m					
-1.9m	272.7m					
-1.9m	274.2m					
-1.9m	274.1m					
-1.9m	266.6m					
-1.9m	271.4m					
-1.9m	271.7m					
-1.9m	272.8m					
-1.9m	275.6m					
-1.9m	276.5m					
-2m	274.7m					
-1.9m	277.6m					
-1.9m	275.1m					
-2m	273.6m					
-2m	271.8m					
-2m	271.1m					
-2m	272m					
-2m	275.4m					
-2m	272.6m					
-2m	274.2m					
-2m	272.9m					
-2m	272.3m					
-2m	272m					
-2m	271m					
-2m	266.1m					
-2m	270.5m					
-2m	269.6m					
-2m	270.2m					
-2m	271.9m					
-2m	272m					
-2m	268.1m					
-2m	272.3m					
-2m	269.8m					
-2m	264m					
-2.1m	265.7m					
-2.1m	267.1m					
-2m	266.5m					
-2.1m	269.8m					
-2m	271.5m					
-2m	268.3m					
-2.1m	270.8m					
-2.1m	271.4m					
-2.1m	268.2m					
-2.1m	265.6m					
-2.1m	267.2m					
-2.1m	265.3m					
-2.1m	269.2m					
-2.1m	269.8m					
-2.1m	268.4m					
-2.1m	268.5m					
-2.1m	268.9m					
-2.1m	266.6m					
-2.1m	265.2m					
-2.1m	263.7m					
-2.1m	262.3m					
-2.2m	262.8m					
-2.1m	267m					
-2.1m	265.1m					
-2.1m	265.4m					
-2.2m	266m					
-2.1m	265.9m					
-2.2m	264.8m					
-2.2m	264.6m					
-2.2m	259.5m					
-2.2m	261.2m					
-2.2m	264.3m					
-2.2m	265m					
-2.2m	264.7m					
-2.2m	265.7m					
-2.2m	263.5m					
-2.2m	264.4m					
-2.2m	264.3m					
-2.2m	262.9m					
-2.3m	258.2m					
-2.2m	261.3m					
-2.3m	263.2m					
-2.2m	263.5m					
-2.2m	265.9m					
-2.2m	266.6m					
-2.3m	263.5m					
-2.3m	265.4m					
-2.2m	264.9m					
-2.2m	259.3m					
-2.2m	257.6m					
-2.2m	259.8m					
-2.3m	259.2m					
-2.3m	259.2m					
-2.3m	260m					
-2.3m	259m					
-2.3m	257.8m					
-2.3m	258.7m					
-2.3m	258.2m					
-2.3m	253.4m					
-2.3m	255.2m					
-2.3m	258.9m					
-2.3m	260.1m					
-2.3m	261.6m					
-2.3m	263.9m					
-2.2m	261.8m					
-2.3m	262m					
-2.3m	262.4m					
-2.3m	260.7m					
-2.3m	255m					
-2.3m	258.2m					
-2.3m	258.4m					
-2.3m	258.2m					
-2.3m	258m					
-2.3m	261.5m					
-2.3m	258.2m					
-2.3m	258.8m					
-2.3m	258.8m					
-2.4m	258m					
-2.3m	252.6m					
-2.4m	254.1m					
-2.4m	256m					
-2.3m	255.5m					
-2.4m	254.6m					
-2.4m	255.3m					
-2.4m	255.1m					
-2.4m	253.5m					
-2.4m	252.5m					
-2.4m	251.5m					
-2.4m	250.1m					
-2.4m	251.4m					
-2.4m	255.1m					
-2.4m	257.1m					
-2.4m	257.2m					
-2.4m	257m					
-2.4m	259m					
-2.4m	258.1m					
-2.4m	256.2m					
-2.5m	254.3m					
-2.4m	254.5m					
-2.4m	252.5m					
-2.4m	256.9m					
-2.4m	256.6m					
-2.5m	255.1m					
-2.4m	253.7m					
-2.5m	255.7m					
-2.5m	252.8m					
-2.5m	249.9m					
-2.5m	248.9m					
-2.5m	251.3m					
-2.5m	248.3m					
-2.5m	250.9m					
-2.5m	253.6m					
-2.5m	252.9m					
-2.5m	250.1m					
-2.5m	254.7m					
-2.5m	253m					
-2.5m	249.7m					
-2.5m	245.9m					
-2.5m	249.9m					
-2.5m	250.3m					
-2.5m	250.6m					
-2.6m	251.9m					
-2.6m	252.9m					
-2.5m	250.5m					
-2.5m	250.8m					
-2.5m	250.4m					
-2.5m	249.2m					
-2.5m	246.4m					
-2.6m	247.7m					
-2.6m	250.9m					
-2.6m	252.7m					
-2.6m	252.2m					
-2.6m	252m					
-2.6m	254.4m					
-2.6m	252.4m					
-2.6m	249.7m					
-2.6m	246.6m					
-2.6m	249.1m					
-2.6m	246.8m					
-2.6m	247.7m					
-2.6m	248.9m					
-2.6m	249.1m					
-2.6m	244.9m					
-2.6m	247.1m					
-2.6m	247.3m					
-2.6m	245.7m					
-2.6m	239.7m					
-2.6m	243.4m					
-2.6m	245m					
-2.6m	245.9m					
-2.6m	246.2m					
-2.6m	247.8m					
-2.6m	248.1m					
-2.7m	247.9m					
-2.6m	247m					
-2.7m	244.4m					
-2.7m	245.4m					
-2.7m	245.5m					
-2.6m	245.9m					
-2.7m	249.5m					
-2.7m	249.9m					
-2.7m	247.7m					
-2.7m	248.3m					
-2.7m	250.2m					
-2.7m	248.3m					
-2.7m	242.7m					
-2.7m	243m					
-2.7m	245.1m					
-2.7m	245.1m					
-2.7m	245.2m					
-2.7m	245.4m					
-2.7m	245.1m					
-2.7m	243.2m					
-2.8m	241.9m					
-2.7m	240.3m					
-2.7m	238.9m					
-2.8m	238.1m					
-2.7m	236.5m					
-2.7m	239.4m					
-2.7m	242.2m					
-2.8m	243.2m					
-2.7m	241.3m					
-2.8m	243.9m					
-2.8m	245.5m					
-2.7m	243.9m					
-2.8m	239.2m					
-2.8m	243.2m					
-2.8m	244.4m					
-2.8m	244.8m					
-2.8m	244.2m					
-2.8m	245.2m					
-2.8m	244.3m					
-2.8m	243.2m					
-2.8m	241.8m					
-2.9m	238.6m					
-2.8m	239.3m					
-2.8m	238.8m					
-2.9m	238.5m					
-2.8m	242.3m					
-2.8m	243.6m					
-2.9m	242m					
-2.8m	240.5m					
-2.8m	242.3m					
-2.8m	241m					
-2.8m	238.8m					
-2.8m	234.2m					
-2.9m	234.5m					
-2.9m	236.1m					
-2.9m	236.4m					
-2.9m	234.2m					
-2.8m	232.7m					
-2.9m	234.4m					
-2.9m	235.1m					
-2.9m	234.7m					
-2.9m	230.3m					
-2.9m	235m					
-2.9m	237.1m					
-2.8m	239.2m					
-2.9m	240.2m					
-2.9m	242.1m					
-2.9m	242.9m					
-2.9m	242.9m					
-2.9m	241.9m					
-2.9m	239.2m					
-2.9m	238.6m					
-2.9m	239.4m					
-2.9m	238.1m					
-2.9m	242m					
-2.9m	243.3m					
-2.9m	242.9m					
-2.9m	239m					
-2.9m	241.5m					
-3m	240.5m					
-3m	239m					
-2.9m	233.3m					
-3m	233.7m					
-3m	235.2m					
-3m	237.4m					
-3m	235.3m					
-3m	233.4m					
-3m	232.2m					
-3m	232m					
-3m	228.3m					
-3m	225.5m					
-3m	220m					
-3m	223.4m					
-3m	227.1m					
-3m	230m					
-3m	232.3m					
-3.1m	232.7m					
-3m	235m					
-3.1m	238.1m					
-3m	239m					
-3m	235.4m					
-3m	236.7m					
-3m	240m					
-3.1m	241m					
-3.1m	240.7m					
-3.1m	240.8m					
-3.1m	240.8m					
-3.1m	240.1m					
-3.1m	237.7m					
-3.1m	234.5m					
-3.1m	232.2m					
-3.1m	233m					
-3.1m	231.1m					
-3.1m	231.7m					
-3.1m	232.3m					
-3.1m	234.4m					
-3.1m	232.7m					
-3.2m	231.7m					
-3.1m	232m					
-3.1m	231m					
-3.1m	229.9m					
-3.2m	228.8m					
-3.1m	227m					
-3.1m	228.2m					
-3.1m	228.6m					
-3.2m	228.4m					
-3.1m	225.7m					
-3.1m	226.9m					
-3.2m	227.1m					
-3.2m	224.6m					
-3.2m	226m					
-3.2m	227.1m					
-3.2m	228.6m					
-3.1m	232.3m					
-3.2m	234.5m					
-3.2m	234.6m					
-3.2m	233m					
-3.2m	234.8m					
-3.2m	234.3m					
-3.1m	233.2m					
-3.2m	231.5m					
-3.2m	230.7m					
-3.2m	232.9m					
-3.2m	235.1m					
-3.2m	235.6m					
-3.2m	231.7m					
-3.2m	231.5m					
-3.2m	231.8m					
-3.2m	229.4m					
-3.3m	226m					
-3.3m	224.5m					
-3.2m	225.3m					
-3.3m	229.2m					
-3.2m	230.8m					
-3.2m	230.1m					
-3.2m	227.2m					
-3.2m	228.2m					
-3.3m	227.3m					
-3.2m	225.1m					
-3.3m	220.5m					
-3.2m	218.9m					
-3.3m	218.9m					
-3.3m	222m					
-3.3m	223.9m					
-3.3m	225m					
-3.3m	224.6m					
-3.3m	227.1m					
-3.3m	227.7m					
-3.3m	227.7m					
-3.3m	227.3m					
-3.3m	227.7m					
-3.3m	229.2m					
-3.3m	232.9m					
-3.3m	234m					
-3.3m	232.9m					
-3.3m	229.7m					
-3.4m	230.1m					
-3.3m	228.5m					
-3.3m	226m					
-3.4m	222.6m					
-3.4m	221.8m					
-3.4m	222.9m					
-3.4m	225.8m					
-3.4m	225.9m					
-3.4m	224.5m					
-3.4m	222.8m					
-3.4m	226.2m					
-3.4m	224.6m					
-3.4m	223.9m					
-3.4m	223.8m					
-3.4m	223.4m					
-3.3m	224.3m					
-3.4m	225.7m					
-3.4m	225.1m					
-3.4m	223.6m					
-3.4m	221.6m					
-3.4m	220.3m					
-3.5m	216.6m					
-3.4m	216.3m					
-3.4m	218.8m					
-3.4m	219.8m					
-3.5m	221.5m					
-3.5m	222.9m					
-3.5m	224.3m					
-3.5m	225.2m					
-3.4m	225.7m					
-3.5m	225.4m					
-3.5m	223.4m					
-3.5m	223.2m					
-3.5m	225.6m					
-3.5m	225.3m					
-3.5m	226.3m					
-3.5m	226.9m					
-3.5m	226.9m					
-3.5m	226.4m					
-3.5m	225.5m					
-3.5m	224.3m					
-3.5m	219.5m					
-3.5m	218.6m					
-3.5m	220.5m					
-3.5m	223.1m					
-3.5m	222.9m					
-3.5m	222.7m					
-3.5m	222.4m					
-3.5m	224.1m					
-3.5m	224.2m					
-3.5m	222.9m					
-3.6m	218m					
-3.6m	217.7m					
-3.6m	220.1m					
-3.6m	221.7m					
-3.6m	222.1m					
-3.6m	221.9m					
-3.6m	220.4m					
-3.6m	221.8m					
-3.6m	222.5m					
-3.6m	221.7m					
-3.6m	219.6m					
-3.6m	218.7m					
-3.6m	219.7m					
-3.6m	224.1m					
-3.6m	224.4m					
-3.6m	224.9m					
-3.6m	220.9m					
-3.6m	220.9m					
-3.6m	220.7m					
-3.6m	217m					
-3.6m	215.1m					
-3.7m	214.2m					
-3.7m	212.4m					
-3.6m	214.8m					
-3.7m	215.7m					
-3.7m	216.4m					
-3.6m	216.3m					
-3.7m	216.4m					
-3.7m	217m					
-3.7m	213.5m					
-3.7m	213.6m					
-3.7m	217.7m					
-3.7m	219.6m					
-3.7m	220.5m					
-3.7m	220.9m					
-3.7m	220.6m					
-3.7m	222.2m					
-3.7m	222.7m					
-3.7m	220.1m					
-3.8m	216.8m					
-3.7m	215m					
-3.7m	216.1m					
-3.7m	218m					
-3.7m	219.1m					
-3.7m	219.1m					
-3.8m	216.9m					
-3.8m	216.4m					
-3.7m	217.6m					
-3.8m	214.7m					
-3.7m	215m					
-3.7m	215.5m					
-3.8m	214.9m					
-3.8m	216.1m					
-3.8m	218.1m					
-3.8m	220m					
-3.8m	219.4m					
-3.7m	218.5m					
-3.8m	216.4m					
-3.8m	214.1m					
-3.8m	211.9m					
-3.8m	214m					
-3.7m	214.5m					
-3.8m	215.1m					
-3.8m	216.2m					
-3.8m	214.8m					
-3.8m	215m					
-3.8m	217.3m					
-3.8m	215.4m					
-3.8m	214m					
-3.8m	210.2m					
-3.8m	211m					
-3.8m	212.6m					
-3.9m	215.9m					
-3.8m	215.9m					
-3.8m	215.3m					
-3.8m	213.8m					
-3.8m	214.7m					
-3.9m	213.8m					
-3.9m	211.8m					
-3.8m	213.9m					
-3.9m	214.2m					
-3.9m	214.7m					
-3.9m	216.7m					
-3.9m	216.7m					
-3.9m	216.8m					
-3.9m	218m					
-3.9m	216.8m					
-3.9m	214.5m					
-3.9m	208.2m					
-3.9m	209.3m					
-3.9m	210.9m					
-3.9m	212.9m					
-3.9m	212.7m					
-3.9m	212.3m					
-3.9m	210.6m					
-3.9m	210.8m					
-3.9m	211.4m					
-4m	208.7m					
-4m	209.3m					
-4m	210.2m					
-4m	210m					
-3.9m	211.6m					
-4m	212.9m					
-3.9m	213.4m					
-4m	214.3m					
-4m	214.9m					
-4m	213.3m					
-4m	211.4m					
-4m	208.5m					
-4m	209.9m					
-4m	211m					
-4m	213m					
-4m	213.8m					
-4m	212.6m					
-4m	210.6m					
-4m	211.9m					
-4m	210.5m					
-4m	208.4m					
-4.1m	208.7m					
-4m	208.9m					
-4m	209.2m					
-4m	211.3m					
-4m	211.9m					
-4m	211.8m					
-4.1m	212.7m					
-4m	212.3m					
-4.1m	211.5m					
-4m	207.2m					
-4m	206.4m					
-4.1m	207.2m					
-4.1m	210.5m					
-4.1m	211.2m					
-4.1m	211.5m					
-4.1m	209.1m					
-4m	209.2m					
-4.1m	210.9m					
-4.1m	206.6m					
-4.1m	206.1m					
-4.1m	206.9m					
-4.1m	207.4m					
-4.1m	207.9m					
-4.1m	208.7m					
-4.1m	208m					
-4.1m	207.5m					
-4.1m	209.7m					
-4.1m	208.4m					
-4.1m	207.5m					
-4.1m	205m					
-4.1m	206.3m					
-4.1m	207.1m					
-4.2m	210.6m					
-4.2m	211.2m					
-4.1m	212.3m					
-4.2m	210.8m					
-4.1m	210.5m					
-4.1m	209.7m					
-4.2m	203.7m					
-4.2m	204.8m					
-4.2m	206.6m					
-4.2m	207.6m					
-4.2m	207.9m					
-4.2m	207.9m					
-4.2m	206.6m					
-4.2m	206.3m					
-4.2m	207.5m					
-4.2m	204.1m					
-4.2m	203.3m					
-4.2m	204.5m					
-4.2m	204.6m					
-4.2m	205m					
-4.2m	206.5m					
-4.2m	207.4m					
-4.2m	208.1m					
-4.2m	209.3m					
-4.2m	208.4m					
-4.2m	207.5m					
-4.2m	202.9m					
-4.3m	202.8m					
-4.2m	203.6m					
-4.2m	207.1m					
-4.3m	207.6m					
-4.2m	208.2m					
-4.3m	207m					
-4.3m	206.1m					
-4.3m	205.8m					
-4.3m	202.6m					
-4.3m	201.1m					
-4.3m	203.3m					
-4.3m	204.4m					
-4.3m	206.5m					
-4.3m	207.4m					
-4.3m	206.5m					
-4.3m	205.2m					
-4.3m	206.4m					
-4.3m	205.7m					
-4.3m	204.2m					
-4.3m	204.1m					
-4.4m	204.1m					
-4.4m	204.1m					
-4.3m	205.8m					
-4.3m	206.2m					
-4.4m	205.5m					
-4.3m	205.7m					
-4.4m	205.8m					
-4.4m	204.5m					
-4.4m	202m					
-4.4m	199.8m					
-4.4m	199.9m					
-4.4m	200.9m					
-4.4m	204.3m					
-4.4m	203.7m					
-4.4m	203.6m					
-4.4m	203.3m					
-4.4m	202.5m					
-4.4m	202m					
-4.4m	197.5m					
-4.4m	197.9m					
-4.4m	200.5m					
-4.4m	204.7m					
-4.4m	205.3m					
-4.4m	206m					
-4.4m	205.4m					
-4.4m	205.1m					
-4.4m	205.4m					
-4.4m	201.7m					
-4.4m	199.7m					
-4.4m	202.1m					
-4.4m	202.7m					
-4.5m	203.9m					
-4.5m	204.2m					
-4.4m	203.3m					
-4.5m	201.7m					
-4.5m	203.1m					
-4.4m	202.6m					
-4.5m	199.5m					
-4.5m	199.7m					
-4.5m	200m					
-4.5m	201.6m					
-4.5m	202.2m					
-4.5m	202.9m					
-4.5m	201.8m					
-4.5m	202.8m					
-4.5m	204.3m					
-4.5m	201.4m					
-4.5m	200.4m					
-4.5m	198.3m					
-4.5m	199m					
-4.5m	199.7m					
-4.5m	201m					
-4.6m	200.9m					
-4.6m	200.7m					
-4.5m	200.9m					
-4.5m	200.6m					
-4.5m	199.3m					
-4.5m	197.6m					
-4.5m	196.4m					
-4.6m	198m					
-4.6m	199.7m					
-4.6m	200.8m					
-4.6m	201.3m					
-4.6m	201.6m					
-4.6m	202.3m					
-4.6m	201.6m					
-4.6m	201.2m					
-4.6m	196.8m					
-4.6m	197.9m					
-4.6m	198.6m					
-4.7m	202.3m					
-4.5m	202.6m					
-4.6m	203.1m					
-4.6m	202.8m					
-4.6m	202.4m					
-4.6m	202.1m					
-4.6m	197.9m					
-4.7m	196.3m					
-4.6m	198.7m					
-4.7m	199.5m					
-4.6m	200.7m					
-4.6m	200m					
-4.7m	199.6m					
-4.7m	197.6m					
-4.7m	197m					
-4.7m	196.4m					
-4.7m	191.6m					
-4.7m	193.1m					
-4.7m	195.2m					
-4.6m	197.7m					
-4.7m	198.7m					
-4.7m	200.3m					
-4.7m	199.5m					
-4.7m	198.8m					
-4.7m	199.7m					
-4.7m	198.9m					
-4.7m	195.2m					
-4.7m	197.2m					
-4.7m	197.9m					
-4.7m	199.3m					
-4.7m	199.7m					
-4.7m	200.1m					
-4.7m	198m					
-4.7m	198m					
-4.7m	198.3m					
-4.8m	195.6m					
-4.8m	193.7m					
-4.7m	195.3m					
-4.8m	196.8m					
-4.7m	197.8m					
-4.8m	199.7m					
-4.8m	199.6m					
-4.8m	199.1m					
-4.8m	200m					
-4.8m	200.6m					
-4.8m	196.1m					
-4.8m	196.7m					
-4.8m	197.8m					
-4.8m	198m					
-4.8m	197.9m					
-4.8m	197.6m					
-4.8m	196.1m					
-4.8m	195.4m					
-4.8m	196.1m					
-4.8m	194.2m					
-4.8m	191.2m					
-4.8m	192.7m					
-4.8m	193.4m					
-4.8m	194.7m					
-4.9m	195.6m					
-4.8m	196.6m					
-4.9m	195.2m					
-4.9m	195.1m					
-4.8m	196.7m					
-4.8m	194.8m					
-4.9m	192.9m					
-4.9m	194m					
-4.9m	194.5m					
-4.9m	195.9m					
