Current (mA) - Plot 0	Flow (GPM) - Plot 0	Current (mA) - Plot 1	Flow (GPM) - Plot 1	Current (mA) - Plot 2	Flow (GPM) - Plot 2	
-4.9m	196.8m					
-4.9m	197.5m					
-4.9m	196.4m					
-4.9m	197.1m					
-4.9m	197.8m					
-4.9m	194.4m					
-4.9m	194.1m					
-4.9m	194.7m					
-4.9m	195.9m					
-4.9m	196.6m					
-4.9m	197.3m					
-4.9m	196.8m					
-5m	195.4m					
-4.9m	195.9m					
-5m	196.1m					
-4.9m	191.1m					
-4.9m	191m					
-5m	191m					
-5m	191.3m					
-5m	191.5m					
-5m	192.1m					
-5m	192m					
-4.9m	191.8m					
-5m	192.6m					
-5m	193m					
-5m	188.9m					
-5m	194.3m					
-5m	194.9m					
-5m	172.7m					
-5m	170.9m					
-5m	179.3m					
-5m	180m					
-5m	181.8m					
-5m	179.2m					
-5m	177.5m					
-5m	177.2m					
-5m	176.9m					
-4.9m	178.1m					
-4.9m	178.3m					
-4.9m	178.7m					
-4.9m	178m					
-4.9m	176.4m					
-4.9m	176.1m					
-4.9m	176m					
-4.9m	172.1m					
-4.9m	170.1m					
-4.9m	172m					
-4.9m	172.1m					
-4.9m	176.4m					
-4.9m	176.3m					
-4.9m	176.2m					
-4.9m	177m					
-4.9m	178.3m					
-4.9m	175.5m					
-4.9m	174.4m					
-4.9m	175.2m					
-4.9m	175.5m					
-4.8m	176m					
-4.9m	175.9m					
-4.9m	174.8m					
-4.9m	174m					
-4.9m	172.9m					
-4.9m	171.6m					
-4.8m	170m					
-4.8m	169.1m					
-4.8m	168.9m					
-4.9m	172.2m					
-4.9m	173.5m					
-4.8m	176m					
-4.8m	175.9m					
-4.8m	175.6m					
-4.8m	175.9m					
-4.8m	176.2m					
-4.8m	174.2m					
-4.8m	172.3m					
-4.8m	175.2m					
-4.8m	175.7m					
-4.8m	178m					
-4.8m	178.5m					
-4.8m	179.1m					
-4.8m	179.7m					
-4.8m	180.1m					
-4.8m	177.5m					
-4.8m	175.6m					
-4.8m	176.6m					
-4.8m	176.7m					
-4.8m	179.6m					
-4.7m	179.6m					
-4.7m	179.2m					
-4.8m	178.3m					
-4.7m	177.5m					
-4.7m	176.7m					
-4.8m	176.3m					
-4.7m	171.8m					
-4.7m	171.6m					
-4.7m	173.8m					
-4.7m	175m					
-4.7m	177.3m					
-4.7m	177.4m					
-4.7m	177.5m					
-4.7m	179m					
-4.6m	179.7m					
-4.7m	176.1m					
-4.7m	175.4m					
-4.7m	175.2m					
-4.7m	175.3m					
-4.7m	175.4m					
-4.7m	174.8m					
-4.7m	173.7m					
-4.6m	173.6m					
-4.6m	173.5m					
-4.7m	171.4m					
-4.7m	170.5m					
-4.7m	170.7m					
-4.6m	171m					
-4.6m	174.4m					
-4.6m	174.7m					
-4.6m	177.8m					
-4.6m	178.3m					
-4.6m	179m					
-4.6m	179.6m					
-4.6m	179.7m					
-4.6m	177.3m					
-4.6m	176.8m					
-4.6m	178.7m					
-4.6m	180m					
-4.6m	181.5m					
-4.6m	181.2m					
-4.6m	180.9m					
-4.6m	181.6m					
-4.6m	181.1m					
-4.6m	177.3m					
-4.6m	177.2m					
-4.6m	176.4m					
-4.5m	177.7m					
-4.5m	178.9m					
-4.6m	179.3m					
-4.6m	179.5m					
-4.6m	178m					
-4.5m	177.7m					
-4.6m	177.7m					
-4.5m	176.7m					
-4.6m	173.3m					
-4.5m	174.6m					
-4.6m	175.6m					
-4.6m	177.7m					
-4.5m	179.1m					
-4.5m	178.2m					
-4.5m	178.1m					
-4.5m	177.8m					
-4.5m	176m					
-4.5m	172.2m					
-4.5m	172.1m					
-4.5m	171.8m					
-4.5m	173.8m					
-4.5m	174.8m					
-4.5m	176.1m					
-4.5m	176.7m					
-4.5m	177.1m					
-4.5m	176.7m					
-4.5m	176m					
-4.5m	175.6m					
-4.5m	175m					
-4.4m	176.5m					
-4.4m	177.1m					
-4.4m	180m					
-4.4m	180.9m					
-4.4m	180.4m					
-4.4m	181.3m					
-4.4m	182.4m					
-4.4m	180.5m					
-4.4m	178.1m					
-4.4m	179.6m					
-4.4m	180.2m					
-4.4m	181.6m					
-4.4m	181.5m					
-4.4m	180.8m					
-4.4m	180.4m					
-4.4m	180m					
-4.4m	177.6m					
-4.4m	177.2m					
-4.4m	174.4m					
-4.4m	174.4m					
-4.4m	175.7m					
-4.3m	176.5m					
-4.4m	179m					
-4.3m	179m					
-4.4m	178.9m					
-4.3m	181m					
-4.4m	181.2m					
-4.4m	177m					
-4.3m	177.3m					
-4.3m	178.7m					
-4.3m	180.7m					
-4.3m	182m					
-4.4m	181.9m					
-4.4m	181.8m					
-4.3m	181.3m					
-4.3m	180.8m					
-4.3m	179.8m					
-4.3m	178.6m					
-4.3m	175.8m					
-4.3m	176.2m					
-4.3m	176.4m					
-4.3m	178.3m					
-4.3m	179.2m					
-4.3m	176.5m					
-4.3m	176.6m					
-4.3m	176.9m					
-4.3m	175.3m					
-4.3m	172.3m					
-4.3m	173.8m					
-4.2m	174.4m					
-4.3m	176.8m					
-4.3m	177.8m					
-4.2m	179.4m					
-4.2m	179.5m					
-4.2m	180.5m					
-4.2m	179.6m					
-4.2m	178.4m					
-4.3m	178.1m					
-4.2m	177.9m					
-4.2m	179.5m					
-4.2m	180.1m					
-4.2m	181.5m					
-4.2m	180.5m					
-4.2m	179.3m					
-4.2m	179.6m					
-4.2m	179.8m					
-4.2m	175.5m					
-4.2m	174.8m					
-4.2m	177.1m					
-4.2m	177.7m					
-4.2m	180.6m					
-4.2m	180.6m					
-4.2m	180.6m					
-4.2m	182.2m					
-4.1m	182.4m					
-4.1m	180.3m					
-4.2m	179.5m					
-4.1m	177.9m					
-4.2m	179.2m					
-4.1m	180.1m					
-4.1m	180.6m					
-4.1m	180.9m					
-4.1m	177.9m					
-4.1m	177.6m					
-4.1m	178.7m					
-4.1m	177m					
-4.1m	172.7m					
-4.1m	173.2m					
-4.1m	174.2m					
-4.1m	176.2m					
-4.1m	177.3m					
-4.1m	178.3m					
-4.1m	178.3m					
-4.1m	180.3m					
-4.1m	179.8m					
-4.1m	179m					
-4.1m	178.6m					
-4.1m	178.4m					
-4.1m	180.4m					
-4m	181.4m					
-4.1m	183.9m					
-4.1m	183.3m					
-4.1m	182.2m					
-4m	182.7m					
-4m	182.8m					
-4m	178.9m					
-4m	177.7m					
-4m	179.5m					
-4m	179.8m					
-4.1m	181.6m					
-4m	181.4m					
-4m	181.2m					
-4m	180.7m					
-4m	180.4m					
-4m	177.8m					
-4m	177.3m					
-4m	175.6m					
-4m	176.5m					
-4m	177.5m					
-4m	178.5m					
-4m	179.5m					
-4m	179m					
-4m	179.2m					
-4m	180.4m					
-3.9m	179.4m					
-3.9m	175.2m					
-3.9m	177m					
-4m	178.5m					
-3.9m	179.8m					
-3.9m	180.8m					
-3.9m	180.8m					
-3.9m	180.7m					
-4m	180.6m					
-4m	180.1m					
-3.9m	178.5m					
-3.9m	177.4m					
-3.9m	176.6m					
-3.9m	179.3m					
-3.9m	179.5m					
-3.9m	181.4m					
-3.9m	181.2m					
-3.9m	180.3m					
-3.9m	181.3m					
-3.9m	181.9m					
-3.9m	178.7m					
-3.9m	177.2m					
-3.8m	179.6m					
-3.9m	180.8m					
-3.8m	182.9m					
-3.8m	182.9m					
-3.8m	182.8m					
-3.9m	182.6m					
-3.8m	182.3m					
-3.8m	180.9m					
-3.9m	179.3m					
-3.8m	176.8m					
-3.8m	177m					
-3.8m	177.3m					
-3.8m	179.5m					
-3.8m	180.2m					
-3.8m	178.9m					
-3.8m	178.6m					
-3.8m	179.3m					
-3.8m	177.9m					
-3.8m	176m					
-3.8m	176.9m					
-3.8m	177.9m					
-3.8m	180.5m					
-3.7m	181.5m					
-3.8m	183.5m					
-3.8m	183.4m					
-3.8m	183.3m					
-3.8m	182.8m					
-3.8m	182.4m					
-3.8m	179m					
-3.7m	178.4m					
-3.7m	180m					
-3.7m	180.8m					
-3.8m	182.6m					
-3.8m	181.8m					
-3.7m	181.2m					
-3.7m	181m					
-3.7m	181m					
-3.7m	176m					
-3.7m	175.8m					
-3.8m	176.6m					
-3.7m	177.3m					
-3.7m	179.2m					
-3.7m	180.4m					
-3.7m	181.2m					
-3.7m	181.9m					
-3.7m	181.9m					
-3.7m	182.1m					
-3.7m	181.2m					
-3.7m	179m					
-3.7m	180.8m					
-3.7m	181.7m					
-3.7m	184m					
-3.7m	184m					
-3.7m	182.8m					
-3.7m	183.2m					
-3.6m	183.9m					
-3.6m	180.5m					
-3.6m	178.9m					
-3.6m	177.3m					
-3.6m	177.1m					
-3.7m	180.1m					
-3.7m	180.5m					
-3.6m	181.2m					
-3.6m	180.1m					
-3.6m	179.6m					
-3.6m	180.7m					
-3.6m	180.7m					
-3.6m	176.7m					
-3.6m	177m					
-3.6m	179.8m					
-3.6m	181.3m					
-3.6m	183.3m					
-3.6m	183.5m					
-3.6m	183.6m					
-3.6m	184m					
-3.6m	182.5m					
-3.6m	180.7m					
-3.6m	179.6m					
-3.6m	178.3m					
-3.6m	179.6m					
-3.6m	180.2m					
-3.6m	182m					
-3.5m	181.7m					
-3.6m	180.3m					
-3.6m	180.9m					
-3.5m	181.5m					
-3.5m	178.2m					
-3.5m	177.5m					
-3.5m	180m					
-3.5m	181.2m					
-3.5m	184.3m					
-3.5m	185.3m					
-3.5m	186m					
-3.5m	186m					
-3.5m	185.7m					
-3.5m	184.4m					
-3.5m	183.3m					
-3.5m	180.6m					
-3.5m	181.2m					
-3.5m	181.6m					
-3.5m	182.6m					
-3.5m	182.6m					
-3.5m	181m					
-3.5m	181m					
-3.5m	181.2m					
-3.4m	177.8m					
-3.4m	176m					
-3.4m	177.4m					
-3.5m	178.2m					
-3.4m	180.1m					
-3.4m	180.8m					
-3.4m	182m					
-3.4m	182.2m					
-3.4m	182.4m					
-3.4m	182.3m					
-3.5m	182m					
-3.4m	179.5m					
-3.4m	179.8m					
-3.4m	182.3m					
-3.4m	183.3m					
-3.4m	184.7m					
-3.4m	184.3m					
-3.4m	184.3m					
-3.4m	185.4m					
-3.4m	183.4m					
-3.4m	180.9m					
-3.4m	180.8m					
-3.4m	180.7m					
-3.4m	182.4m					
-3.4m	183.1m					
-3.4m	184.3m					
-3.3m	183.5m					
-3.3m	182.6m					
-3.4m	183.2m					
-3.3m	183.7m					
-3.4m	179.3m					
-3.3m	179.2m					
-3.3m	181.3m					
-3.3m	182.2m					
-3.3m	185.3m					
-3.4m	185.2m					
-3.3m	185.1m					
-3.3m	184.8m					
-3.3m	184.2m					
-3.3m	182.4m					
-3.3m	180.5m					
-3.3m	178.3m					
-3.3m	178.8m					
-3.3m	179.1m					
-3.3m	181.6m					
-3.3m	181.3m					
-3.3m	179.9m					
-3.3m	180.4m					
-3.3m	181.7m					
-3.3m	179.1m					
-3.3m	177.6m					
-3.2m	180.5m					
-3.2m	180.6m					
-3.2m	184.3m					
-3.3m	185.1m					
-3.3m	186.7m					
-3.2m	186.4m					
-3.2m	186.3m					
-3.2m	185.9m					
-3.2m	184.4m					
-3.2m	181.5m					
-3.2m	182.2m					
-3.2m	183.3m					
-3.2m	185.4m					
-3.2m	186.2m					
-3.2m	185.4m					
-3.2m	185.5m					
-3.1m	185.6m					
-3.2m	182.8m					
-3.2m	181.7m					
-3.2m	181.2m					
-3.2m	181.2m					
-3.2m	182.6m					
-3.2m	183.1m					
-3.1m	183.7m					
-3.2m	183m					
-3.1m	182.8m					
-3.1m	183.4m					
-3.1m	182.6m					
-3.1m	178.4m					
-3.1m	180.1m					
-3.1m	181.7m					
-3.1m	183.5m					
-3.1m	185.2m					
-3.1m	185.7m					
-3.2m	186.1m					
-3.2m	186.9m					
-3.1m	185.8m					
-3.1m	184.7m					
-3.1m	181.1m					
-3.1m	180.6m					
-3.1m	181m					
-3.1m	181.7m					
-3.1m	183.8m					
-3.1m	183.3m					
-3.1m	182.8m					
-3.1m	184.6m					
-3.1m	183.8m					
-3.1m	180.6m					
-3.1m	181m					
-3.1m	182.2m					
-3.1m	184.5m					
-3m	186m					
-3.1m	188.1m					
-3.1m	187.9m					
-3m	186.9m					
-3m	187.1m					
-3m	187.1m					
-3m	183.1m					
-3m	181.6m					
-3m	182.4m					
-3m	183.5m					
-3m	185.4m					
-3m	185.2m					
-3m	185.2m					
-3m	184.5m					
-3m	184.5m					
-3m	184.1m					
-3m	182.8m					
-3m	180.8m					
-3m	181.5m					
-3m	182.1m					
-3m	185.2m					
-3m	185.1m					
-3m	184.5m					
-2.9m	185.2m					
-2.9m	186m					
-2.9m	183.8m					
-2.9m	183.2m					
-2.9m	183m					
-3m	184.7m					
-2.9m	186.5m					
-2.9m	187.3m					
-2.9m	188m					
-2.9m	186.7m					
-2.9m	186.6m					
-2.9m	186.9m					
-2.9m	184.3m					
-2.9m	182m					
-2.9m	182.6m					
-2.9m	182.6m					
-2.9m	184.7m					
-2.9m	185.1m					
-2.8m	185.4m					
-2.9m	185.5m					
-2.9m	185.5m					
-2.9m	184.7m					
-2.8m	184.1m					
-2.9m	182.4m					
-2.8m	183.9m					
-2.8m	185m					
-2.9m	186.9m					
-2.8m	188.2m					
-2.8m	188.5m					
-2.8m	188.8m					
-2.8m	189.6m					
-2.8m	186.7m					
-2.8m	185m					
-2.8m	184.5m					
-2.8m	184.8m					
-2.8m	185.5m					
-2.8m	185.6m					
-2.8m	185.6m					
-2.8m	184.3m					
-2.8m	183.7m					
-2.8m	184.5m					
-2.8m	182.7m					
-2.8m	179.8m					
-2.8m	182.6m					
-2.8m	183.7m					
-2.8m	186.2m					
-2.8m	187.2m					
-2.8m	188.9m					
-2.8m	188.8m					
-2.8m	188.7m					
-2.8m	188.2m					
-2.8m	187.5m					
-2.7m	183.5m					
-2.7m	184.2m					
-2.7m	185m					
-2.7m	185.8m					
-2.7m	186m					
-2.7m	185m					
-2.7m	185m					
-2.7m	186m					
-2.7m	184.8m					
-2.8m	183.8m					
-2.7m	184m					
-2.7m	184.5m					
-2.7m	186.3m					
-2.7m	186.9m					
-2.7m	188.9m					
-2.7m	188.5m					
-2.7m	188.2m					
-2.7m	190.3m					
-2.7m	189.3m					
-2.7m	185.9m					
-2.7m	186.6m					
-2.7m	187m					
-2.7m	189.9m					
-2.6m	190.3m					
-2.6m	191m					
-2.6m	189.3m					
-2.6m	188.4m					
-2.6m	188.8m					
-2.6m	186.6m					
-2.6m	182.2m					
-2.6m	182.6m					
-2.6m	183.3m					
-2.6m	185.6m					
-2.6m	186.7m					
-2.6m	186m					
-2.6m	186.1m					
-2.6m	186.3m					
-2.6m	186m					
-2.6m	185.8m					
-2.6m	184m					
-2.6m	183.5m					
-2.6m	185.1m					
-2.5m	186.3m					
-2.6m	188m					
-2.6m	186.2m					
-2.6m	185.6m					
-2.6m	185.2m					
-2.6m	183.6m					
-2.5m	181.6m					
-2.6m	182.1m					
-2.6m	182.6m					
-2.5m	186.3m					
-2.5m	187.6m					
-2.5m	189.8m					
-2.5m	189.6m					
-2.5m	189.4m					
-2.5m	191.1m					
-2.5m	190.7m					
-2.5m	188m					
-2.5m	189.2m					
-2.5m	190.2m					
-2.6m	192.7m					
-2.5m	193.5m					
-2.5m	194.9m					
-2.5m	193.4m					
-2.5m	192.5m					
-2.5m	191.2m					
-2.5m	189.7m					
-2.5m	186m					
-2.5m	186.6m					
-2.5m	186.9m					
-2.5m	188.2m					
-2.5m	188.9m					
-2.5m	189.8m					
-2.5m	189.2m					
-2.4m	188m					
-2.4m	187.7m					
-2.4m	187.4m					
-2.4m	182.7m					
-2.4m	183.8m					
-2.4m	185.5m					
-2.4m	188.3m					
-2.4m	189.5m					
-2.4m	190.3m					
-2.4m	189.9m					
-2.5m	189.3m					
-2.4m	187.8m					
-2.4m	185.9m					
-2.4m	184.4m					
-2.4m	184m					
-2.4m	184.5m					
-2.4m	186.1m					
-2.4m	188m					
-2.4m	188.7m					
-2.4m	189.4m					
-2.4m	192.1m					
-2.4m	190.3m					
-2.4m	188.5m					
-2.4m	190.2m					
-2.4m	190.9m					
-2.4m	192.8m					
-2.4m	193.1m					
-2.4m	193.4m					
-2.4m	191.7m					
-2.4m	191.7m					
-2.4m	192.3m					
-2.4m	189.5m					
-2.3m	186.7m					
-2.3m	187.9m					
-2.3m	188.7m					
-2.3m	191.3m					
-2.3m	191.8m					
-2.3m	192.9m					
-2.3m	192.5m					
-2.3m	192.2m					
-2.3m	191.6m					
-2.3m	189.9m					
-2.3m	186.4m					
-2.3m	187.4m					
-2.3m	187.9m					
-2.3m	191.2m					
-2.3m	191.5m					
-2.3m	192.1m					
-2.3m	192.4m					
-2.2m	192.5m					
-2.2m	191.4m					
-2.2m	189.1m					
-2.2m	185.2m					
-2.3m	185.8m					
-2.3m	186.2m					
-2.2m	188.2m					
-2.2m	188.2m					
-2.2m	188m					
-2.2m	188.8m					
-2.2m	189.1m					
-2.2m	189.5m					
-2.2m	189.3m					
-2.2m	187.8m					
-2.2m	189.1m					
-2.2m	191.1m					
-2.2m	194.2m					
-2.2m	194.3m					
-2.2m	194.5m					
-2.2m	195.4m					
-2.2m	195.1m					
-2.2m	192.6m					
-2.2m	190.3m					
-2.2m	188.2m					
-2.2m	188.9m					
-2.2m	189.9m					
-2.2m	191m					
-2.1m	190.8m					
-2.2m	190.5m					
-2.2m	192.9m					
-2.1m	192.8m					
-2.1m	190.5m					
-2.1m	190.5m					
-2.1m	190.5m					
-2.1m	192.2m					
-2.1m	193.1m					
-2.1m	195.5m					
-2.2m	195.4m					
-2.1m	195.3m					
-2.1m	197.7m					
-2.1m	196.6m					
-2.1m	193.6m					
-2.1m	192.6m					
-2.1m	192m					
-2.1m	191.2m					
-2.1m	190.5m					
-2.1m	189.3m					
-2.1m	187.8m					
-2.1m	185.6m					
-2.1m	186m					
-2.1m	186m					
-2.1m	183.5m					
-2m	185.2m					
-2m	187.8m					
-2m	192.8m					
-2m	194.9m					
-2m	198.3m					
-2.1m	198m					
-2m	197.9m					
-2m	200.3m					
-2m	198m					
-2m	195.2m					
-2m	195.2m					
-2m	195.5m					
-2m	197m					
-2m	196.5m					
-2m	196.1m					
-2m	192.8m					
-2m	192.8m					
-2m	194.3m					
-2m	191.2m					
-2m	188.9m					
-2m	190.5m					
-2m	191.4m					
-2m	193.6m					
-2m	195.7m					
-2m	196.9m					
-1.9m	195.7m					
-2m	196.4m					
-2m	197.8m					
-2m	194.8m					
-1.9m	193.3m					
-1.9m	194m					
-1.9m	195.1m					
-1.9m	197.1m					
-1.9m	197.8m					
-1.9m	197.2m					
-1.9m	195.7m					
-1.9m	196m					
-1.9m	195.8m					
-1.9m	191.4m					
-1.9m	192m					
-1.9m	192.8m					
-1.9m	194.8m					
-1.8m	195.6m					
-1.9m	196.9m					
-1.9m	195.9m					
-1.9m	194.9m					
-1.9m	196.3m					
-1.9m	195.7m					
-1.9m	191.6m					
-1.8m	192.5m					
-1.9m	193.3m					
-1.9m	195.8m					
-1.9m	196.3m					
-1.8m	196.6m					
-1.8m	195.5m					
-1.8m	194.7m					
-1.8m	197m					
-1.9m	195.9m					
-1.8m	192.2m					
-1.8m	193.2m					
-1.9m	193.7m					
-1.8m	195.8m					
-1.8m	196.4m					
-1.8m	196.6m					
-1.8m	194.5m					
-1.8m	194.9m					
-1.8m	195.9m					
-1.8m	192.8m					
-1.8m	191.5m					
-1.8m	193.3m					
-1.8m	194.9m					
-1.8m	197.4m					
-1.8m	199.2m					
-1.8m	199.7m					
-1.8m	198.6m					
-1.8m	199.3m					
-1.8m	200m					
-1.7m	196.2m					
-1.8m	196.2m					
-1.8m	196.5m					
-1.7m	198.1m					
-1.8m	198.5m					
-1.7m	198.8m					
-1.7m	197.2m					
-1.7m	195.7m					
-1.7m	196.7m					
-1.7m	195.9m					
-1.7m	192.3m					
-1.7m	192.1m					
-1.7m	191.9m					
-1.7m	194.7m					
-1.7m	195.4m					
-1.7m	196.6m					
-1.7m	195.9m					
-1.6m	196m					
-1.7m	198.5m					
-1.6m	196.1m					
-1.7m	194.5m					
-1.7m	195.6m					
-1.6m	196.2m					
-1.6m	197.6m					
-1.6m	198.9m					
-1.7m	199.5m					
-1.6m	198.3m					
-1.6m	199.2m					
-1.6m	200.7m					
-1.6m	197.6m					
-1.6m	196.5m					
-1.6m	196.4m					
-1.6m	197.9m					
-1.6m	198.7m					
-1.6m	200.1m					
-1.6m	199.6m					
-1.6m	199m					
-1.6m	200.5m					
-1.6m	200.4m					
-1.6m	198.1m					
-1.6m	197.5m					
-1.5m	197.6m					
-1.6m	199m					
-1.6m	200.3m					
-1.6m	201.7m					
-1.6m	202.1m					
-1.5m	203.3m					
-1.6m	204.6m					
-1.6m	202.5m					
-1.6m	201.2m					
-1.6m	197.5m					
-1.6m	198m					
-1.5m	198.5m					
-1.5m	200m					
-1.5m	199.9m					
-1.5m	198.7m					
-1.6m	199.5m					
-1.5m	198.9m					
-1.5m	196.9m					
-1.5m	194.7m					
-1.5m	193.2m					
-1.5m	195.4m					
-1.5m	197.3m					
-1.5m	201.2m					
-1.5m	203.1m					
-1.5m	204.7m					
-1.5m	206m					
-1.5m	205.8m					
-1.5m	205.5m					
-1.5m	200.6m					
-1.5m	201.6m					
-1.5m	203.2m					
-1.5m	205.2m					
-1.5m	205.1m					
-1.4m	204.8m					
-1.4m	202.9m					
-1.5m	202.1m					
-1.5m	201.9m					
-1.4m	198.1m					
-1.4m	197.3m					
-1.4m	199.2m					
-1.4m	200.5m					
-1.4m	201.9m					
-1.4m	203.4m					
-1.4m	203.3m					
-1.4m	203m					
-1.4m	204.5m					
-1.4m	203.9m					
-1.4m	201.2m					
-1.4m	201m					
-1.4m	200.9m					
-1.4m	201.3m					
-1.4m	202.3m					
-1.3m	202.9m					
-1.4m	203.9m					
-1.4m	204.2m					
-1.4m	205m					
-1.4m	203.2m					
-1.4m	202m					
-1.3m	199.5m					
-1.3m	200.6m					
-1.4m	201.3m					
-1.3m	205m					
-1.3m	205.9m					
-1.3m	206.3m					
-1.3m	205.8m					
-1.3m	205.4m					
-1.3m	204.7m					
-1.3m	200.1m					
-1.3m	200.9m					
-1.3m	202.1m					
-1.3m	205.5m					
-1.3m	206.8m					
-1.3m	208.5m					
-1.3m	207.5m					
-1.3m	207.4m					
-1.3m	208.9m					
-1.3m	206.2m					
-1.3m	205.7m					
-1.3m	207m					
-1.3m	206.8m					
-1.3m	206.8m					
-1.3m	207.2m					
-1.3m	205.8m					
-1.3m	204.6m					
-1.2m	204.4m					
-1.2m	203.5m					
-1.2m	201.3m					
-1.2m	199.2m					
-1.2m	199.2m					
-1.2m	200m					
-1.2m	203.5m					
-1.3m	205.6m					
-1.2m	207.6m					
-1.2m	209.3m					
-1.2m	210.1m					
-1.2m	209.8m					
-1.2m	207m					
-1.2m	205.8m					
-1.2m	208.6m					
-1.2m	209.8m					
-1.2m	211.7m					
-1.2m	211.1m					
-1.2m	209.8m					
-1.2m	208.1m					
-1.2m	208.7m					
-1.2m	206.5m					
-1.2m	203.9m					
-1.2m	204.8m					
-1.2m	205.7m					
-1.2m	206.6m					
-1.1m	208.7m					
-1.2m	209.2m					
-1.1m	209.4m					
-1.1m	212.2m					
-1.1m	212.5m					
-1.2m	211.6m					
-1.1m	207.1m					
-1.1m	206.9m					
-1.1m	208.5m					
-1.1m	210.5m					
-1.1m	212m					
-1.1m	211.9m					
-1.1m	210.7m					
-1.1m	209.6m					
-1.1m	209.2m					
-1.1m	206m					
-1.1m	204.1m					
-1.1m	207.5m					
-1.1m	208.4m					
-1.1m	208.9m					
-1.1m	210.6m					
-1.1m	209.9m					
-1.1m	209.6m					
-1.1m	212.2m					
-1m	211m					
-1.1m	210.3m					
-1m	209.2m					
-1m	209.4m					
-1.1m	210m					
-1m	213.6m					
-1m	214.8m					
-1m	216.3m					
-1m	215.8m					
-1m	215.9m					
-1m	215.4m					
-1m	211.2m					
-1m	213.6m					
-1m	214.3m					
-953.4u	214.9m					
-1m	215.4m					
-1m	215.1m					
-1m	213.2m					
-1m	213.9m					
-1m	213.6m					
-983u	212.1m					
-953.4u	209.1m					
-963.3u	206.9m					
-963.3u	207.1m					
-960u	210.5m					
-946.9u	213.2m					
-943.6u	214.8m					
-940.3u	213.9m					
-940.3u	214.3m					
-943.6u	216m					
-927.2u	213.1m					
-917.4u	213.1m					
-966.6u	215.4m					
-966.6u	215.8m					
-956.7u	216.5m					
-956.7u	217.3m					
-933.8u	217m					
-969.8u	217.6m					
-887.9u	218.4m					
-914.1u	216.4m					
-881.3u	213.9m					
-891.1u	210.7m					
-897.7u	212.9m					
-861.6u	215.1m					
-874.7u	217.2m					
-868.2u	218.8m					
-861.6u	218m					
-868.2u	217.7m					
-861.6u	220m					
-848.5u	219.1m					
-861.6u	218m					
-868.2u	217.3m					
-819u	217.3m					
-858.3u	218.1m					
-832.1u	221.2m					
-805.9u	222.8m					
-841.9u	221.4m					
-861.6u	220m					
-802.6u	218.8m					
-809.1u	216.2m					
-828.8u	214.6m					
-802.6u	215.9m					
-805.9u	215.7m					
-786.2u	215.5m					
-796u	218.2m					
-799.3u	218.5m					
-796u	219.3m					
-789.5u	220.7m					
-779.6u	219.7m					
-769.8u	217.5m					
-805.9u	214.6m					
-789.5u	218.1m					
-753.4u	221.3m					
-769.8u	224.1m					
-743.5u	224.8m					
-766.5u	224.2m					
-717.3u	224.1m					
-753.4u	227.5m					
-730.4u	226.1m					
-743.5u	223.8m					
-737u	221.1m					
-710.7u	222.7m					
-720.6u	224.8m					
-717.3u	226.4m					
-723.9u	225.9m					
-714u	224.4m					
-710.7u	223.3m					
-694.3u	224.3m					
-710.7u	221.8m					
-710.7u	220.6m					
-674.7u	217.9m					
-727.1u	218.4m					
-684.5u	220.8m					
-684.5u	222.5m					
-677.9u	224.8m					
-704.2u	223.8m					
-655u	223.8m					
-668.1u	225.3m					
-668.1u	225m					
-664.8u	224.4m					
-655u	223.4m					
-648.4u	223.8m					
-658.3u	226.6m					
-645.2u	228.5m					
-641.9u	229.4m					
-632u	227.6m					
-628.8u	227.6m					
-612.4u	228.4m					
-622.2u	225.3m					
-622.2u	224.6m					
-592.7u	224.3m					
-618.9u	224.5m					
-612.4u	227.6m					
-605.8u	229.6m					
-566.4u	230.7m					
-592.7u	229.3m					
-582.8u	230.3m					
-586.1u	230.9m					
-586.1u	229.8m					
-573u	229.7m					
-576.3u	229.5m					
-569.7u	230.5m					
-582.8u	234.2m					
-559.9u	236.2m					
-559.9u	234.8m					
-550u	232.7m					
-553.3u	233.5m					
-550u	232.2m					
-533.6u	229.9m					
-540.2u	226.4m					
-530.4u	225.9m					
-533.6u	229.1m					
-553.3u	230.7m					
-543.5u	230.3m					
-510.7u	229.3m					
-520.5u	230.5m					
-514u	233.1m					
-504.1u	233.7m					
-507.4u	231.8m					
-494.3u	233.2m					
-497.6u	236.5m					
-491u	241.3m					
-481.2u	241.9m					
-481.2u	242.2m					
-477.9u	242.8m					
-468u	245.1m					
-477.9u	243.7m					
-471.3u	240m					
-461.5u	238.5m					
-454.9u	241.7m					
-448.4u	240.7m					
-448.4u	241.8m					
-435.2u	242.9m					
-451.6u	243.9m					
-432u	240.6m					
-432u	240.7m					
-435.2u	240.2m					
-428.7u	238.9m					
-428.7u	236.5m					
-425.4u	236m					
-418.8u	236.2m					
-412.3u	240.2m					
-402.4u	239.2m					
-409u	237.9m					
-405.7u	236.8m					
-379.5u	238.8m					
-379.5u	238m					
-405.7u	236.3m					
-366.4u	235.1m					
-379.5u	241.3m					
-356.5u	246.5m					
-389.3u	249.8m					
-359.8u	251.2m					
-372.9u	252.7m					
-346.7u	254.7m					
-356.5u	254.7m					
-356.5u	253.2m					
-350u	251.9m					
-350u	251.1m					
-340.1u	249.9m					
-340.1u	254.5m					
-330.3u	253.9m					
-333.6u	252.9m					
