Current (mA) - Plot 0	Flow (GPM) - Plot 0	Current (mA) - Plot 1	Flow (GPM) - Plot 1	Current (mA) - Plot 2	Flow (GPM) - Plot 2	
11.1m	1.2					
11.2m	1.2					
11.1m	1.2					
11.1m	1.2					
11.1m	1.2					
11.1m	1.2					
11.1m	1.2					
11.1m	1.2					
11.1m	1.2					
11.1m	1.2					
11.1m	1.2					
11.1m	1.2					
11.1m	1.2					
11.1m	1.3					
11.1m	1.3					
11m	1.3					
11.1m	1.3					
11.2m	1.3					
11.2m	1.2					
11.1m	1.2					
11.1m	1.2					
11.1m	1.2					
11.1m	1.2					
11.1m	1.2					
11.1m	1.2					
11.1m	1.2					
11.1m	1.2					
11.2m	1.2					
11.2m	1.2					
11.1m	1.2					
11.2m	1.2					
11.2m	1.2					
11.2m	1.3					
11.1m	1.3					
11.2m	1.3					
11.2m	1.3					
11.2m	1.3					
11.2m	1.3					
11.2m	1.2					
11.1m	1.2					
11.2m	1.2					
11.2m	1.2					
11.2m	1.2					
11.2m	1.2					
11.2m	1.2					
11.2m	1.3					
11.2m	1.3					
11.2m	1.3					
11.2m	1.3					
11.2m	1.3					
11.2m	1.2					
11.2m	1.2					
11.1m	1.2					
11.3m	1.2					
11.2m	1.2					
11.2m	1.2					
11.2m	1.2					
11.1m	1.3					
11.2m	1.3					
11.2m	1.3					
11.3m	1.3					
11.2m	1.3					
11.2m	1.3					
11.2m	1.3					
11.2m	1.3					
11.2m	1.3					
11.3m	1.3					
11.2m	1.3					
11.3m	1.3					
11.3m	1.3					
11.3m	1.2					
11.3m	1.2					
11.3m	1.2					
11.2m	1.2					
11.2m	1.2					
11.2m	1.2					
11.2m	1.3					
11.2m	1.3					
11.2m	1.3					
11.2m	1.3					
11.2m	1.3					
11.2m	1.3					
11.3m	1.3					
11.3m	1.3					
11.3m	1.3					
11.3m	1.3					
11.3m	1.3					
11.3m	1.3					
11.3m	1.3					
11.3m	1.3					
11.3m	1.3					
11.2m	1.3					
11.3m	1.3					
11.3m	1.3					
11.2m	1.3					
11.3m	1.3					
11.2m	1.3					
11.3m	1.3					
11.3m	1.3					
11.3m	1.3					
11.3m	1.3					
11.3m	1.3					
11.3m	1.3					
11.3m	1.3					
11.3m	1.3					
11.3m	1.3					
11.3m	1.3					
11.3m	1.3					
11.4m	1.3					
11.3m	1.3					
11.3m	1.3					
11.3m	1.3					
11.3m	1.3					
11.3m	1.3					
11.3m	1.3					
11.4m	1.3					
11.4m	1.3					
11.4m	1.3					
11.4m	1.3					
11.4m	1.3					
11.3m	1.3					
11.3m	1.2					
11.3m	1.2					
11.4m	1.2					
11.3m	1.2					
11.3m	1.2					
11.3m	1.3					
11.3m	1.3					
11.4m	1.3					
11.4m	1.3					
11.3m	1.3					
11.3m	1.3					
11.3m	1.3					
11.4m	1.3					
11.4m	1.3					
11.4m	1.3					
11.4m	1.3					
11.4m	1.3					
11.4m	1.3					
11.4m	1.3					
11.4m	1.3					
11.4m	1.3					
11.4m	1.3					
11.4m	1.3					
11.4m	1.3					
11.4m	1.3					
11.4m	1.3					
11.5m	1.3					
11.3m	1.3					
11.4m	1.3					
11.4m	1.3					
11.5m	1.3					
11.4m	1.3					
11.4m	1.3					
11.4m	1.3					
11.4m	1.3					
11.4m	1.3					
11.4m	1.3					
11.4m	1.3					
11.4m	1.3					
11.4m	1.3					
11.4m	1.3					
11.4m	1.3					
11.4m	1.3					
11.4m	1.3					
11.5m	1.3					
11.4m	1.3					
11.4m	1.3					
11.4m	1.3					
11.5m	1.3					
11.5m	1.3					
11.4m	1.3					
11.4m	1.3					
11.4m	1.3					
11.4m	1.3					
11.5m	1.3					
11.5m	1.3					
11.4m	1.3					
11.5m	1.3					
11.4m	1.3					
11.5m	1.3					
11.5m	1.3					
11.5m	1.3					
11.5m	1.3					
11.4m	1.3					
11.5m	1.3					
11.5m	1.3					
11.5m	1.3					
11.4m	1.3					
11.5m	1.3					
11.4m	1.3					
11.5m	1.3					
11.4m	1.3					
11.5m	1.3					
11.5m	1.3					
11.5m	1.3					
11.5m	1.3					
11.5m	1.3					
11.5m	1.3					
11.5m	1.3					
11.5m	1.3					
11.5m	1.3					
11.5m	1.3					
11.5m	1.3					
11.5m	1.3					
11.5m	1.3					
11.5m	1.3					
11.5m	1.3					
11.5m	1.3					
11.5m	1.3					
11.5m	1.3					
11.6m	1.3					
11.5m	1.3					
11.5m	1.3					
11.5m	1.3					
11.5m	1.3					
11.5m	1.3					
11.5m	1.3					
11.5m	1.3					
11.5m	1.3					
11.5m	1.3					
11.5m	1.3					
11.6m	1.3					
11.6m	1.3					
11.6m	1.3					
11.5m	1.3					
11.5m	1.3					
11.6m	1.3					
11.6m	1.3					
11.6m	1.3					
11.5m	1.3					
11.5m	1.3					
11.5m	1.3					
11.6m	1.3					
11.6m	1.3					
11.6m	1.3					
11.6m	1.3					
11.6m	1.3					
11.6m	1.3					
11.6m	1.3					
11.6m	1.3					
11.6m	1.3					
11.6m	1.3					
11.6m	1.3					
11.6m	1.3					
11.6m	1.3					
11.6m	1.3					
11.6m	1.3					
11.6m	1.3					
11.6m	1.3					
11.6m	1.3					
11.6m	1.3					
11.6m	1.3					
11.6m	1.3					
11.6m	1.3					
11.6m	1.3					
11.6m	1.3					
11.6m	1.3					
11.7m	1.3					
11.6m	1.3					
11.6m	1.3					
11.6m	1.3					
11.6m	1.3					
11.7m	1.3					
11.6m	1.3					
11.6m	1.3					
11.7m	1.3					
11.6m	1.3					
11.6m	1.3					
11.7m	1.3					
11.6m	1.3					
11.7m	1.3					
11.7m	1.3					
11.6m	1.3					
11.7m	1.3					
11.7m	1.3					
11.7m	1.3					
11.7m	1.3					
11.6m	1.3					
11.7m	1.3					
11.6m	1.3					
11.7m	1.3					
11.6m	1.3					
11.7m	1.3					
11.7m	1.3					
11.7m	1.3					
11.7m	1.3					
11.7m	1.3					
11.7m	1.3					
11.7m	1.3					
11.7m	1.3					
11.7m	1.3					
11.7m	1.3					
11.7m	1.3					
11.7m	1.3					
11.7m	1.3					
11.7m	1.3					
11.6m	1.3					
11.7m	1.3					
11.7m	1.3					
11.7m	1.3					
11.7m	1.3					
11.7m	1.3					
11.7m	1.3					
11.7m	1.3					
11.7m	1.3					
11.7m	1.3					
11.7m	1.3					
11.7m	1.3					
11.8m	1.3					
11.7m	1.3					
11.8m	1.3					
11.7m	1.3					
11.7m	1.3					
11.7m	1.3					
11.7m	1.3					
11.7m	1.3					
11.7m	1.3					
11.8m	1.3					
11.8m	1.3					
11.8m	1.3					
11.8m	1.3					
11.7m	1.3					
11.7m	1.3					
11.7m	1.3					
11.8m	1.3					
11.7m	1.3					
11.7m	1.3					
11.7m	1.3					
11.8m	1.3					
11.7m	1.3					
11.8m	1.3					
11.8m	1.3					
11.8m	1.3					
11.7m	1.3					
11.8m	1.3					
11.8m	1.3					
11.8m	1.3					
11.8m	1.3					
11.7m	1.3					
11.8m	1.3					
11.8m	1.3					
11.8m	1.3					
11.8m	1.3					
11.8m	1.3					
11.8m	1.3					
11.8m	1.3					
11.8m	1.3					
11.8m	1.3					
11.8m	1.3					
11.8m	1.3					
11.8m	1.3					
11.8m	1.3					
11.8m	1.3					
11.8m	1.3					
11.8m	1.3					
11.8m	1.3					
11.9m	1.3					
11.8m	1.3					
11.9m	1.3					
11.8m	1.3					
11.8m	1.3					
11.8m	1.3					
11.8m	1.3					
11.8m	1.3					
11.8m	1.3					
11.8m	1.3					
11.8m	1.3					
11.9m	1.3					
11.9m	1.3					
11.8m	1.3					
11.8m	1.3					
11.8m	1.3					
11.8m	1.3					
11.8m	1.3					
11.9m	1.3					
11.8m	1.3					
11.9m	1.3					
11.8m	1.3					
11.9m	1.3					
11.8m	1.3					
11.9m	1.3					
11.8m	1.3					
11.9m	1.3					
11.9m	1.3					
11.8m	1.3					
11.9m	1.3					
11.8m	1.3					
11.9m	1.3					
11.8m	1.3					
11.9m	1.3					
11.8m	1.3					
11.9m	1.3					
11.9m	1.3					
11.9m	1.3					
11.9m	1.3					
11.9m	1.3					
11.9m	1.3					
11.9m	1.3					
11.9m	1.3					
11.9m	1.3					
11.9m	1.3					
11.9m	1.3					
11.9m	1.3					
11.9m	1.3					
11.9m	1.3					
11.9m	1.3					
11.9m	1.3					
11.9m	1.3					
11.9m	1.3					
11.9m	1.3					
11.9m	1.3					
11.9m	1.3					
11.9m	1.3					
11.9m	1.3					
11.9m	1.3					
11.9m	1.3					
12m	1.3					
11.9m	1.3					
12m	1.3					
11.9m	1.3					
12m	1.3					
11.9m	1.3					
12m	1.3					
12m	1.3					
12m	1.3					
11.9m	1.3					
12m	1.3					
12m	1.3					
12m	1.3					
12m	1.3					
11.9m	1.3					
11.9m	1.3					
11.9m	1.3					
12m	1.3					
12m	1.3					
12m	1.3					
12m	1.3					
12m	1.3					
12m	1.3					
12m	1.3					
12m	1.3					
12m	1.3					
12m	1.3					
12m	1.3					
12m	1.3					
12m	1.3					
12m	1.3					
12m	1.3					
12m	1.3					
12m	1.3					
12m	1.3					
12m	1.3					
12m	1.3					
12m	1.3					
12m	1.3					
12m	1.3					
12m	1.3					
12m	1.3					
12.1m	1.3					
12m	1.3					
12.1m	1.3					
12m	1.3					
12.1m	1.3					
12m	1.3					
12m	1.3					
12.1m	1.3					
12.1m	1.3					
12m	1.3					
12m	1.3					
12.1m	1.3					
12m	1.3					
12m	1.3					
12.1m	1.3					
12.1m	1.3					
12m	1.3					
12m	1.3					
12m	1.3					
12.1m	1.3					
12.1m	1.3					
12.1m	1.3					
12.1m	1.3					
12.1m	1.3					
12m	1.3					
12.1m	1.3					
12.1m	1.3					
12.1m	1.3					
12.1m	1.3					
12.1m	1.3					
12.1m	1.3					
12.1m	1.3					
12.1m	1.3					
12.1m	1.3					
12.1m	1.3					
12.1m	1.3					
12.1m	1.3					
12.1m	1.3					
12.1m	1.3					
12.1m	1.3					
12.1m	1.3					
12.1m	1.3					
12.1m	1.3					
12.2m	1.3					
12.1m	1.3					
12.1m	1.4					
12.1m	1.4					
12.1m	1.4					
12.2m	1.4					
12.1m	1.4					
12.2m	1.4					
12.1m	1.3					
12.2m	1.3					
12.1m	1.3					
12.2m	1.3					
12.1m	1.3					
12.1m	1.3					
12.1m	1.3					
12.2m	1.3					
12.2m	1.3					
12.1m	1.3					
12.2m	1.3					
12.1m	1.3					
12.2m	1.3					
12.1m	1.3					
12.1m	1.3					
12.1m	1.3					
12.1m	1.3					
12.1m	1.3					
12.2m	1.3					
12.2m	1.3					
12.2m	1.3					
12.2m	1.3					
12.2m	1.3					
12.2m	1.3					
12.2m	1.4					
12.2m	1.4					
12.2m	1.4					
12.2m	1.4					
12.2m	1.4					
12.1m	1.3					
12.2m	1.3					
12.2m	1.3					
12.2m	1.3					
12.2m	1.3					
12.2m	1.3					
12.2m	1.3					
12.2m	1.3					
12.2m	1.3					
12.2m	1.3					
12.2m	1.3					
12.2m	1.3					
12.2m	1.3					
12.2m	1.3					
12.2m	1.3					
12.2m	1.3					
12.2m	1.3					
12.2m	1.3					
12.2m	1.4					
12.2m	1.4					
12.2m	1.4					
12.2m	1.4					
12.3m	1.4					
12.2m	1.4					
12.2m	1.3					
12.3m	1.3					
12.2m	1.3					
12.3m	1.3					
12.2m	1.3					
12.3m	1.3					
12.2m	1.4					
12.2m	1.4					
12.2m	1.4					
12.3m	1.4					
12.3m	1.4					
12.3m	1.4					
12.3m	1.4					
12.3m	1.4					
12.3m	1.4					
12.3m	1.4					
12.3m	1.4					
12.3m	1.4					
12.3m	1.4					
12.2m	1.4					
12.3m	1.4					
12.2m	1.4					
12.3m	1.4					
12.3m	1.4					
12.3m	1.4					
12.3m	1.4					
12.3m	1.4					
12.3m	1.4					
12.3m	1.4					
12.3m	1.3					
12.3m	1.3					
12.3m	1.3					
12.4m	1.3					
12.3m	1.3					
12.3m	1.3					
12.3m	1.4					
12.3m	1.4					
12.3m	1.4					
12.3m	1.4					
12.3m	1.4					
12.4m	1.4					
12.3m	1.4					
12.3m	1.4					
12.3m	1.4					
12.3m	1.4					
12.4m	1.4					
12.3m	1.4					
12.4m	1.4					
12.3m	1.4					
12.4m	1.4					
12.3m	1.4					
12.4m	1.4					
12.3m	1.4					
12.4m	1.4					
12.3m	1.4					
12.4m	1.4					
12.4m	1.4					
12.3m	1.4					
12.4m	1.4					
12.3m	1.4					
12.4m	1.4					
12.4m	1.4					
12.4m	1.4					
12.4m	1.4					
12.3m	1.4					
12.3m	1.4					
12.3m	1.4					
12.4m	1.4					
12.4m	1.4					
12.4m	1.4					
12.3m	1.4					
12.4m	1.4					
12.4m	1.4					
12.4m	1.4					
12.4m	1.4					
12.3m	1.4					
12.4m	1.4					
12.3m	1.4					
12.4m	1.4					
12.4m	1.4					
12.4m	1.4					
12.4m	1.4					
12.4m	1.4					
12.4m	1.4					
12.4m	1.4					
12.4m	1.4					
12.4m	1.4					
12.4m	1.4					
12.4m	1.4					
12.4m	1.4					
12.4m	1.4					
12.4m	1.4					
12.4m	1.4					
12.4m	1.4					
12.4m	1.4					
12.4m	1.4					
12.4m	1.4					
12.5m	1.4					
12.4m	1.4					
12.5m	1.4					
12.4m	1.4					
12.4m	1.4					
12.5m	1.4					
12.4m	1.4					
12.5m	1.4					
12.5m	1.4					
12.5m	1.4					
12.5m	1.4					
12.5m	1.4					
12.4m	1.4					
12.4m	1.4					
12.5m	1.4					
12.5m	1.4					
12.5m	1.4					
12.5m	1.4					
12.5m	1.4					
12.5m	1.4					
12.5m	1.4					
12.5m	1.4					
12.5m	1.4					
12.5m	1.4					
12.5m	1.4					
12.5m	1.4					
12.5m	1.4					
12.5m	1.4					
12.5m	1.4					
12.5m	1.4					
12.4m	1.4					
12.5m	1.4					
12.5m	1.4					
12.5m	1.4					
12.6m	1.4					
12.5m	1.4					
12.5m	1.4					
12.5m	1.4					
12.5m	1.4					
12.5m	1.4					
12.6m	1.4					
12.5m	1.4					
12.5m	1.4					
12.5m	1.4					
12.5m	1.4					
12.5m	1.4					
12.5m	1.4					
12.6m	1.4					
12.4m	1.4					
12.5m	1.4					
12.5m	1.4					
12.6m	1.4					
12.5m	1.4					
12.5m	1.4					
12.5m	1.4					
12.5m	1.4					
12.6m	1.4					
12.6m	1.4					
12.5m	1.4					
12.5m	1.4					
12.6m	1.4					
12.6m	1.4					
12.6m	1.4					
12.6m	1.4					
12.5m	1.4					
12.6m	1.4					
12.5m	1.4					
12.6m	1.4					
12.6m	1.4					
12.6m	1.4					
12.6m	1.4					
12.6m	1.4					
12.5m	1.4					
12.6m	1.4					
12.6m	1.4					
12.6m	1.4					
12.6m	1.4					
12.6m	1.4					
12.6m	1.4					
12.6m	1.4					
12.6m	1.4					
12.6m	1.4					
12.6m	1.4					
12.6m	1.4					
12.6m	1.4					
12.6m	1.4					
12.7m	1.4					
12.6m	1.4					
12.6m	1.4					
12.6m	1.4					
12.5m	1.4					
12.6m	1.4					
12.6m	1.4					
12.7m	1.4					
12.6m	1.4					
12.7m	1.4					
12.7m	1.4					
12.7m	1.4					
12.6m	1.4					
12.7m	1.4					
12.7m	1.4					
12.6m	1.4					
12.7m	1.4					
12.6m	1.4					
12.7m	1.4					
12.7m	1.4					
12.6m	1.4					
12.6m	1.4					
12.6m	1.4					
12.7m	1.4					
12.6m	1.4					
12.7m	1.4					
12.6m	1.4					
12.7m	1.4					
12.7m	1.4					
12.7m	1.4					
12.7m	1.4					
12.7m	1.4					
12.7m	1.4					
12.7m	1.4					
12.7m	1.4					
12.6m	1.4					
12.7m	1.4					
12.7m	1.4					
12.7m	1.4					
12.7m	1.4					
12.7m	1.4					
12.7m	1.4					
12.7m	1.4					
12.7m	1.4					
12.7m	1.4					
12.7m	1.4					
12.7m	1.4					
12.7m	1.4					
12.7m	1.4					
12.7m	1.4					
12.6m	1.4					
12.7m	1.4					
12.7m	1.4					
12.7m	1.4					
12.7m	1.4					
12.7m	1.4					
12.7m	1.4					
12.7m	1.4					
12.7m	1.4					
12.7m	1.4					
12.7m	1.4					
12.7m	1.4					
12.7m	1.4					
12.7m	1.4					
12.8m	1.4					
12.7m	1.4					
12.7m	1.4					
12.8m	1.4					
12.7m	1.4					
12.8m	1.4					
12.7m	1.4					
12.7m	1.4					
12.8m	1.4					
12.8m	1.4					
12.7m	1.4					
12.8m	1.4					
12.7m	1.4					
12.7m	1.4					
12.7m	1.4					
12.8m	1.4					
12.8m	1.4					
12.7m	1.4					
12.8m	1.4					
12.8m	1.4					
12.8m	1.4					
12.8m	1.4					
12.8m	1.4					
12.8m	1.4					
12.8m	1.4					
12.8m	1.4					
12.8m	1.4					
12.8m	1.4					
12.7m	1.4					
12.8m	1.4					
12.8m	1.4					
12.8m	1.4					
12.8m	1.4					
12.8m	1.4					
12.9m	1.4					
12.8m	1.4					
12.8m	1.4					
12.9m	1.4					
12.8m	1.4					
12.8m	1.4					
12.8m	1.4					
12.8m	1.4					
12.8m	1.4					
12.8m	1.4					
12.8m	1.4					
12.9m	1.4					
12.8m	1.4					
12.9m	1.4					
12.8m	1.4					
12.8m	1.4					
12.8m	1.4					
12.8m	1.4					
12.8m	1.4					
12.8m	1.4					
12.8m	1.4					
12.9m	1.4					
12.8m	1.4					
12.9m	1.4					
12.9m	1.4					
12.8m	1.4					
12.9m	1.4					
12.8m	1.4					
12.9m	1.4					
12.8m	1.4					
12.9m	1.4					
12.9m	1.4					
12.9m	1.4					
12.8m	1.4					
12.9m	1.4					
12.8m	1.4					
12.9m	1.4					
12.9m	1.4					
12.9m	1.4					
12.9m	1.4					
12.9m	1.4					
12.9m	1.4					
12.9m	1.4					
12.9m	1.4					
12.9m	1.4					
12.9m	1.4					
12.9m	1.4					
12.9m	1.4					
12.9m	1.4					
12.9m	1.4					
12.9m	1.4					
12.9m	1.4					
12.9m	1.4					
12.9m	1.4					
12.9m	1.4					
12.9m	1.4					
12.8m	1.4					
12.9m	1.4					
12.9m	1.4					
12.9m	1.4					
12.9m	1.4					
12.9m	1.4					
12.9m	1.4					
13m	1.4					
12.9m	1.4					
12.9m	1.4					
12.9m	1.4					
12.9m	1.4					
13m	1.4					
12.9m	1.4					
13m	1.4					
12.9m	1.4					
12.9m	1.4					
13m	1.4					
12.9m	1.4					
12.9m	1.4					
13m	1.4					
13m	1.4					
13m	1.4					
12.9m	1.4					
13m	1.4					
13m	1.4					
12.9m	1.4					
12.9m	1.4					
13m	1.4					
13m	1.4					
13m	1.4					
12.9m	1.4					
13m	1.4					
13m	1.4					
12.9m	1.4					
13m	1.4					
13m	1.4					
13m	1.4					
13m	1.4					
13m	1.4					
13m	1.4					
13m	1.4					
13m	1.4					
13m	1.4					
13m	1.4					
13m	1.4					
13m	1.4					
13m	1.4					
13m	1.4					
13m	1.4					
13m	1.4					
13m	1.4					
13m	1.4					
13m	1.4					
13m	1.4					
13m	1.4					
13.1m	1.4					
13m	1.4					
13.1m	1.4					
13m	1.4					
13.1m	1.4					
13m	1.4					
13m	1.4					
13.1m	1.4					
13.1m	1.4					
13.1m	1.4					
13.1m	1.4					
13.1m	1.4					
13.1m	1.4					
13.1m	1.4					
13m	1.4					
13m	1.4					
13.1m	1.4					
13.1m	1.4					
13.2m	1.4					
13m	1.4					
13.1m	1.4					
13.1m	1.4					
13.1m	1.4					
13.1m	1.4					
13.1m	1.4					
13.1m	1.4					
13m	1.4					
13.1m	1.4					
13.1m	1.5					
13.1m	1.5					
13.1m	1.5					
13.1m	1.5					
13.1m	1.5					
13.1m	1.4					
13.1m	1.4					
13.1m	1.4					
13.1m	1.4					
13m	1.4					
13.1m	1.4					
13.1m	1.4					
13.1m	1.4					
13.1m	1.4					
13.1m	1.4					
13.1m	1.4					
13.1m	1.4					
13.1m	1.4					
13.1m	1.4					
13.1m	1.4					
13.1m	1.4					
13.1m	1.4					
13.1m	1.4					
13.1m	1.4					
13.2m	1.4					
13.1m	1.4					
13.2m	1.4					
13.1m	1.4					
13.2m	1.4					
13.1m	1.4					
13.1m	1.4					
13.1m	1.4					
13.2m	1.4					
13.2m	1.4					
13.2m	1.4					
13.2m	1.4					
13.1m	1.4					
13.2m	1.4					
13.2m	1.4					
13.2m	1.4					
13.1m	1.4					
13.2m	1.4					
13.2m	1.4					
13.1m	1.4					
13.2m	1.4					
13.2m	1.4					
13.2m	1.4					
13.2m	1.4					
13.1m	1.4					
13.2m	1.4					
13.2m	1.5					
13.2m	1.5					
13.2m	1.5					
13.2m	1.5					
13.2m	1.5					
13.1m	1.4					
13.2m	1.4					
13.2m	1.4					
13.2m	1.4					
13.2m	1.4					
13.2m	1.5					
13.1m	1.5					
13.2m	1.5					
13.2m	1.5					
13.2m	1.5					
13.2m	1.5					
13.2m	1.5					
13.2m	1.5					
13.2m	1.5					
13.2m	1.5					
13.3m	1.5					
13.2m	1.5					
13.3m	1.5					
13.2m	1.5					
13.2m	1.5					
13.2m	1.5					
13.3m	1.5					
13.2m	1.4					
13.2m	1.4					
13.2m	1.4					
13.3m	1.4					
13.3m	1.4					
13.2m	1.5					
13.2m	1.5					
13.2m	1.5					
13.2m	1.5					
13.3m	1.5					
13.3m	1.5					
13.2m	1.4					
13.3m	1.4					
13.2m	1.4					
13.3m	1.4					
13.3m	1.4					
13.3m	1.5					
13.3m	1.5					
13.3m	1.5					
13.3m	1.5					
13.3m	1.5					
13.3m	1.5					
13.3m	1.4					
13.2m	1.4					
13.3m	1.4					
13.3m	1.4					
13.3m	1.4					
13.3m	1.5					
13.3m	1.5					
13.3m	1.5					
13.3m	1.5					
13.3m	1.5					
13.3m	1.5					
13.3m	1.4					
13.3m	1.4					
13.3m	1.4					
13.3m	1.4					
13.3m	1.4					
13.3m	1.5					
13.3m	1.5					
13.3m	1.5					
13.3m	1.5					
13.3m	1.5					
13.4m	1.5					
13.3m	1.5					
13.4m	1.5					
13.3m	1.5					
13.3m	1.5					
13.3m	1.5					
13.3m	1.5					
13.3m	1.5					
13.3m	1.5					
13.3m	1.5					
13.4m	1.5					
13.4m	1.5					
13.4m	1.5					
13.4m	1.5					
13.4m	1.5					
13.4m	1.5					
13.4m	1.5					
13.3m	1.5					
13.4m	1.5					
13.4m	1.5					
13.4m	1.5					
13.4m	1.5					
13.4m	1.5					
13.4m	1.5					
13.3m	1.5					
13.4m	1.5					
13.4m	1.5					
13.4m	1.5					
13.4m	1.5					
13.4m	1.5					
13.4m	1.5					
13.4m	1.5					
13.4m	1.5					
13.4m	1.5					
13.4m	1.5					
13.4m	1.5					
13.4m	1.5					
13.4m	1.5					
13.5m	1.5					
13.3m	1.5					
13.4m	1.5					
13.4m	1.5					
13.4m	1.5					
13.4m	1.5					
13.4m	1.5					
13.4m	1.5					
13.4m	1.5					
13.4m	1.5					
13.4m	1.5					
13.4m	1.5					
13.5m	1.5					
13.4m	1.5					
13.5m	1.5					
13.4m	1.5					
13.4m	1.5					
13.4m	1.5					
13.4m	1.5					
13.4m	1.5					
13.4m	1.5					
13.5m	1.5					
13.4m	1.5					
13.4m	1.5					
13.4m	1.5					
13.5m	1.5					
13.4m	1.5					
13.5m	1.5					
13.5m	1.5					
13.5m	1.5					
13.5m	1.5					
13.5m	1.5					
13.5m	1.5					
13.4m	1.5					
13.5m	1.5					
13.5m	1.5					
13.5m	1.5					
13.5m	1.5					
13.5m	1.5					
13.5m	1.5					
13.5m	1.5					
13.5m	1.5					
13.5m	1.5					
13.5m	1.5					
13.5m	1.5					
13.5m	1.5					
13.5m	1.5					
13.5m	1.5					
13.5m	1.5					
13.5m	1.5					
13.5m	1.5					
13.4m	1.5					
13.5m	1.5					
13.5m	1.5					
13.5m	1.5					
13.5m	1.5					
13.5m	1.5					
13.5m	1.5					
13.5m	1.5					
13.5m	1.5					
13.5m	1.5					
13.5m	1.5					
13.5m	1.5					
13.5m	1.5					
13.5m	1.5					
13.6m	1.5					
13.5m	1.5					
13.5m	1.5					
13.5m	1.5					
13.6m	1.5					
13.5m	1.5					
13.6m	1.5					
13.5m	1.5					
13.6m	1.5					
13.6m	1.5					
13.5m	1.5					
13.5m	1.5					
13.5m	1.5					
13.6m	1.5					
13.5m	1.5					
13.6m	1.5					
13.6m	1.5					
13.5m	1.5					
13.6m	1.5					
13.6m	1.5					
13.6m	1.5					
13.6m	1.5					
13.6m	1.5					
13.6m	1.5					
13.6m	1.5					
13.5m	1.5					
13.6m	1.5					
13.6m	1.5					
13.5m	1.5					
13.6m	1.5					
13.5m	1.5					
13.6m	1.5					
13.6m	1.5					
13.6m	1.5					
13.6m	1.5					
13.6m	1.5					
13.6m	1.5					
13.6m	1.5					
13.6m	1.5					
13.6m	1.5					
13.6m	1.5					
13.6m	1.5					
13.7m	1.5					
13.6m	1.5					
13.7m	1.5					
13.6m	1.5					
13.6m	1.5					
13.6m	1.5					
13.6m	1.5					
13.6m	1.5					
13.7m	1.5					
13.6m	1.5					
13.6m	1.5					
13.6m	1.5					
13.6m	1.5					
13.7m	1.5					
13.7m	1.5					
13.7m	1.5					
13.6m	1.5					
13.7m	1.5					
13.7m	1.5					
13.7m	1.5					
13.7m	1.5					
13.7m	1.5					
13.6m	1.5					
13.7m	1.5					
13.7m	1.5					
13.7m	1.5					
13.7m	1.5					
13.7m	1.5					
13.7m	1.5					
13.7m	1.5					
13.6m	1.5					
13.7m	1.5					
13.7m	1.5					
13.7m	1.5					
13.7m	1.5					
13.7m	1.5					
13.7m	1.5					
13.7m	1.5					
13.7m	1.5					
13.7m	1.5					
13.7m	1.5					
13.7m	1.5					
13.7m	1.5					
13.7m	1.5					
13.7m	1.5					
13.7m	1.5					
13.7m	1.5					
13.7m	1.5					
13.7m	1.5					
13.7m	1.5					
13.7m	1.5					
13.7m	1.5					
13.7m	1.5					
13.7m	1.5					
13.7m	1.5					
13.7m	1.5					
13.7m	1.5					
13.7m	1.5					
13.7m	1.5					
13.7m	1.5					
13.8m	1.5					
13.8m	1.5					
13.8m	1.5					
13.7m	1.5					
13.7m	1.5					
13.8m	1.5					
13.7m	1.5					
13.8m	1.5					
13.7m	1.5					
13.8m	1.5					
13.7m	1.5					
13.8m	1.5					
13.8m	1.5					
13.8m	1.5					
13.8m	1.5					
13.8m	1.5					
13.8m	1.5					
13.7m	1.5					
13.8m	1.5					
13.7m	1.5					
13.8m	1.5					
13.7m	1.5					
13.8m	1.5					
13.8m	1.5					
13.8m	1.5					
13.8m	1.5					
13.8m	1.5					
13.8m	1.5					
13.8m	1.5					
13.8m	1.5					
13.8m	1.5					
13.8m	1.5					
13.8m	1.5					
13.8m	1.5					
13.8m	1.5					
13.8m	1.5					
13.8m	1.5					
13.8m	1.5					
13.8m	1.5					
13.8m	1.5					
13.8m	1.5					
13.8m	1.5					
13.8m	1.5					
13.9m	1.5					
13.8m	1.5					
13.9m	1.5					
13.8m	1.5					
13.9m	1.5					
13.8m	1.5					
13.8m	1.5					
13.8m	1.5					
13.8m	1.5					
13.8m	1.5					
13.8m	1.5					
13.9m	1.5					
13.8m	1.5					
13.9m	1.5					
13.8m	1.5					
13.9m	1.5					
13.9m	1.5					
13.9m	1.5					
13.8m	1.5					
13.9m	1.5					
13.8m	1.5					
13.9m	1.5					
13.9m	1.5					
13.9m	1.5					
13.9m	1.5					
13.9m	1.5					
13.9m	1.5					
13.9m	1.5					
13.9m	1.5					
13.9m	1.5					
13.9m	1.5					
13.9m	1.5					
13.9m	1.5					
13.9m	1.5					
13.9m	1.5					
13.9m	1.5					
13.9m	1.5					
13.9m	1.5					
13.9m	1.5					
13.9m	1.5					
13.9m	1.5					
13.9m	1.5					
13.9m	1.5					
13.9m	1.5					
13.9m	1.5					
13.9m	1.5					
14m	1.5					
13.9m	1.5					
13.9m	1.5					
13.9m	1.5					
13.9m	1.5					
13.9m	1.5					
13.9m	1.5					
13.9m	1.5					
13.9m	1.5					
14m	1.5					
13.9m	1.5					
14m	1.5					
