Current (mA) - Plot 0	Flow (GPM) - Plot 0	Current (mA) - Plot 1	Flow (GPM) - Plot 1	Current (mA) - Plot 2	Flow (GPM) - Plot 2	
-21.2m	2.3					
-21.3m	2.3					
-21.3m	2.3					
-21.2m	2.3					
-21.2m	2.3					
-21.2m	2.3					
-21.2m	2.3					
-21.2m	2.3					
-21.2m	2.3					
-21.2m	2.3					
-21.2m	2.3					
-21.2m	2.3					
-21.3m	2.3					
-21.2m	2.3					
-21.2m	2.3					
-21.2m	2.3					
-21.2m	2.3					
-21.2m	2.3					
-21.2m	2.3					
-21.2m	2.3					
-21.2m	2.3					
-21.2m	2.3					
-21.2m	2.3					
-21.2m	2.3					
-21.2m	2.3					
-21.2m	2.3					
-21.2m	2.3					
-21.2m	2.3					
-21.2m	2.3					
-21.2m	2.3					
-21.2m	2.3					
-21.1m	2.3					
-21.2m	2.3					
-21.1m	2.3					
-21.2m	2.3					
-21.2m	2.3					
-21.2m	2.3					
-21.2m	2.3					
-21.1m	2.3					
-21.2m	2.3					
-21.1m	2.3					
-21.2m	2.3					
-21.2m	2.3					
-21.1m	2.3					
-21.2m	2.3					
-21.2m	2.3					
-21.2m	2.3					
-21.1m	2.3					
-21.2m	2.3					
-21.1m	2.3					
-21.1m	2.3					
-21.1m	2.3					
-21m	2.3					
-21.1m	2.3					
-21.1m	2.3					
-21.1m	2.3					
-21.1m	2.3					
-21.1m	2.3					
-21.1m	2.3					
-21.1m	2.3					
-21.1m	2.3					
-21.1m	2.3					
-21.1m	2.3					
-21.1m	2.3					
-21.1m	2.3					
-21.1m	2.3					
-21.1m	2.3					
-21.1m	2.3					
-21.1m	2.3					
-21.1m	2.3					
-21.1m	2.3					
-21.2m	2.3					
-21.1m	2.3					
-21.1m	2.3					
-21.1m	2.3					
-21.1m	2.3					
-21.1m	2.3					
-21.1m	2.3					
-21.1m	2.3					
-21.1m	2.3					
-21.1m	2.3					
-21.1m	2.3					
-21.1m	2.3					
-21.1m	2.3					
-21.1m	2.3					
-21.1m	2.3					
-21.1m	2.3					
-21.1m	2.3					
-21.1m	2.3					
-21.1m	2.3					
-21.1m	2.3					
-21m	2.3					
-21.1m	2.3					
-21m	2.3					
-21.1m	2.3					
-21m	2.3					
-21.1m	2.3					
-21m	2.3					
-21.1m	2.3					
-21m	2.3					
-21m	2.3					
-21m	2.3					
-21m	2.3					
-21m	2.3					
-21m	2.3					
-21.1m	2.3					
-21.1m	2.3					
-21m	2.3					
-21m	2.3					
-21m	2.3					
-21m	2.3					
-21m	2.3					
-21m	2.3					
-21m	2.3					
-21m	2.3					
-21m	2.3					
-21m	2.3					
-21m	2.3					
-21m	2.3					
-21m	2.3					
-21m	2.3					
-21m	2.3					
-21m	2.3					
-21m	2.3					
-21m	2.3					
-21m	2.3					
-21m	2.3					
-21m	2.3					
-21m	2.3					
-21m	2.3					
-21m	2.3					
-21m	2.3					
-21m	2.3					
-21m	2.2					
-21m	2.2					
-21m	2.3					
-20.9m	2.3					
-21m	2.3					
-20.9m	2.3					
-20.9m	2.3					
-21m	2.3					
-21m	2.3					
-21m	2.3					
-20.9m	2.2					
-21m	2.2					
-20.9m	2.2					
-21m	2.3					
-21m	2.3					
-20.9m	2.3					
-21m	2.3					
-20.9m	2.3					
-21m	2.3					
-20.9m	2.3					
-20.9m	2.3					
-20.9m	2.3					
-20.9m	2.3					
-20.9m	2.3					
-20.9m	2.3					
-20.9m	2.3					
-20.9m	2.3					
-20.9m	2.3					
-20.9m	2.3					
-20.9m	2.3					
-21m	2.3					
-20.9m	2.2					
-20.9m	2.2					
-20.8m	2.2					
-20.9m	2.3					
-20.9m	2.3					
-20.9m	2.3					
-20.9m	2.3					
-20.9m	2.3					
-20.9m	2.3					
-20.9m	2.3					
-20.9m	2.2					
-20.9m	2.2					
-20.9m	2.2					
-20.9m	2.2					
-20.9m	2.3					
-20.9m	2.3					
-20.9m	2.3					
-20.9m	2.3					
-20.8m	2.3					
-20.9m	2.3					
-20.9m	2.3					
-20.9m	2.2					
-20.9m	2.2					
-20.9m	2.2					
-20.9m	2.3					
-20.8m	2.3					
-20.9m	2.3					
-20.8m	2.3					
-20.9m	2.3					
-20.8m	2.3					
-20.9m	2.3					
-20.9m	2.2					
-20.8m	2.2					
-20.9m	2.2					
-20.8m	2.3					
-21m	2.3					
-20.8m	2.3					
-20.9m	2.3					
-20.8m	2.3					
-20.8m	2.3					
-20.9m	2.3					
-20.8m	2.3					
-20.8m	2.2					
-20.8m	2.2					
-20.8m	2.2					
-20.8m	2.3					
-20.8m	2.3					
-20.8m	2.3					
-20.7m	2.3					
-20.8m	2.3					
-20.8m	2.3					
-20.8m	2.3					
-20.8m	2.3					
-20.9m	2.2					
-20.8m	2.2					
-20.8m	2.3					
-20.8m	2.3					
-20.8m	2.3					
-20.8m	2.3					
-20.8m	2.3					
-20.8m	2.3					
-20.8m	2.3					
-20.8m	2.3					
-20.8m	2.2					
-20.8m	2.2					
-20.8m	2.2					
-20.8m	2.3					
-20.8m	2.3					
-20.7m	2.3					
-20.8m	2.3					
-20.8m	2.3					
-20.7m	2.3					
-20.7m	2.3					
-20.8m	2.2					
-20.8m	2.2					
-20.7m	2.2					
-20.8m	2.2					
-20.6m	2.3					
-20.7m	2.3					
-20.8m	2.3					
-20.8m	2.3					
-20.8m	2.3					
-20.7m	2.3					
-20.7m	2.3					
-20.7m	2.2					
-20.7m	2.2					
-20.8m	2.2					
-20.8m	2.2					
-20.8m	2.3					
-20.7m	2.3					
-20.7m	2.3					
-20.7m	2.3					
-20.7m	2.3					
-20.8m	2.3					
-20.7m	2.3					
-20.7m	2.2					
-20.6m	2.2					
-20.7m	2.2					
-20.7m	2.3					
-20.8m	2.3					
-20.7m	2.3					
-20.7m	2.3					
-20.7m	2.3					
-20.7m	2.3					
-20.7m	2.3					
-20.7m	2.2					
-20.7m	2.2					
-20.7m	2.2					
-20.7m	2.2					
-20.7m	2.3					
-20.7m	2.3					
-20.7m	2.3					
-20.6m	2.3					
-20.6m	2.3					
-20.6m	2.3					
-20.7m	2.2					
-20.7m	2.2					
-20.7m	2.2					
-20.7m	2.2					
-20.6m	2.2					
-20.7m	2.3					
-20.7m	2.3					
-20.7m	2.3					
-20.7m	2.3					
-20.6m	2.3					
-20.6m	2.3					
-20.6m	2.2					
-20.7m	2.2					
-20.7m	2.2					
-20.7m	2.2					
-20.6m	2.3					
-20.6m	2.3					
-20.6m	2.3					
-20.7m	2.3					
-20.6m	2.3					
-20.6m	2.3					
-20.7m	2.2					
-20.6m	2.2					
-20.6m	2.2					
-20.6m	2.2					
-20.6m	2.2					
-20.6m	2.3					
-20.6m	2.3					
-20.6m	2.3					
-20.6m	2.2					
-20.6m	2.2					
-20.6m	2.2					
-20.6m	2.2					
-20.6m	2.2					
-20.6m	2.2					
-20.6m	2.2					
-20.6m	2.3					
-20.6m	2.3					
-20.6m	2.3					
-20.6m	2.2					
-20.6m	2.2					
-20.6m	2.2					
-20.6m	2.2					
-20.6m	2.2					
-20.7m	2.2					
-20.6m	2.2					
-20.6m	2.2					
-20.6m	2.2					
-20.5m	2.2					
-20.6m	2.2					
-20.6m	2.2					
-20.6m	2.2					
-20.6m	2.2					
-20.6m	2.2					
-20.6m	2.2					
-20.5m	2.2					
-20.6m	2.2					
-20.6m	2.2					
-20.6m	2.2					
-20.5m	2.2					
-20.5m	2.2					
-20.6m	2.2					
-20.5m	2.2					
-20.6m	2.2					
-20.5m	2.2					
-20.5m	2.2					
-20.5m	2.2					
-20.6m	2.2					
-20.5m	2.2					
-20.5m	2.2					
-20.6m	2.2					
-20.5m	2.2					
-20.6m	2.2					
-20.5m	2.2					
-20.5m	2.2					
-20.5m	2.2					
-20.5m	2.2					
-20.5m	2.2					
-20.5m	2.2					
-20.5m	2.2					
-20.5m	2.2					
-20.6m	2.2					
-20.5m	2.2					
-20.5m	2.2					
-20.5m	2.2					
-20.5m	2.2					
-20.5m	2.2					
-20.5m	2.2					
-20.5m	2.2					
-20.5m	2.2					
-20.5m	2.2					
-20.5m	2.2					
-20.4m	2.2					
-20.5m	2.2					
-20.5m	2.2					
-20.5m	2.2					
-20.5m	2.2					
-20.5m	2.2					
-20.5m	2.2					
-20.5m	2.2					
-20.5m	2.2					
-20.5m	2.2					
-20.5m	2.2					
-20.5m	2.2					
-20.5m	2.2					
-20.5m	2.2					
-20.5m	2.2					
-20.4m	2.2					
-20.4m	2.2					
-20.5m	2.2					
-20.4m	2.2					
-20.5m	2.2					
-20.4m	2.2					
-20.4m	2.2					
-20.4m	2.2					
-20.5m	2.2					
-20.4m	2.2					
-20.5m	2.2					
-20.4m	2.2					
-20.4m	2.2					
-20.5m	2.2					
-20.4m	2.2					
-20.5m	2.2					
-20.4m	2.2					
-20.4m	2.2					
-20.4m	2.2					
-20.4m	2.2					
-20.5m	2.2					
-20.4m	2.2					
-20.4m	2.2					
-20.4m	2.2					
-20.4m	2.2					
-20.4m	2.2					
-20.4m	2.2					
-20.5m	2.2					
-20.4m	2.2					
-20.4m	2.2					
-20.4m	2.2					
-20.4m	2.2					
-20.4m	2.2					
-20.4m	2.2					
-20.4m	2.2					
-20.4m	2.2					
-20.4m	2.2					
-20.4m	2.2					
-20.4m	2.2					
-20.4m	2.2					
-20.3m	2.2					
-20.4m	2.2					
-20.3m	2.2					
-20.4m	2.2					
-20.4m	2.2					
-20.3m	2.2					
-20.4m	2.2					
-20.4m	2.2					
-20.4m	2.2					
-20.4m	2.2					
-20.3m	2.2					
-20.4m	2.2					
-20.4m	2.2					
-20.3m	2.2					
-20.4m	2.2					
-20.3m	2.2					
-20.4m	2.2					
-20.4m	2.2					
-20.3m	2.2					
-20.4m	2.2					
-20.4m	2.2					
-20.4m	2.2					
-20.4m	2.2					
-20.4m	2.2					
-20.3m	2.2					
-20.3m	2.2					
-20.3m	2.2					
-20.3m	2.2					
-20.4m	2.2					
-20.3m	2.2					
-20.3m	2.2					
-20.3m	2.2					
-20.3m	2.2					
-20.3m	2.2					
-20.3m	2.2					
-20.4m	2.2					
-20.3m	2.2					
-20.4m	2.2					
-20.3m	2.2					
-20.3m	2.2					
-20.3m	2.2					
-20.2m	2.2					
-20.3m	2.2					
-20.3m	2.2					
-20.3m	2.2					
-20.3m	2.2					
-20.3m	2.2					
-20.3m	2.2					
-20.3m	2.2					
-20.3m	2.2					
-20.3m	2.2					
-20.3m	2.2					
-20.2m	2.2					
-20.3m	2.2					
-20.3m	2.2					
-20.2m	2.2					
-20.3m	2.2					
-20.3m	2.2					
-20.3m	2.2					
-20.2m	2.2					
-20.3m	2.2					
-20.3m	2.2					
-20.3m	2.2					
-20.2m	2.2					
-20.2m	2.2					
-20.3m	2.2					
-20.2m	2.2					
-20.3m	2.2					
-20.3m	2.2					
-20.3m	2.2					
-20.2m	2.2					
-20.3m	2.2					
-20.2m	2.2					
-20.2m	2.2					
-20.3m	2.2					
-20.2m	2.2					
-20.2m	2.2					
-20.2m	2.2					
-20.2m	2.2					
-20.2m	2.2					
-20.2m	2.2					
-20.2m	2.2					
-20.2m	2.2					
-20.2m	2.2					
-20.2m	2.2					
-20.2m	2.2					
-20.2m	2.2					
-20.2m	2.2					
-20.2m	2.2					
-20.2m	2.2					
-20.2m	2.2					
-20.1m	2.2					
-20.2m	2.2					
-20.2m	2.2					
-20.2m	2.2					
-20.2m	2.2					
-20.2m	2.2					
-20.2m	2.2					
-20.1m	2.2					
-20.2m	2.2					
-20.1m	2.2					
-20.2m	2.2					
-20.2m	2.2					
-20.2m	2.2					
-20.2m	2.2					
-20.2m	2.2					
-20.2m	2.2					
-20.2m	2.2					
-20.2m	2.2					
-20.1m	2.2					
-20.2m	2.2					
-20.1m	2.2					
-20.2m	2.2					
-20.2m	2.2					
-20.1m	2.2					
-20.2m	2.2					
-20.1m	2.2					
-20.1m	2.2					
-20.1m	2.2					
-20.2m	2.2					
-20.2m	2.2					
-20.1m	2.2					
-20.1m	2.2					
-20.1m	2.2					
-20.1m	2.2					
-20.1m	2.2					
-20.1m	2.2					
-20.2m	2.2					
-20.1m	2.2					
-20.1m	2.2					
-20.1m	2.2					
-20.1m	2.2					
-20.1m	2.2					
-20.1m	2.2					
-20m	2.2					
-20.1m	2.2					
-20.1m	2.2					
-20.1m	2.2					
-20.1m	2.2					
-20.1m	2.2					
-20.1m	2.2					
-20.1m	2.2					
-20.1m	2.2					
-20.1m	2.2					
-20.1m	2.2					
-20.1m	2.2					
-20.1m	2.2					
-20.1m	2.2					
-20m	2.2					
-20.1m	2.2					
-20.1m	2.2					
-20m	2.2					
-20m	2.2					
-20.1m	2.2					
-20.1m	2.2					
-20.1m	2.2					
-20.1m	2.2					
-20.1m	2.2					
-20.1m	2.2					
-20m	2.2					
-20m	2.2					
-20.1m	2.2					
-20m	2.2					
-20.1m	2.2					
-20m	2.2					
-20.1m	2.2					
-20m	2.2					
-20m	2.2					
-20m	2.2					
-20m	2.2					
-20.1m	2.2					
-20m	2.2					
-20.1m	2.2					
-20m	2.2					
-20m	2.2					
-20m	2.2					
-20m	2.2					
-20.1m	2.2					
-20m	2.2					
-20m	2.2					
-20m	2.2					
-20m	2.2					
-20m	2.2					
-20m	2.2					
-20m	2.2					
-19.9m	2.2					
-20m	2.2					
-20m	2.2					
-20m	2.2					
-20m	2.2					
-20m	2.2					
-20m	2.2					
-20m	2.2					
-20m	2.2					
-20m	2.2					
-20m	2.2					
-20m	2.2					
-20m	2.2					
-20m	2.2					
-20m	2.2					
-20m	2.2					
-19.9m	2.2					
-20m	2.2					
-20m	2.2					
-20m	2.2					
-20m	2.2					
-20m	2.2					
-20m	2.2					
-20m	2.2					
-19.9m	2.2					
-19.9m	2.2					
-20m	2.2					
-20m	2.2					
-20m	2.2					
-19.9m	2.2					
-19.9m	2.2					
-19.9m	2.2					
-20m	2.2					
-20m	2.2					
-19.9m	2.2					
-19.9m	2.2					
-19.9m	2.2					
-19.9m	2.2					
-19.9m	2.2					
-19.9m	2.2					
-19.9m	2.2					
-20m	2.2					
-19.9m	2.2					
-19.9m	2.2					
-19.9m	2.2					
-19.9m	2.2					
-19.9m	2.2					
-19.9m	2.2					
-19.9m	2.2					
-19.9m	2.2					
-19.9m	2.2					
-19.9m	2.2					
-19.9m	2.2					
-19.9m	2.2					
-19.9m	2.2					
-19.9m	2.2					
-19.9m	2.2					
-19.9m	2.2					
-19.9m	2.2					
-19.9m	2.2					
-19.9m	2.2					
-19.9m	2.2					
-19.9m	2.2					
-19.9m	2.2					
-19.8m	2.2					
-19.9m	2.2					
-19.9m	2.2					
-19.9m	2.2					
-19.9m	2.2					
-19.9m	2.2					
-19.9m	2.2					
-19.8m	2.2					
-19.9m	2.2					
-19.9m	2.2					
-19.8m	2.2					
-19.9m	2.2					
-19.8m	2.2					
-19.8m	2.2					
-19.9m	2.2					
-19.8m	2.2					
-19.9m	2.2					
-19.8m	2.2					
-19.8m	2.2					
-19.8m	2.2					
-19.8m	2.2					
-19.8m	2.2					
-19.8m	2.2					
-19.8m	2.2					
-19.8m	2.2					
-19.8m	2.2					
-19.8m	2.2					
-19.8m	2.2					
-19.8m	2.2					
-19.8m	2.2					
-19.9m	2.2					
-19.8m	2.2					
-19.8m	2.2					
-19.8m	2.2					
-19.9m	2.2					
-19.8m	2.2					
-19.8m	2.2					
-19.8m	2.2					
-19.8m	2.2					
-19.8m	2.2					
-19.8m	2.2					
-19.8m	2.2					
-19.8m	2.2					
-19.8m	2.2					
-19.8m	2.1					
-19.8m	2.1					
-19.8m	2.1					
-19.8m	2.2					
-19.8m	2.2					
-19.8m	2.2					
-19.8m	2.2					
-19.8m	2.1					
-19.7m	2.1					
-19.8m	2.1					
-19.8m	2.2					
-19.8m	2.2					
-19.8m	2.2					
-19.7m	2.2					
-19.8m	2.2					
-19.8m	2.2					
-19.8m	2.2					
-19.8m	2.2					
-19.8m	2.2					
-19.8m	2.2					
-19.8m	2.2					
-19.8m	2.2					
-19.8m	2.2					
-19.7m	2.2					
-19.7m	2.2					
-19.8m	2.2					
-19.7m	2.2					
-19.7m	2.2					
-19.7m	2.2					
-19.7m	2.1					
-19.7m	2.1					
-19.7m	2.1					
-19.8m	2.2					
-19.7m	2.2					
-19.8m	2.2					
-19.7m	2.2					
-19.8m	2.2					
-19.7m	2.2					
-19.7m	2.2					
-19.7m	2.2					
-19.7m	2.1					
-19.7m	2.1					
-19.8m	2.1					
-19.7m	2.2					
-19.7m	2.2					
-19.7m	2.2					
-19.7m	2.2					
-19.7m	2.2					
-19.7m	2.2					
-19.7m	2.2					
-19.7m	2.2					
-19.7m	2.1					
-19.7m	2.1					
-19.6m	2.1					
-19.7m	2.1					
-19.7m	2.2					
-19.7m	2.2					
-19.7m	2.2					
-19.6m	2.2					
-19.7m	2.2					
-19.7m	2.2					
-19.7m	2.2					
-19.6m	2.1					
-19.6m	2.1					
-19.6m	2.1					
-19.6m	2.1					
-19.8m	2.2					
-19.6m	2.2					
-19.7m	2.2					
-19.6m	2.2					
-19.7m	2.1					
-19.7m	2.1					
-19.7m	2.1					
-19.7m	2.1					
-19.6m	2.1					
-19.6m	2.1					
-19.6m	2.1					
-19.6m	2.1					
-19.7m	2.2					
-19.7m	2.2					
-19.6m	2.1					
-19.6m	2.1					
-19.7m	2.1					
-19.6m	2.1					
-19.7m	2.1					
-19.6m	2.1					
-19.6m	2.1					
-19.6m	2.1					
-19.6m	2.2					
-19.6m	2.2					
-19.6m	2.2					
-19.6m	2.2					
-19.6m	2.1					
-19.6m	2.1					
-19.6m	2.1					
-19.6m	2.1					
-19.6m	2.1					
-19.6m	2.1					
-19.6m	2.1					
-19.6m	2.2					
-19.6m	2.2					
-19.6m	2.2					
-19.6m	2.2					
-19.6m	2.1					
-19.6m	2.1					
-19.6m	2.1					
-19.5m	2.1					
-19.5m	2.1					
-19.5m	2.1					
-19.5m	2.1					
-19.5m	2.2					
-19.5m	2.2					
-19.5m	2.2					
-19.6m	2.2					
-19.6m	2.1					
-19.6m	2.1					
-19.6m	2.1					
-19.5m	2.1					
-19.6m	2.2					
-19.5m	2.2					
-19.6m	2.2					
-19.5m	2.2					
-19.5m	2.1					
-19.6m	2.1					
-19.5m	2.1					
-19.6m	2.1					
-19.5m	2.1					
-19.5m	2.1					
-19.5m	2.1					
-19.5m	2.1					
-19.5m	2.1					
-19.5m	2.1					
-19.6m	2.1					
-19.5m	2.1					
-19.6m	2.1					
-19.5m	2.1					
-19.5m	2.1					
-19.5m	2.1					
-19.5m	2.1					
-19.5m	2.1					
-19.5m	2.2					
-19.5m	2.2					
-19.5m	2.2					
-19.5m	2.1					
-19.5m	2.1					
-19.5m	2.1					
-19.5m	2.1					
-19.5m	2.1					
-19.5m	2.1					
-19.5m	2.1					
-19.5m	2.1					
-19.5m	2.2					
-19.5m	2.2					
-19.5m	2.2					
-19.5m	2.1					
-19.6m	2.1					
-19.5m	2.1					
-19.5m	2.1					
-19.5m	2.1					
-19.5m	2.1					
-19.5m	2.1					
-19.5m	2.1					
-19.5m	2.1					
-19.5m	2.2					
-19.5m	2.2					
-19.5m	2.2					
-19.5m	2.1					
-19.5m	2.1					
-19.5m	2.1					
-19.5m	2.1					
-19.4m	2.1					
-19.4m	2.1					
-19.5m	2.1					
-19.5m	2.1					
-19.4m	2.1					
-19.5m	2.1					
-19.4m	2.1					
-19.5m	2.1					
-19.4m	2.1					
-19.4m	2.1					
-19.5m	2.1					
-19.4m	2.1					
-19.4m	2.1					
-19.4m	2.1					
-19.5m	2.1					
-19.4m	2.1					
-19.4m	2.1					
-19.5m	2.1					
-19.4m	2.1					
-19.4m	2.1					
-19.4m	2.1					
-19.5m	2.1					
-19.3m	2.2					
-19.4m	2.2					
-19.4m	2.2					
-19.4m	2.1					
-19.4m	2.1					
-19.3m	2.1					
-19.4m	2.1					
-19.4m	2.1					
-19.4m	2.1					
-19.4m	2.1					
-19.4m	2.1					
-19.4m	2.1					
-19.4m	2.1					
-19.4m	2.1					
-19.4m	2.1					
-19.4m	2.1					
-19.4m	2.1					
-19.4m	2.1					
-19.3m	2.1					
-19.3m	2.1					
-19.4m	2.1					
-19.3m	2.1					
-19.4m	2.1					
-19.3m	2.1					
-19.3m	2.1					
-19.4m	2.1					
-19.4m	2.1					
-19.4m	2.1					
-19.3m	2.1					
-19.4m	2.1					
-19.3m	2.1					
-19.4m	2.1					
-19.3m	2.1					
-19.3m	2.1					
-19.4m	2.1					
-19.3m	2.1					
-19.4m	2.1					
-19.4m	2.1					
-19.4m	2.1					
-19.4m	2.1					
-19.3m	2.1					
-19.3m	2.1					
-19.3m	2.1					
-19.4m	2.1					
-19.3m	2.1					
-19.3m	2.1					
-19.3m	2.1					
-19.3m	2.1					
-19.3m	2.1					
-19.3m	2.1					
-19.3m	2.1					
-19.3m	2.1					
-19.3m	2.1					
-19.3m	2.1					
-19.3m	2.1					
-19.3m	2.1					
-19.3m	2.1					
-19.3m	2.1					
-19.2m	2.1					
-19.3m	2.1					
-19.3m	2.1					
-19.3m	2.1					
-19.3m	2.1					
-19.3m	2.1					
-19.3m	2.1					
-19.3m	2.1					
-19.3m	2.1					
-19.3m	2.1					
-19.3m	2.1					
-19.3m	2.1					
-19.3m	2.1					
-19.2m	2.1					
-19.3m	2.1					
-19.3m	2.1					
-19.3m	2.1					
-19.3m	2.1					
-19.2m	2.1					
-19.2m	2.1					
-19.2m	2.1					
-19.3m	2.1					
-19.2m	2.1					
-19.3m	2.1					
-19.2m	2.1					
-19.2m	2.1					
-19.3m	2.1					
-19.2m	2.1					
-19.2m	2.1					
-19.2m	2.1					
-19.3m	2.1					
-19.2m	2.1					
-19.3m	2.1					
-19.2m	2.1					
-19.2m	2.1					
-19.2m	2.1					
-19.2m	2.1					
-19.2m	2.1					
-19.2m	2.1					
-19.3m	2.1					
-19.1m	2.1					
-19.3m	2.1					
-19.2m	2.1					
-19.2m	2.1					
-19.2m	2.1					
-19.2m	2.1					
-19.2m	2.1					
-19.2m	2.1					
-19.2m	2.1					
-19.2m	2.1					
-19.2m	2.1					
-19.2m	2.1					
-19.2m	2.1					
-19.2m	2.1					
-19.2m	2.1					
-19.2m	2.1					
-19.1m	2.1					
-19.2m	2.1					
-19.2m	2.1					
-19.2m	2.1					
-19.2m	2.1					
-19.2m	2.1					
-19.2m	2.1					
-19.2m	2.1					
-19.2m	2.1					
-19.2m	2.1					
-19.1m	2.1					
-19.2m	2.1					
-19.1m	2.1					
-19.2m	2.1					
-19.1m	2.1					
-19.2m	2.1					
-19.1m	2.1					
-19.2m	2.1					
-19.2m	2.1					
-19.2m	2.1					
-19.2m	2.1					
-19.1m	2.1					
-19.2m	2.1					
-19.2m	2.1					
-19.1m	2.1					
-19.1m	2.1					
-19.1m	2.1					
-19.1m	2.1					
-19.1m	2.1					
-19.1m	2.1					
-19.1m	2.1					
-19.1m	2.1					
-19.1m	2.1					
-19.1m	2.1					
-19m	2.1					
-19.1m	2.1					
-19.1m	2.1					
-19.1m	2.1					
-19.1m	2.1					
-19.1m	2.1					
-19.1m	2.1					
-19m	2.1					
-19.1m	2.1					
-19.1m	2.1					
-19.1m	2.1					
-19.1m	2.1					
-19.1m	2.1					
-19.1m	2.1					
-19.1m	2.1					
-19.1m	2.1					
-19m	2.1					
-19.1m	2.1					
-19.1m	2.1					
-19.1m	2.1					
-19.1m	2.1					
-19.1m	2.1					
-19.1m	2.1					
-19m	2.1					
-19.1m	2.1					
-19m	2.1					
-19.1m	2.1					
-19m	2.1					
-19m	2.1					
-19.1m	2.1					
-19m	2.1					
-19.1m	2.1					
-19m	2.1					
-19.1m	2.1					
-19.1m	2.1					
-19m	2.1					
-19.1m	2.1					
-19m	2.1					
-19m	2.1					
-19m	2.1					
-19m	2.1					
-19.1m	2.1					
-19m	2.1					
-19m	2.1					
-19m	2.1					
-19m	2.1					
-19m	2.1					
-19m	2.1					
-19m	2.1					
-19m	2.1					
-19m	2.1					
-19m	2.1					
-19m	2.1					
-19m	2.1					
-19m	2.1					
-19m	2.1					
-19m	2.1					
-19m	2.1					
-19m	2.1					
-19m	2.1					
-19m	2.1					
-18.9m	2.1					
-19m	2.1					
-19m	2.1					
-19m	2.1					
-18.9m	2.1					
-19m	2.1					
-19m	2.1					
-18.9m	2.1					
-19m	2.1					
-18.9m	2.1					
-19m	2.1					
-18.9m	2.1					
-19m	2.1					
-19m	2.1					
-18.9m	2.1					
-19m	2.1					
-18.9m	2.1					
-18.9m	2.1					
-18.9m	2.1					
-18.9m	2.1					
-19m	2.1					
-19m	2.1					
-18.9m	2.1					
-19m	2.1					
-18.9m	2.1					
-18.9m	2.1					
-19m	2.1					
-18.9m	2.1					
-19m	2.1					
-18.9m	2.1					
-18.9m	2.1					
-19m	2.1					
-18.9m	2.1					
-19m	2.1					
-18.9m	2.1					
-18.9m	2.1					
-18.9m	2.1					
-18.9m	2.1					
-18.9m	2.1					
-18.9m	2.1					
-18.9m	2.1					
-18.9m	2.1					
-18.9m	2.1					
-18.9m	2.1					
-18.9m	2.1					
-18.9m	2.1					
-18.9m	2.1					
-18.9m	2.1					
-18.9m	2.1					
-18.9m	2.1					
-18.9m	2.1					
-18.9m	2.1					
-18.9m	2.1					
-18.9m	2.1					
-18.8m	2.1					
-18.9m	2.1					
-18.9m	2.1					
-18.9m	2.1					
-18.8m	2.1					
-18.9m	2.1					
-18.9m	2.1					
-18.8m	2.1					
-18.9m	2.1					
-18.8m	2.1					
-18.9m	2.1					
-18.9m	2.1					
-18.9m	2.1					
-18.9m	2.1					
-18.9m	2.1					
-18.9m	2.1					
-18.8m	2.1					
-18.9m	2.1					
-18.8m	2.1					
-18.9m	2.1					
-18.9m	2.1					
-18.8m	2.1					
-18.8m	2.1					
-18.8m	2.1					
-18.9m	2.1					
-18.8m	2.1					
-18.9m	2.1					
-18.9m	2.1					
-18.8m	2.1					
-18.9m	2.1					
-18.8m	2.1					
-18.8m	2.1					
-18.8m	2.1					
-18.8m	2.1					
-18.8m	2.1					
-18.8m	2.1					
-18.8m	2.1					
-18.8m	2.1					
-18.8m	2.1					
-18.8m	2.1					
-18.8m	2.1					
-18.8m	2.1					
-18.8m	2.1					
-18.8m	2.1					
-18.8m	2.1					
-18.8m	2.1					
-18.8m	2.1					
-18.8m	2.1					
-18.8m	2.1					
-18.8m	2.1					
-18.8m	2.1					
-18.8m	2.1					
-18.8m	2.1					
-18.7m	2.1					
-18.8m	2.1					
-18.8m	2.1					
-18.8m	2.1					
-18.8m	2.1					
-18.7m	2.1					
-18.8m	2.1					
-18.8m	2.1					
-18.7m	2.1					
-18.8m	2.1					
-18.7m	2.1					
-18.8m	2.1					
-18.8m	2.1					
-18.7m	2.1					
-18.7m	2.1					
-18.7m	2.1					
-18.8m	2.1					
-18.7m	2.1					
-18.7m	2.1					
-18.7m	2.1					
-18.7m	2.1					
-18.7m	2.1					
-18.8m	2.1					
-18.7m	2.1					
-18.8m	2.1					
-18.7m	2.1					
-18.7m	2.1					
-18.7m	2.1					
-18.8m	2.1					
-18.7m	2.1					
-18.8m	2.1					
-18.7m	2.1					
-18.7m	2.1					
-18.7m	2.1					
-18.7m	2.1					
-18.7m	2.1					
-18.7m	2.1					
-18.7m	2.1					
-18.7m	2.1					
-18.7m	2.1					
-18.7m	2.1					
-18.7m	2.1					
-18.6m	2.1					
-18.6m	2.1					
-18.6m	2					
-18.6m	2					
-18.7m	2					
-18.7m	2.1					
-18.7m	2.1					
-18.7m	2.1					
-18.7m	2.1					
-18.7m	2.1					
-18.7m	2.1					
-18.7m	2.1					
-18.6m	2.1					
-18.7m	2					
-18.6m	2					
-18.6m	2					
-18.7m	2					
-18.6m	2.1					
-18.7m	2.1					
-18.6m	2.1					
-18.6m	2.1					
-18.6m	2.1					
-18.7m	2.1					
-18.6m	2.1					
-18.7m	2.1					
