Pressure (psi) - Plot 0	Flow (GPM) - Plot 0	Pressure (psi) - Plot 1	Flow (GPM) - Plot 1	Pressure (psi) - Plot 2	Flow (GPM) - Plot 2	
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.5k	3					
1.4k	3					
1.4k	3					
1.4k	3.1					
1.4k	3.1					
1.4k	3					
1.5k	3					
1.5k	3					
1.4k	3					
1.4k	3					
1.4k	3					
1.5k	3					
1.5k	3					
1.5k	3					
1.5k	3					
1.5k	3					
1.5k	3.1					
1.5k	3.1					
1.5k	3					
1.5k	3					
1.5k	3					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3					
1.5k	3					
1.5k	3					
1.5k	3					
1.5k	3					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3					
1.5k	3					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.2					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.2					
1.5k	3.2					
1.5k	3.2					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.2					
1.5k	3.2					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.2					
1.5k	3.2					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.6k	3.1					
1.5k	3.1					
1.5k	3.2					
1.5k	3.2					
1.5k	3.1					
1.5k	3.1					
1.6k	3.1					
1.6k	3.1					
1.5k	3.1					
1.5k	3.2					
1.5k	3.2					
1.5k	3.2					
1.6k	3.1					
1.6k	3.1					
1.6k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.6k	3.1					
1.5k	3.1					
1.5k	3.2					
1.5k	3.2					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.6k	3.1					
1.6k	3.1					
1.5k	3.2					
1.5k	3.2					
1.5k	3.2					
1.5k	3.2					
1.6k	3.1					
1.6k	3.1					
1.5k	3.1					
1.5k	3.2					
1.5k	3.2					
1.5k	3.2					
1.5k	3.1					
1.6k	3.1					
1.6k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.6k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.6k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.6k	3.1					
1.6k	3.1					
1.5k	3.2					
1.5k	3.2					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.2					
1.6k	3.2					
1.6k	3.1					
1.5k	3.1					
1.5k	3.2					
1.5k	3.2					
1.5k	3.2					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.2					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.6k	3.1					
1.5k	3.1					
1.5k	3.2					
1.5k	3.2					
1.5k	3.1					
1.5k	3.1					
1.6k	3.1					
1.6k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.6k	3.1					
1.6k	3.1					
1.6k	3.1					
1.5k	3.1					
1.5k	3.1					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.5k	3.2					
1.5k	3.2					
1.5k	3.2					
1.5k	3.1					
1.6k	3.1					
1.6k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.1					
1.6k	3.1					
1.6k	3.1					
1.6k	3.1					
1.5k	3.2					
1.5k	3.2					
1.5k	3.2					
1.5k	3.2					
1.5k	3.1					
1.6k	3.1					
1.5k	3.1					
1.5k	3.1					
1.5k	3.2					
1.5k	3.1					
1.6k	3.1					
1.6k	3.1					
1.6k	3.1					
1.6k	3.1					
1.6k	3.1					
1.6k	3.2					
1.6k	3.2					
1.6k	3.1					
1.6k	3.1					
1.6k	3.1					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
1.6k	3.2					
