Pressure (psi) - Plot 0	Flow (GPM) - Plot 0	Pressure (psi) - Plot 1	Flow (GPM) - Plot 1	Pressure (psi) - Plot 2	Flow (GPM) - Plot 2	
565.6	1.9					
565	1.9					
567.1	1.9					
566.3	1.9					
566.2	1.9					
565.4	1.9					
566.5	1.9					
565.8	1.9					
567.6	1.9					
567.8	1.9					
567.8	1.9					
566.8	1.9					
568	1.9					
567.7	1.9					
568	1.9					
568.5	1.9					
568.8	1.9					
567.6	1.9					
567.5	1.9					
567.5	1.9					
568.2	1.9					
568.9	1.9					
570	1.9					
569.7	1.9					
569.4	1.9					
569.4	1.9					
569.5	1.9					
569.9	1.9					
571.1	1.9					
571.4	1.9					
570.6	1.9					
571.1	1.9					
571.7	1.9					
572.7	1.9					
573.6	1.9					
575.5	1.9					
574.7	1.9					
575.1	1.9					
575.1	1.9					
576	1.9					
576.3	1.9					
578	1.9					
577.7	1.9					
578	1.9					
577.5	1.9					
579.2	1.9					
579	1.9					
580.7	1.9					
580.7	1.9					
581	1.9					
579.9	1.9					
581	1.9					
580.4	1.9					
580.9	1.9					
580.8	1.9					
581.6	1.9					
580.4	1.9					
580.9	1.9					
580.7	1.9					
581.7	1.9					
581.7	1.9					
582.7	1.9					
581.8	1.9					
582.4	1.9					
582.1	1.9					
583.2	1.9					
582.9	1.9					
585	1.9					
584.5	1.9					
584.3	1.9					
583.3	1.9					
584.3	1.9					
584	1.9					
585.2	1.9					
585.3	1.9					
585.9	1.9					
585.4	1.9					
586.6	1.9					
586.6	1.9					
588.2	1.9					
588.8	1.9					
589.5	1.9					
588.1	1.9					
588.5	1.9					
588.1	1.9					
588.8	1.9					
588.7	1.9					
589.7	1.9					
588.2	1.9					
588.3	1.9					
587.8	1.9					
588.5	1.9					
588.2	1.9					
589.8	1.9					
588.5	1.9					
588.5	1.9					
587.9	1.9					
588.7	1.9					
587	1.9					
588.5	1.9					
587.7	1.9					
587.7	1.9					
586.4	1.9					
587.6	1.9					
586.8	1.9					
588.3	1.9					
588.5	1.9					
589.2	1.9					
587.5	1.9					
588.8	1.9					
588.3	1.9					
589.4	1.9					
589.9	1.9					
591.6	1.9					
590.1	1.9					
591.2	1.9					
590.9	1.9					
591.6	1.9					
591.4	1.9					
593.1	1.9					
591.7	1.9					
591.9	1.9					
590.9	1.9					
592	1.9					
591.2	1.9					
593.6	1.9					
593.6	1.9					
593.4	1.9					
592.2	1.9					
593.3	1.9					
592.6	1.9					
593.3	1.9					
593.1	1.9					
593.4	1.9					
592	1.9					
592.5	1.9					
592.1	1.9					
593.1	1.9					
593.6	1.9					
594.4	1.9					
593.2	1.9					
593.8	1.9					
593	1.9					
593.4	1.9					
593.4	1.9					
594.7	1.9					
593.3	1.9					
593.6	1.9					
593.1	1.9					
593.8	1.9					
593.5	1.9					
595.4	1.9					
595	1.9					
594.6	1.9					
594.1	1.9					
594.7	1.9					
594	1.9					
595	1.9					
595.3	1.9					
594.9	1.9					
594	1.9					
594.5	1.9					
593.9	1.9					
594.1	1.9					
594.3	1.9					
594.4	1.9					
592.9	1.9					
593.3	1.9					
593.4	1.9					
594.1	1.9					
594.6	1.9					
596	1.9					
595.1	1.9					
594.5	1.9					
594.5	1.9					
595.3	1.9					
594.7	1.9					
596.2	1.9					
595.6	1.9					
594.8	1.9					
594.2	1.9					
594.9	1.9					
594.6	1.9					
595.6	1.9					
596.1	1.9					
596.1	1.9					
595.2	1.9					
595.7	1.9					
595.7	1.9					
595.9	1.9					
596.3	1.9					
596.4	1.9					
595.2	1.9					
594.7	1.9					
594.2	1.9					
594.7	1.9					
595.2	1.9					
595.8	1.9					
595	1.9					
594.6	1.9					
594.5	1.9					
595.2	1.9					
595	1.9					
595.4	1.9					
595.7	1.9					
595.2	1.9					
594.8	1.9					
595.2	1.9					
595.5	1.9					
595.8	1.9					
596.4	1.9					
595.6	1.9					
595.1	1.9					
595.3	1.9					
596.3	1.9					
596.8	1.9					
598.2	1.9					
598.3	1.9					
598.1	1.9					
597.8	1.9					
598.5	1.9					
598.3	1.9					
599.7	1.9					
599.7	1.9					
599.6	1.9					
598.5	1.9					
598.9	1.9					
598.2	1.9					
599	1.9					
599.8	1.9					
600.5	1.9					
599	1.9					
599.6	1.9					
599.5	1.9					
600.3	1.9					
600.3	1.9					
602.4	1.9					
600.8	1.9					
601	1.9					
600	1.9					
601.2	1.9					
600.4	1.9					
602.5	1.9					
601.3	1.9					
601.5	1.9					
600.3	1.9					
601.6	1.9					
600.6	1.9					
602.7	1.9					
602.4	1.9					
602.4	1.9					
600.9	1.9					
602.1	1.9					
600.7	1.9					
602.2	1.9					
602.1	1.9					
603	1.9					
600.8	1.9					
601.6	1.9					
600.8	1.9					
601.9	1.9					
601.4	1.9					
603	1.9					
601.5	1.9					
602.3	1.9					
601.5	1.9					
602.9	1.9					
602.5	1.9					
604.7	1.9					
603.8	1.9					
604.1	1.9					
603.1	1.9					
603.9	1.9					
602.9	1.9					
604.8	1.9					
605	1.9					
605	1.9					
604.8	1.9					
606	1.9					
606	1.9					
607.2	1.9					
607.3	1.9					
607.3	1.9					
606.6	1.9					
606.6	2					
606.8	2					
607.2	2					
607.9	2					
608.4	2					
607.3	2					
606.9	2					
607	2					
606.9	2					
607.2	2					
608	2					
607.9	2					
607	2					
606.6	2					
606.9	2					
607.5	2					
607.9	2					
608.3	2					
606.8	2					
606.7	2					
606.7	2					
607.8	2					
607.9	2					
609.7	2					
608.6	2					
608.7	2					
607.5	2					
608.7	2					
608.2	2					
610.4	2					
610	2					
610.3	2					
609.5	2					
610.5	2					
609.1	2					
610.6	2					
610.4	2					
610.7	2					
608.6	2					
609.3	2					
609	2					
610.2	2					
610.3	2					
611.3	2					
609.5	2					
610.5	2					
609.8	2					
611.3	2					
611.2	2					
612.8	2					
611.1	2					
611.2	2					
610.6	2					
611.8	2					
611.4	2					
613.2	2					
613.1	2					
613	2					
612.2	2					
612.9	2					
612.7	2					
613.8	2					
614.3	2					
613.8	2					
613.1	2					
613.3	2					
613.9	2					
613.9	2					
615.1	2					
615.4	2					
614.7	2					
614.2	2					
615.1	2					
614.7	2					
615.5	2					
615.7	2					
615.9	2					
614.5	2					
615.9	2					
615.3	2					
616.3	2					
616	2					
617.1	2					
615.2	2					
615.8	2					
615.1	2					
615.7	2					
615.3	2					
617.3	2					
615.7	2					
615.8	2					
614.9	2					
616.3	2					
615.6	2					
618	2					
616.9	2					
616.7	2					
616.1	2					
616.9	2					
616.2	2					
617.5	2					
617.4	2					
617.6	2					
616.6	2					
617.1	2					
617.2	2					
617.5	2					
618.3	2					
618.6	2					
617.6	2					
617.2	2					
617.5	2					
617.2	2					
618.1	2					
618.5	2					
618.1	2					
617	2					
618.1	2					
618.1	2					
619.3	2					
619.8	2					
620.8	2					
619.4	2					
620.2	2					
620.2	2					
621	2					
620.4	2					
622.1	2					
620	2					
620.3	2					
620	2					
621.4	2					
620.7	2					
622.9	2					
622.6	2					
622.7	2					
621.9	2					
622.9	2					
622.5	2					
623.4	2					
623.5	2					
623.5	2					
622.5	2					
622.8	2					
623.4	2					
624.2	2					
625.2	2					
624.9	2					
624	2					
623.3	2					
624.2	2					
623.5	2					
624.6	2					
624.4	2					
624.3	2					
622.3	2					
624	2					
623.7	2					
625.2	2					
625	2					
626.6	2					
624.8	2					
626.1	2					
625.7	2					
627.5	2					
626.9	2					
628.9	2					
627.8	2					
628.7	2					
628.1	2					
629.1	2					
629.6	2					
632	2					
631.9	2					
631.5	2					
631.6	2					
632	2					
632.6	2					
633.5	2					
635.1	2					
634.7	2					
635.3	2					
635.2	2					
636.9	2					
636.8	2					
639.3	2					
638.6	2					
639.3	2					
638.1	2					
639.7	2					
639.1	2					
641.4	2					
641.2	2					
640.9	2					
640.2	2					
640.9	2					
640.5	2					
640.5	2					
641.8	2					
641.9	2					
641.3	2					
640.7	2					
641.4	2					
640.8	2					
642.4	2					
642.2	2					
642.9	2					
641.8	2					
642.8	2					
642.5	2					
643.9	2					
644.2	2					
645.7	2					
644.3	2					
645.6	2					
646.1	2					
646.7	2					
647.6	2					
648.3	2					
648	2					
646.9	2					
648.1	2					
647.7	2					
649.4	2					
649.6	2					
650.8	2					
648.7	2					
650.3	2					
649.4	2					
650.8	2					
650.1	2					
652	2					
650	2					
650.3	2					
649.8	2					
650.5	2					
650	2					
651.3	2					
651.4	2					
649.9	2					
649.7	2					
649.3	2					
649.8	2					
649.8	2					
651.2	2					
649.2	2					
649.7	2					
648.6	2					
649.8	2					
648.4	2					
650.4	2					
649.5	2					
649.4	2					
648.2	2					
649.1	2					
648.9	2					
650.3	2					
650.8	2					
650.3	2					
650.2	2					
650	2					
651.3	2					
651	2					
652.8	2					
651.9	2					
652	2					
650.6	2					
652.2	2					
651.4	2					
653.5	2					
653.5	2					
653.4	2					
652.6	2					
653.3	2					
653.4	2					
653.5	2					
654.7	2					
654	2					
653.4	2					
652.3	2					
653.7	2					
652.5	2					
654.6	2					
654.4	2					
654.1	2					
651.9	2					
652.9	2					
651.7	2					
653.1	2					
653	2					
653.7	2					
651.6	2					
651.7	2					
651.4	2					
651.7	2					
652.7	2					
653	2					
652.6	2					
651.3	2					
652.3	2					
651.2	2					
652.7	2					
652.9	2					
653.9	2					
651.3	2					
652.4	2					
651.7	2					
652.6	2					
652.4	2					
654	2					
652.1	2					
652.3	2					
652	2					
652.7	2					
652.7	2					
653.7	2					
654.1	2					
652.9	2					
653.4	2					
653.2	2					
654.5	2					
654	2					
655.6	2					
653.9	2					
654.2	2					
653.2	2					
654.2	2					
654.1	2					
655.8	2					
655	2					
654.8	2					
654.5	2					
654.8	2					
655	2					
655.6	2					
656.9	2					
655.2	2					
655.4	2					
654.8	2					
655.6	2					
655	2					
656.8	2					
655.6	2					
655.7	2					
654.7	2					
656.3	2					
655.9	2					
657.1	2					
657.5	2					
656.5	2					
656.5	2					
656.7	2					
657.5	2					
656.8	2					
658.8	2					
657.4	2					
657.4	2					
656.1	2					
658.7	2					
658.3	2					
660.8	2					
660.1	2					
660.9	2					
660.1	2					
660.8	2					
660.5	2					
661.5	2					
662.9	2					
661.9	2					
661.5	2					
660.9	2					
662.6	2					
661.2	2					
663.6	2					
663	2					
664	2					
662.1	2					
663.1	2					
662	2					
663.4	2					
664.2	2					
664.4	2					
663.5	2					
663.3	2					
664.1	2					
663.5	2					
665	2					
664.9	2					
664.9	2					
663.2	2					
665.1	2					
664.8	2					
666.5	2					
666.9	2					
667.5	2					
666.3	2					
666.7	2					
666.4	2					
666.6	2					
668	2					
668.5	2					
668	2					
667.1	2					
668.5	2.1					
668.2	2.1					
669.6	2.1					
669.7	2.1					
670.7	2.1					
668.9	2.1					
669.6	2.1					
669.9	2.1					
670.5	2.1					
671.5	2.1					
671.7	2.1					
671.5	2.1					
670.4	2.1					
671.4	2.1					
670.6	2.1					
673	2.1					
672.6	2.1					
673.3	2.1					
671.3	2.1					
672.2	2.1					
672	2.1					
672.4	2.1					
673.3	2.1					
674.1	2.1					
673.4	2.1					
671.7	2.1					
673	2.1					
672.5	2.1					
673.8	2.1					
673.7	2.1					
674.9	2.1					
672.6	2.1					
673.7	2.1					
673.4	2.1					
674.4	2.1					
674.8	2.1					
675.8	2.1					
675	2.1					
674.8	2.1					
675.1	2.1					
674.7	2.1					
676.2	2.1					
676	2.1					
676.5	2.1					
674.6	2.1					
675.7	2.1					
674.8	2.1					
675.8	2.1					
676.5	2.1					
677.1	2.1					
675.7	2.1					
675.9	2.1					
676	2.1					
676.3	2.1					
677.5	2.1					
677.3	2.1					
677.5	2.1					
675.4	2.1					
676	2.1					
675.2	2.1					
676.3	2.1					
676.2	2.1					
677.2	2.1					
675.5	2.1					
675.2	2.1					
675.7	2.1					
675.5	2.1					
676.5	2.1					
676.5	2.1					
677.5	2.1					
675.5	2.1					
676.6	2.1					
675.9	2.1					
677.3	2.1					
677.1	2.1					
678.2	2.1					
676.7	2.1					
676.5	2.1					
676.7	2.1					
676.8	2.1					
677.7	2.1					
677.7	2.1					
678.6	2.1					
676.7	2.1					
677.9	2.1					
677.1	2.1					
678.4	2.1					
678	2.1					
679.1	2.1					
677.2	2.1					
677.2	2.1					
676.7	2.1					
677.3	2.1					
678.1	2.1					
678.5	2.1					
678.7	2.1					
676.8	2.1					
677.9	2.1					
677.4	2.1					
678.6	2.1					
678.6	2.1					
679.6	2.1					
677.4	2.1					
677.8	2.1					
677.2	2.1					
677.3	2.1					
677.7	2.1					
678.5	2.1					
679	2.1					
677.8	2.1					
678.7	2.1					
678.4	2.1					
679.8	2.1					
679.3	2.1					
680.9	2.1					
679	2.1					
678.8	2.1					
678.2	2.1					
679	2.1					
679.4	2.1					
679.9	2.1					
679.8	2.1					
678.2	2.1					
679	2.1					
678.3	2.1					
679.7	2.1					
679.8	2.1					
681.2	2.1					
679.4	2.1					
679.6	2.1					
680	2.1					
680.3	2.1					
681.5	2.1					
681.9	2.1					
682.5	2.1					
680.7	2.1					
682	2.1					
681.7	2.1					
683.4	2.1					
683.5	2.1					
684.8	2.1					
683.5	2.1					
683.9	2.1					
684.3	2.1					
684.5	2.1					
685.6	2.1					
685.6	2.1					
685.8	2.1					
684	2.1					
685.6	2.1					
684.8	2.1					
686.1	2.1					
686.5	2.1					
687.9	2.1					
686.1	2.1					
685.7	2.1					
685.5	2.1					
685.3	2.1					
686.6	2.1					
686.6	2.1					
687.6	2.1					
685.5	2.1					
687	2.1					
686.2	2.1					
687.5	2.1					
687.1	2.1					
688.2	2.1					
686.1	2.1					
685.6	2.1					
685.7	2.1					
685.6	2.1					
686.5	2.1					
686.4	2.1					
687.7	2.1					
685.8	2.1					
686.9	2.1					
686.8	2.1					
688.7	2.1					
689.5	2.1					
690.4	2.1					
689.2	2.1					
689.5	2.1					
690	2.1					
689.7	2.1					
691.3	2.1					
691.7	2.1					
692.4	2.1					
690.6	2.1					
691.9	2.1					
692.2	2.1					
693.2	2.1					
694.2	2.1					
694.6	2.1					
694.7	2.1					
693.6	2.1					
694.6	2.1					
693.7	2.1					
695.1	2.1					
694.6	2.1					
695.2	2.1					
693.7	2.1					
694.3	2.1					
694.7	2.1					
694.7	2.1					
696.4	2.1					
696.5	2.1					
696.5	2.1					
695.2	2.1					
696.5	2.1					
695.3	2.1					
696.3	2.1					
696.4	2.1					
696.3	2.1					
694.8	2.1					
695	2.1					
695.4	2.1					
694.2	2.1					
696.1	2.1					
695.4	2.1					
695.5	2.1					
693.4	2.1					
695.2	2.1					
694.6	2.1					
696	2.1					
696.2	2.1					
696.3	2.1					
695.5	2.1					
695.1	2.1					
696.3	2.1					
695.7	2.1					
698.1	2.1					
697.2	2.1					
697.3	2.1					
695.9	2.1					
697.2	2.1					
696.5	2.1					
697.6	2.1					
698.8	2.1					
698.5	2.1					
698	2.1					
697	2.1					
698.7	2.1					
698.1	2.1					
700.3	2.1					
699.5	2.1					
699.3	2.1					
697.7	2.1					
698	2.1					
698.6	2.1					
699.7	2.1					
700.6	2.1					
699.8	2.1					
700	2.1					
698.7	2.1					
699.7	2.1					
699.2	2.1					
700.3	2.1					
699.9	2.1					
698.7	2.1					
697.9	2.1					
697.7	2.1					
698.4	2.1					
697.7	2.1					
698.7	2.1					
696.6	2.1					
696.6	2.1					
696	2.1					
697.1	2.1					
697.1	2.1					
698.3	2.1					
698.4	2.1					
697	2.1					
697.6	2.1					
697	2.1					
697.9	2.1					
697	2.1					
699.3	2.1					
697.8	2.1					
697.7	2.1					
697.5	2.1					
698.6	2.1					
699	2.1					
700.1	2.1					
701.5	2.1					
698.9	2.1					
700	2.1					
699.1	2.1					
700	2.1					
699.8	2.1					
702.1	2.1					
700.3	2.1					
699.3	2.1					
698.9	2.1					
698.9	2.1					
699.4	2.1					
699.8	2.1					
701	2.1					
698.8	2.1					
700.1	2.1					
698.9	2.1					
700	2.1					
699.6	2.1					
700.6	2.1					
699.3	2.1					
697.7	2.1					
697.7	2.1					
696.6	2.1					
697.4	2.1					
697.1	2.1					
698.1	2.1					
695.9	2.1					
696.4	2.1					
695.7	2.1					
696.5	2.1					
696.9	2.1					
697.7	2.1					
697.4	2.1					
695.7	2.1					
696.7	2.1					
696.2	2.1					
697.5	2.1					
697	2.1					
698.3	2.1					
696.5	2.1					
696.7	2.1					
697	2.1					
697.7	2.1					
698.7	2.1					
699.1	2.1					
700.1	2.1					
698	2.1					
699.5	2.1					
698.9	2.1					
699.7	2.1					
699.5	2.1					
700.3	2.1					
699.2	2.1					
698.7	2.1					
699.5	2.1					
698.7	2.1					
700.2	2.1					
700.2	2.1					
700.8	2.1					
698.9	2.1					
699.6	2.1					
699.1	2.1					
699.7	2.1					
700.5	2.1					
700.5	2.1					
700	2.1					
698.2	2.1					
699.5	2.1					
697.9	2.1					
699.2	2.1					
698.6	2.1					
699	2.1					
697.3	2.1					
697.4	2.1					
697.1	2.1					
697.2	2.1					
698.7	2.1					
698.4	2.1					
698.5	2.1					
696.6	2.1					
698.1	2.1					
696.9	2.1					
698	2.1					
697.6	2.1					
698.2	2.1					
696.6	2.1					
696.8	2.1					
697.5	2.1					
697.8	2.1					
699.2	2.1					
698.8	2.1					
699	2.1					
697.5	2.1					
699.2	2.1					
698.5	2.1					
699.8	2.1					
699.9	2.1					
699.5	2.1					
698.5	2.1					
698	2.1					
699	2.1					
698.3	2.1					
700.8	2.1					
700.4	2.1					
700.6	2.1					
698.8	2.1					
699.5	2.1					
699.6	2.1					
699.7	2.1					
700.6	2.1					
699.7	2.1					
699.4	2.1					
697.9	2.1					
699.2	2.1					
698.2	2.1					
700.1	2.1					
699.7	2.1					
699.1	2.1					
697.9	2.1					
697.7	2.1					
697.9	2.1					
698	2.1					
699.9	2.1					
698	2.1					
698.4	2.1					
697.4	2.1					
698.6	2.1					
697.6	2.1					
699.5	2.1					
699.6	2.1					
698.2	2.1					
697.9	2.1					
697.8	2.1					
699.3	2.1					
699.1	2.1					
701.8	2.1					
700.1	2.1					
700.5	2.1					
698.9	2.1					
700	2.1					
699.9	2.1					
700.7	2.1					
701	2.1					
699.1	2.1					
699.9	2.1					
699.2	2.1					
700.6	2.1					
699.9	2.1					
702.2	2.1					
700.8	2.1					
700.9	2.1					
700.3	2.1					
700.7	2.1					
701.2	2.1					
701.3	2.1					
701.8	2.1					
699.3	2.1					
699.9	2.1					
698.5	2.1					
699.4	2.1					
699.4	2.1					
700.5	2.1					
699.5	2.1					
698.6	2.1					
698.8	2.1					
699	2.1					
699.8	2.1					
700.4	2.1					
702.1	2.1					
699.6	2.1					
699.9	2.1					
699.3	2.1					
699.8	2.1					
700.1	2.1					
701.1	2.1					
700.5	2.1					
698.6	2.1					
698.9	2.1					
698.7	2.1					
700.6	2.1					
701	2.1					
702.6	2.1					
700.8	2.1					
700.7	2.1					
700.6	2.1					
701.2	2.1					
702.3	2.1					
702.1	2.1					
702.1	2.1					
699.9	2.1					
700.4	2.1					
699.2	2.1					
700	2.1					
700.2	2.1					
701.8	2.1					
700.8	2.1					
700.1	2.1					
700.7	2.1					
700	2.1					
701.3	2.1					
700.7	2.1					
701.6	2.1					
699.1	2.1					
700.1	2.1					
699.4	2.1					
699.6	2.1					
700.9	2.1					
701.3	2.1					
700.2	2.1					
698.7	2.1					
700.5	2.1					
699	2.1					
701.1	2.1					
700.8	2.1					
701.8	2.1					
699.9	2.1					
700.1	2.1					
699.9	2.1					
699.9	2.1					
701	2.1					
700.4	2.1					
700.1	2.1					
698.2	2.1					
699.5	2.1					
698.7	2.1					
700.3	2.1					
700.7	2.1					
700.8	2.1					
699.7	2.1					
699.7	2.1					
700.7	2.1					
700.4	2.1					
703	2.1					
702.1	2.1					
702.1	2.1					
700.5	2.1					
701.5	2.1					
700.7	2.1					
701.9	2.1					
702.7	2.1					
702.3	2.1					
702.2	2.1					
701.8	2.1					
703.6	2.1					
703.1	2.1					
705.4	2.1					
705.9	2.1					
705.8	2.1					
704.4	2.1					
704.5	2.1					
705.1	2.1					
704.9	2.1					
707.2	2.1					
706	2.1					
706.5	2.1					
705.5	2.1					
706.9	2.1					
707.1	2.1					
708.9	2.1					
710.1	2.1					
709.2	2.1					
710.1	2.1					
709.9	2.1					
711.6	2.1					
711.7	2.1					
714.2	2.1					
712.9	2.1					
713.2	2.1					
713.1	2.1					
714	2.1					
715.1	2.1					
716	2.1					
718.7	2.1					
716.9	2.1					
718.8	2.1					
718.9	2.1					
719.7	2.1					
720.5	2.1					
722.2	2.1					
722.5	2.1					
720.6	2.1					
722.2	2.1					
721.6	2.1					
722.9	2.1					
723.2	2.1					
725.2	2.1					
724.6	2.1					
723.9	2.1					
724.7	2.1					
724.6	2.1					
726.5	2.1					
727	2.1					
727.4	2.1					
725.2	2.1					
725.3	2.1					
725.3	2.1					
725.5	2.1					
727.5	2.1					
727.1	2.1					
727.1	2.1					
725.5	2.1					
726.8	2.1					
726.3	2.1					
727.5	2.1					
729	2.1					
728.4	2.1					
728.4	2.1					
727.6	2.1					
728.6	2.1					
728	2.1					
730.1	2.1					
730.6	2.1					
729.3	2.1					
729.2	2.1					
728.6	2.1					
729.8	2.1					
728.9	2.1					
731.4	2.1					
730.4	2.1					
729.9	2.1					
729.1	2.1					
729.6	2.1					
730.6	2.1					
730.6	2.1					
732.4	2.1					
729.9	2.1					
730.7	2.1					
729.2	2.1					
729.6	2.1					
729.9	2.1					
730.6	2.1					
731	2.1					
728.8	2.1					
729.8	2.1					
728.7	2.1					
730.2	2.1					
729.7	2.1					
731	2.1					
729.4	2.1					
728.2	2.1					
728.6	2.1					
727.4	2.1					
728.6	2.1					
728.4	2.1					
729.6	2.1					
727.4	2.1					
727.7	2.1					
728.1	2.1					
728.3	2.1					
729.5	2.1					
729.6	2.1					
729.9	2.1					
727.8	2.1					
729.2	2.1					
729	2.1					
729.4	2.2					
730	2.2					
729.7	2.2					
729.3	2.2					
728.2	2.2					
729.4	2.2					
728.3	2.2					
730.3	2.1					
730.4	2.1					
729.7	2.1					
729.6	2.1					
729	2.2					
730	2.2					
729.6	2.2					
731.8	2.1					
730.4	2.1					
729.6	2.1					
729	2.1					
729	2.1					
729.2	2.1					
729.2	2.1					
730.7	2.1					
728.7	2.1					
728.9	2.1					
728.3	2.1					
729.4	2.1					
729.4	2.1					
730.3	2.1					
730.5	2.1					
728.5	2.1					
729.3	2.1					
727.7	2.1					
728.9	2.1					
728.4	2.1					
729.8	2.1					
728.9	2.1					
727.9	2.1					
728	2.1					
726.8	2.1					
728.4	2.1					
728.1	2.1					
729.5	2.1					
728	2.1					
728.4	2.1					
727.9	2.1					
728.4	2.1					
729.9	2.1					
729.1	2.1					
729.1	2.1					
726.9	2.1					
728.9	2.1					
728	2.1					
729.3	2.2					
729.8	2.2					
729.4	2.2					
729.1	2.1					
727.5	2.1					
728.8	2.1					
727.8	2.1					
730.3	2.1					
729.7	2.1					
728.9	2.1					
728.1	2.1					
728	2.1					
728.3	2.1					
728	2.1					
729.7	2.1					
728	2.1					
727.7	2.1					
726.9	2.1					
727.6	2.1					
727.5	2.1					
728.2	2.1					
729.2	2.1					
727.6	2.1					
727.8	2.1					
726.3	2.1					
727.4	2.1					
727.2	2.1					
728.6	2.1					
728.6	2.1					
726.7	2.1					
727.1	2.1					
726.8	2.1					
728.4	2.1					
728.8	2.1					
730.4	2.1					
729.2	2.1					
728.1	2.1					
728.2	2.1					
728.4	2.1					
729.5	2.1					
729.7	2.1					
730.7	2.1					
727.9	2.1					
728.4	2.1					
728.3	2.1					
728.2	2.1					
729.4	2.1					
729.6	2.1					
729.6	2.1					
727.4	2.1					
729.4	2.1					
728.7	2.2					
729.9	2.2					
730.4	2.2					
730.6	2.2					
730.6	2.1					
729.9	2.1					
731.9	2.1					
730.9	2.1					
732.6	2.1					
732	2.1					
732.4	2.1					
730.9	2.2					
731.2	2.2					
732.7	2.2					
732.8	2.2					
735	2.2					
734.2	2.2					
734.1	2.2					
733.3	2.2					
734.5	2.2					
735	2.2					
735.4	2.2					
737.2	2.2					
735.5	2.2					
736.2	2.2					
735.2	2.2					
736.3	2.2					
736.4	2.2					
738.2	2.2					
738.8	2.2					
737.2	2.2					
738.5	2.2					
737.5	2.2					
738.2	2.2					
738.6	2.2					
740.1	2.2					
739.2	2.2					
738.5	2.2					
739.5	2.2					
739.1	2.2					
740.2	2.2					
740.2	2.2					
740.6	2.2					
739.1	2.2					
738.8	2.2					
739.9	2.2					
740.2	2.2					
742.9	2.2					
742.9	2.2					
744	2.2					
743.6	2.2					
743.8	2.2					
745	2.2					
744.9	2.2					
747.4	2.2					
746.2	2.2					
746.2	2.2					
745	2.2					
746.3	2.2					
746.7	2.2					
747.5	2.2					
749.8	2.2					
747.8	2.2					
748.4	2.2					
747.2	2.2					
749	2.2					
748.6	2.2					
749.6	2.2					
750.5	2.2					
748.4	2.2					
749.4	2.2					
748.6	2.2					
750	2.2					
750.2	2.2					
751.3	2.2					
751.3	2.2					
749.8	2.2					
751.4	2.2					
751.3	2.2					
752.9	2.2					
752.8	2.2					
753.4	2.2					
752.4	2.2					
751.2	2.2					
752.3	2.2					
751	2.2					
752.9	2.2					
753.1	2.2					
753.4	2.2					
752.4	2.2					
751.9	2.2					
752.6	2.2					
752.3	2.2					
754.8	2.2					
754.3	2.2					
754.1	2.2					
753.9	2.2					
754.1	2.2					
755.2	2.2					
755.1	2.2					
757.1	2.2					
755.7	2.2					
755.3	2.2					
755.1	2.2					
754.8	2.2					
755.5	2.2					
755.9	2.2					
757.7	2.2					
755.7	2.2					
755.9	2.2					
755.5	2.2					
755.4	2.2					
756.5	2.2					
756.8	2.2					
757.4	2.2					
755.2	2.2					
756.1	2.2					
755.8	2.2					
756.3	2.2					
757.8	2.2					
757.4	2.2					
757.6	2.2					
756.1	2.2					
757.4	2.2					
756.2	2.2					
757.2	2.2					
758.2	2.2					
757.3	2.2					
757.3	2.2					
755.9	2.2					
757.2	2.2					
755.9	2.2					
757.1	2.2					
757	2.2					
755.1	2.2					
755.2	2.2					
754	2.2					
755.7	2.2					
755.4	2.2					
757.6	2.2					
756.9	2.2					
756	2.2					
756.3	2.2					
756.1	2.2					
757.5	2.2					
757.3	2.2					
758.3	2.2					
756.2	2.2					
755.8	2.2					
756.6	2.2					
756.1	2.2					
757.5	2.2					
757.4	2.2					
757.8	2.2					
756.4	2.2					
756.4	2.2					
757	2.2					
756.8	2.2					
758.7	2.2					
757.9	2.2					
757.9	2.2					
756.2	2.2					
756.4	2.2					
757.1	2.2					
756.9	2.2					
758.9	2.2					
757.4	2.2					
757.7	2.2					
757.3	2.2					
758.3	2.2					
758.8	2.2					
758.9	2.2					
760.2	2.2					
758.1	2.2					
758.8	2.2					
758.4	2.2					
759.5	2.2					
760	2.2					
760.3	2.2					
760.7	2.2					
758.3	2.2					
759.3	2.2					
758.8	2.2					
759.2	2.2					
760.1	2.2					
760	2.2					
760.7	2.2					
759.2	2.2					
761.1	2.2					
760.7	2.2					
762	2.2					
763	2.2					
762.6	2.2					
762.7	2.2					
761.9	2.2					
763.6	2.2					
762.6	2.2					
764.8	2.2					
765.2	2.2					
764.2	2.2					
764.6	2.2					
763.8	2.2					
765.7	2.2					
765.1	2.2					
766.9	2.2					
766.8	2.2					
765.3	2.2					
765.9	2.2					
765.7	2.2					
767.4	2.2					
767.5	2.2					
769.1	2.2					
768.8	2.2					
768	2.2					
769.5	2.2					
769.4	2.2					
771.3	2.2					
772.5	2.2					
772.4	2.2					
771.4	2.2					
770.7	2.2					
772	2.2					
771.2	2.2					
773.2	2.2					
774	2.2					
772.6	2.2					
772.6	2.2					
771.9	2.2					
773.2	2.2					
772.4	2.2					
774.1	2.2					
773.5	2.2					
771.7	2.2					
772.6	2.2					
772.9	2.2					
774.3	2.2					
774.8	2.2					
776.6	2.2					
775.5	2.2					
774.4	2.2					
775.5	2.2					
774.6	2.2					
